Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Сусанинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614					
1	"Число избирателей, внесенных в списки"	7147	530	272	184	238	231	117	351	408	271	381	1719	1747	423	275					
2	"Число бюллетеней, полученных участковыми комиссиями"	7095	529	272	189	239	230	120	364	409	267	388	1700	1733	375	280					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3866	235	159	110	146	141	90	147	247	157	230	814	1021	230	139					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	629	107	38	25	26	33	4	87	28	40	35	83	28	67	28					
6	Число погашенных бюллетеней	2600	187	75	54	67	56	26	130	134	70	123	803	684	78	113					
7	Число бюллетеней в переносных ящиках для голосования	629	107	38	25	26	33	4	87	28	40	35	83	28	67	28					
8	Число бюллетеней в стационарных ящиках для голосования	3866	235	159	110	146	141	90	147	247	157	230	814	1021	230	139					
9	Число недействительных бюллетеней	80	8	5	0	1	10	2	3	4	0	2	24	11	5	5					
10	Число действительных бюллетеней	4415	334	192	135	171	164	92	231	271	197	263	873	1038	292	162					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	92	7	6	6	6	6	3	6	7	6	6	9	11	7	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	2	1	2	2	1	1	0	4	0	0	5	7	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	5	2	0	0	1	0	0	4	1	0	3	4	0	0					
14	Число погашенных открепительных удостоверений	65	5	5	4	4	5	2	6	3	6	6	4	4	7	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	76	7	2	6	3	4	0	1	11	3	5	16	14	1	3					
		1.69%	2.04%	1.01%	4.44%	1.74%	2.29%	0.0%	0.42%	4.0%	1.52%	1.88%	1.78%	1.33%	0.33%	1.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	50	9	1	1	1	0	1	1	2	4	7	9	10	3	1					
		1.11%	2.63%	0.50%	0.74%	0.58%	0.0%	1.06%	0.42%	0.72%	2.03%	2.64%	1.00%	0.95%	1.01%	0.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	107	14	10	0	2	9	1	5	6	4	7	20	13	9	7					
		2.38%	4.09%	5.07%	0.0%	1.16%	5.17%	1.06%	2.13%	2.18%	2.03%	2.64%	2.22%	1.23%	3.03%	4.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	79	2	2	0	2	5	4	2	1	2	4	13	38	4	0					
		1.75%	0.58%	1.01%	0.0%	1.16%	2.87%	4.25%	0.85%	0.36%	1.01%	1.50%	1.44%	3.62%	1.34%	0.0%					
22	"5. ""За Русь Святую"""	19	3	1	0	0	0	3	0	3	0	0	4	5	0	0					
		0.42%	0.87%	0.50%	0.0%	0.0%	0.0%	3.19%	0.0%	1.09%	0.0%	0.0%	0.44%	0.47%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	1	1	0	1	0	0	0	1	0	0	1	1	1	0					
		0.15%	0.29%	0.50%	0.0%	0.58%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.11%	0.09%	0.33%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	21	0	0	1	1	0	0	2	0	2	1	7	5	2	0					
		0.46%	0.0%	0.0%	0.74%	0.58%	0.0%	0.0%	0.85%	0.0%	1.01%	0.37%	0.78%	0.47%	0.67%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	1	0	0	0	2	0	0	0	1	0	3	1	1	0					
		0.20%	0.29%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.50%	0.0%	0.33%	0.09%	0.33%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	2	2	0	0	0	0	0	0	0	1	6	1	0					
