Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Тюльганская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748					
1	"Число избирателей, внесенных в список"	17015	2922	2291	2661	279	952	147	357	178	808	532	115	614	202	475	447	273	307	366	124	102	392	136	338	565	250	210	433	539					
2	Число полученных избирательных бюллетеней	17814	2904	2400	2700	300	950	150	400	195	905	550	125	645	210	520	475	280	320	420	140	120	435	140	380	610	260	220	490	570					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10581	1540	1114	1410	200	614	142	228	134	520	425	90	409	157	364	304	212	250	267	116	75	263	99	234	397	163	151	263	440					
5	"Число избирательных бюллетеней, выданных вне помещения"	1239	160	61	37	29	92	0	42	13	109	6	0	88	34	40	50	18	14	20	0	6	27	11	48	117	47	20	120	30					
6	Число погашенных избирательных бюллетеней	5994	1204	1225	1253	71	244	8	130	48	276	119	35	148	19	116	121	50	56	133	24	39	145	30	98	96	50	49	107	100					
7	Число избирательных бюллетеней в переносных ящиках	1239	160	61	37	29	92	0	42	13	109	6	0	88	34	40	50	18	14	20	0	6	27	11	48	117	47	20	120	30					
8	Число бюллетеней в стационарных ящиках для голосования	10580	1540	1114	1410	200	614	142	228	134	520	425	90	409	157	364	304	212	250	267	116	75	263	99	233	397	163	151	263	440					
9	Число недействительных избирательных бюллетеней	161	8	10	16	5	6	4	4	2	11	12	1	6	0	3	3	5	7	6	1	0	5	0	7	25	2	4	6	2					
10	Число действительных избирательных бюллетеней	11658	1692	1165	1431	224	700	138	266	145	618	419	89	491	191	401	351	225	257	281	115	81	285	110	274	489	208	167	377	468					
11	Число полученных открепительных  удостоверений	447	54	39	39	13	20	7	13	7	25	13	7	14	7	14	5	7	4	23	7	2	13	7	18	30	2	7	24	26					
12	Число выданных открепительных удостоверений	359	54	37	38	10	19	1	5	0	19	10	0	12	1	14	3	3	4	19	0	0	10	0	13	30	2	7	22	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	15	6	11	5	4	3	2	0	7	2	3	1	2	0	2	3	1	3	2	1	1	0	3	2	2	3	7	3					
14	Число неиспользованных открепительных удостоверений	88	0	2	1	3	1	6	8	7	6	3	7	2	6	0	2	4	0	4	7	2	3	7	5	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	480	103	38	107	4	12	1	15	3	21	13	1	22	0	12	2	5	0	8	0	2	12	1	11	30	5	6	12	34					
		4.06%	6.06%	3.23%	7.39%	1.75%	1.70%	0.70%	5.56%	2.04%	3.34%	3.02%	1.11%	4.43%	0.00%	2.97%	0.56%	2.17%	0.00%	2.79%	0.00%	2.47%	4.14%	0.91%	3.91%	5.84%	2.38%	3.51%	3.13%	7.23%					
19	. Малышкин Олег Александрович	593	86	72	66	11	34	5	15	5	23	28	4	12	8	24	22	2	8	26	1	3	36	10	5	10	10	10	27	30					
		5.02%	5.06%	6.13%	4.56%	4.80%	4.82%	3.52%	5.56%	3.40%	3.66%	6.50%	4.44%	2.41%	4.19%	5.94%	6.21%	0.87%	3.03%	9.06%	0.86%	3.70%	12.41%	9.09%	1.78%	1.95%	4.76%	5.85%	7.05%	6.38%					
