Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Альметьевская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
1	"Число избирателей, внесенных в списки избирателей"	107423	2278	1931	2181	736	1572	2137	2119	2499	1835	2506	1803	2079	2132	1964	2044	1973	1992	1642	2791	2451	1571	456	2514	914	858	2143	2430	1901	2284	1989	2144	2259	1961	2121	1752	2143	1666	1951	2100	1968	2260	2374	1879	1955	2120	2015	2067	2127	2135	2262	2547	1242	889	1816	310	1173	462					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	104585	2200	1900	2000	700	1500	2100	2100	2500	1800	2500	1800	2000	2100	1900	2000	1900	2000	1500	2700	2400	1500	460	2500	900	800	2100	2400	1900	2200	1900	2100	2200	1900	2100	1700	2100	1600	1900	2100	1900	2200	2300	1800	1900	2100	1900	2000	2100	2100	2300	2500	1200	800	1700	310	1100	415					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	87513	1803	1533	1662	608	1356	1636	1625	2067	1562	2151	1485	1669	1793	1598	1560	1515	1638	1408	2152	2083	1388	265	2074	725	663	1769	2105	1535	1949	1603	1835	1828	1451	1617	1318	1642	1474	1563	1646	1532	1869	1918	1479	1577	1620	1676	1749	1861	1728	1928	2289	987	761	1559	197	1030	399					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3716	91	131	322	39	77	84	68	144	12	28	55	26	43	53	58	69	64	46	109	47	50	191	120	22	23	26	35	52	55	97	72	102	71	150	99	78	80	55	48	83	47	47	27	95	33	28	25	27	33	23	31	60	9	34	107	9	6					
6	Число погашенных избирательных бюллетеней	13356	306	236	16	53	67	380	407	289	226	321	260	305	264	249	382	316	298	46	439	270	62	4	306	153	114	305	260	313	196	200	193	270	378	333	283	380	46	282	406	285	284	335	294	228	447	196	226	212	339	349	180	153	30	107	6	61	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3716	91	131	322	39	77	84	68	144	12	28	55	26	43	53	58	69	64	46	109	47	50	191	120	22	23	26	35	52	55	97	72	102	71	150	99	78	80	55	48	83	47	47	27	95	33	28	25	27	33	23	31	60	9	34	107	9	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	87422	1803	1533	1662	608	1356	1636	1625	2067	1562	2151	1485	1669	1793	1598	1560	1515	1638	1408	2152	1994	1388	265	2074	725	661	1769	2105	1535	1949	1603	1835	1828	1451	1617	1318	1642	1474	1563	1646	1532	1869	1918	1479	1577	1620	1676	1749	1861	1728	1928	2289	987	761	1559	197	1030	399					
9	Число недействительных избирательных бюллетеней	763	5	11	29	7	14	0	4	7	9	16	48	31	14	15	4	9	2	4	44	36	11	9	6	4	1	0	21	20	0	22	0	9	7	0	23	4	24	29	10	15	16	23	8	28	26	20	9	23	22	3	9	3	12	23	0	5	9					
10	Число действительных избирательных бюллетеней	90375	1889	1653	1955	640	1419	1720	1689	2204	1565	2163	1492	1664	1822	1636	1614	1575	1700	1450	2217	2005	1427	447	2188	743	683	1795	2119	1567	2004	1678	1907	1921	1515	1767	1394	1716	1530	1589	1684	1600	1900	1942	1498	1644	1627	1684	1765	1865	1739	1948	2311	1044	758	1570	304	1034	396					
