Выборы Президента Российской Федерации																																																																								
Дата голосования: 02.03.2008																																																																								
																																																																								
Наименование Избирательной комиссии:    Московская N19																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
	Число участковых избирательных комиссий	65																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	65																																																																						
																																																																								
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089					
1	"Число избирателей, включенных в списки избирателей"	113723	1290	1505	1465	1657	1353	1015	1591	1345	1627	1142	1369	1698	1815	1448	1686	1752	1691	1868	1511	1790	1690	2141	2301	1494	1962	1858	2429	2190	2155	1962	2227	2249	2291	1888	2289	2312	2217	1941	2108	1924	1867	1750	2020	1297	1567	1238	1174	2090	1948	2064	1870	2274	1330	1091	1848	2103	2103	2061	1936	2201	1811	1611	1756	315	152					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	112350	1300	1500	1400	1600	1300	1100	1600	1300	1600	1100	1300	1600	1800	1400	1700	1500	1700	1800	1300	1800	1700	2100	2300	1500	1900	1800	2400	2200	2100	1900	2200	2200	2300	1900	2300	2300	2200	1900	2100	2100	1800	1700	1900	1300	1500	1200	1500	2100	2000	2000	1900	2200	1300	1100	1800	2100	2100	2100	1900	2200	1800	1500	1700	350	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	82580	1130	1146	873	1224	952	900	1580	832	1159	890	987	1241	1394	1121	1152	1176	1295	1688	994	1293	1181	1595	1640	1220	1644	1048	1759	1630	1148	1476	1711	1553	1844	1464	1672	1648	1593	1599	1273	1485	1351	1217	1448	1031	837	949	1151	1150	1045	1421	1363	1686	1013	843	1341	1634	1450	1626	1414	1541	1031	1160	1230	290	148					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1588	15	16	17	23	25	20	11	15	17	21	13	21	25	20	23	26	22	17	19	21	26	29	46	17	37	36	19	23	43	31	49	35	35	14	32	24	23	29	41	35	24	17	25	20	36	37	22	24	32	39	25	16	21	23	20	20	17	23	22	21	25	23	20	25	0					
6	Число погашенных избирательных бюллетеней	28182	155	338	510	353	323	180	9	453	424	189	300	338	381	259	525	298	383	95	287	486	493	476	614	263	219	716	622	547	909	393	440	612	421	422	596	628	584	272	786	580	425	466	427	249	627	214	327	926	923	540	512	498	266	234	439	446	633	451	464	638	744	317	450	35	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1588	15	16	17	23	25	20	11	15	17	21	13	21	25	20	23	26	22	17	19	21	26	29	46	17	37	36	19	23	43	31	49	35	35	14	32	24	23	29	41	35	24	17	25	20	36	37	22	24	32	39	25	16	21	23	20	20	17	23	22	21	25	23	20	25	0					
8	Число бюллетеней в стационарных ящиках для голосования	82459	1130	1138	873	1222	949	900	1573	824	1158	890	987	1241	1393	1120	1151	1174	1295	1671	994	1289	1181	1593	1640	1220	1643	1048	1758	1630	1145	1476	1711	1553	1844	1464	1672	1648	1592	1597	1267	1485	1351	1217	1446	1031	837	940	1151	1127	1045	1421	1362	1683	1010	843	1341	1634	1450	1621	1413	1541	1029	1160	1229	290	148					
9	Число недействительных избирательных бюллетеней	524	1	11	0	2	1	0	36	13	1	0	0	3	1	11	2	4	0	31	0	1	0	1	5	1	0	30	0	5	22	0	27	18	0	18	20	1	0	33	16	24	0	1	0	1	16	18	1	25	18	4	0	5	0	1	2	28	7	30	0	3	18	1	2	1	3					
10	Число действительных избирательных бюллетеней	83523	1144	1143	890	1243	973	920	1548	826	1174	911	1000	1259	1417	1129	1172	1196	1317	1657	1013	1309	1207	1621	1681	1236	1680	1054	1777	1648	1166	1507	1733	1570	1879	1460	1684	1671	1615	1593	1292	1496	1375	1233	1471	1050	857	959	1172	1126	1059	1456	1387	1694	1031	865	1359	1626	1460	1614	1435	1559	1036	1182	1247	314	145					
11	Число полученных открепительных  удостоверений	2420	40	30	50	105	30	20	20	30	60	40	20	40	40	30	20	20	40	30	30	50	30	30	60	30	40	20	30	30	45	30	30	50	40	30	30	30	50	40	40	190	40	30	40	20	35	90	30	40	30	35	35	30	20	30	30	50	40	30	30	30	30	25	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2080	35	30	39	105	30	18	20	29	39	23	18	35	21	27	15	20	29	30	26	45	28	27	38	26	28	20	30	28	32	21	28	39	39	30	30	27	40	35	35	190	28	19	40	20	28	35	28	32	28	33	32	29	18	29	30	37	40	30	29	29	29	22	30	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1997	24	18	22	96	24	25	552	13	28	8	25	26	39	20	6	23	24	21	14	16	18	30	19	10	10	19	29	9	24	12	9	21	20	10	19	10	23	22	36	15	20	10	12	15	20	18	21	19	11	114	19	25	12	12	38	37	6	46	19	21	28	70	14	0	1					
14	Число неиспользованных открепительных удостоверений	340	5	0	11	0	0	2	0	1	21	17	2	5	19	3	5	0	11	0	4	5	2	3	22	4	12	0	0	2	13	9	2	11	1	0	0	3	10	5	5	0	12	11	0	0	7	55	2	8	2	2	3	1	2	1	0	13	0	0	1	1	1	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	80	2	2	0	3	2	0	0	1	1	0	0	0	1	0	4	0	0	1	1	2	1	0	4	2	0	2	0	1	0	0	2	4	1	2	1	0	3	1	0	6	0	0	2	1	1	0	0	3	4	2	2	3	1	2	1	0	3	4	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																								
18	Богданов Андрей Владимирович	778	7	21	2	7	7	4	23	18	16	11	4	14	22	9	9	10	7	23	3	27	8	11	9	2	10	23	6	4	38	13	20	22	20	20	9	6	2	26	21	4	3	2	4	4	17	25	1	24	34	1	4	4	9	2	4	33	2	23	11	23	22	4	4	0	0					
		0.93%	0.61%	1.82%	0.22%	0.56%	0.72%	0.43%	1.45%	2.15%	1.36%	1.21%	0.40%	1.11%	1.55%	0.79%	0.77%	0.83%	0.53%	1.36%	0.30%	2.06%	0.66%	0.68%	0.53%	0.16%	0.60%	2.12%	0.34%	0.24%	3.20%	0.86%	1.14%	1.39%	1.06%	1.35%	0.53%	0.36%	0.12%	1.60%	1.61%	0.26%	0.22%	0.16%	0.27%	0.38%	1.95%	2.56%	0.09%	2.09%	3.16%	0.07%	0.29%	0.24%	0.87%	0.23%	0.29%	1.99%	0.14%	1.40%	0.77%	1.47%	2.09%	0.34%	0.32%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	5790	67	85	90	108	70	85	136	96	103	66	75	125	107	115	88	109	92	95	83	98	69	109	85	71	137	65	91	125	66	47	121	92	71	71	90	163	113	116	79	60	88	51	77	95	61	80	88	98	74	83	63	127	83	60	98	104	135	74	120	129	54	67	125	12	10					
		6.89%	5.85%	7.37%	10.11%	8.67%	7.19%	9.24%	8.59%	11.44%	8.77%	7.24%	7.50%	9.90%	7.55%	10.09%	7.50%	9.08%	6.99%	5.63%	8.19%	7.48%	5.72%	6.72%	5.04%	5.74%	8.15%	5.99%	5.12%	7.56%	5.56%	3.12%	6.88%	5.79%	3.78%	4.80%	5.28%	9.75%	6.99%	7.13%	6.04%	3.95%	6.40%	4.13%	5.23%	9.04%	6.99%	8.19%	7.50%	8.51%	6.87%	5.68%	4.54%	7.47%	8.05%	6.93%	7.20%	6.29%	9.20%	4.50%	8.36%	8.26%	5.12%	5.66%	10.01%	3.81%	6.76%					
20	Зюганов Геннадий Андреевич	10217	103	129	92	131	109	92	167	165	87	88	97	64	134	134	116	139	122	194	92	94	144	181	215	116	183	257	219	216	271	282	248	259	237	142	170	121	156	282	287	167	140	127	104	70	218	203	85	245	240	87	171	162	75	62	117	262	143	290	252	140	239	128	123	27	5					
		12.16%	8.99%	11.18%	10.34%	10.52%	11.19%	10.00%	10.54%	19.67%	7.40%	9.66%	9.70%	5.07%	9.45%	11.75%	9.88%	11.58%	9.26%	11.49%	9.08%	7.18%	11.93%	11.16%	12.75%	9.38%	10.89%	23.71%	12.32%	13.07%	22.81%	18.71%	14.09%	16.31%	12.61%	9.61%	9.98%	7.24%	9.66%	17.34%	21.94%	10.99%	10.18%	10.29%	7.07%	6.66%	24.97%	20.78%	7.25%	21.29%	22.28%	5.96%	12.33%	9.54%	7.27%	7.16%	8.60%	15.84%	9.75%	17.64%	17.56%	8.96%	22.68%	10.82%	9.85%	8.57%	3.38%					
21	Медведев Дмитрий Анатольевич	66738	967	908	706	997	787	739	1222	547	968	746	824	1056	1154	871	959	938	1096	1345	835	1090	986	1320	1372	1047	1350	709	1461	1303	791	1165	1344	1197	1551	1227	1415	1381	1344	1169	905	1265	1144	1053	1286	881	561	651	998	759	711	1285	1149	1401	864	741	1140	1227	1180	1227	1052	1267	721	983	995	275	130					
		79.41%	84.45%	78.68%	79.33%	80.08%	80.80%	80.33%	77.15%	65.20%	82.38%	81.89%	82.40%	83.68%	81.38%	76.40%	81.69%	78.17%	83.22%	79.68%	82.43%	83.21%	81.69%	81.38%	81.38%	84.64%	80.36%	65.41%	82.22%	78.83%	66.58%	77.31%	76.36%	75.38%	82.54%	83.02%	83.04%	82.60%	83.22%	71.89%	69.19%	83.22%	83.20%	85.33%	87.42%	83.82%	64.26%	66.63%	85.08%	65.94%	66.02%	88.01%	82.84%	82.46%	83.80%	85.57%	83.76%	74.18%	80.44%	74.64%	73.31%	81.11%	68.41%	83.09%	79.66%	87.30%	87.84%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
