Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Нанайская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654					
1	"Число избирателей, внесенных в списки избирателей"	13295	1402	670	1091	233	609	597	533	115	132	252	614	1098	783	759	844	79	1096	1092	934	362					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12405	1350	625	974	251	560	522	477	113	134	250	588	1016	743	706	775	77	1000	1004	890	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8952	946	446	627	197	410	431	356	94	117	177	429	721	541	510	606	64	696	724	577	283					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1170	83	63	69	13	40	44	37	15	14	21	39	122	92	64	60	4	107	107	145	31					
6	Число погашенных избирательных бюллетеней	2279	321	116	278	41	110	47	84	4	3	52	120	173	106	132	109	9	197	173	168	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1174	83	63	69	13	40	44	37	15	14	21	39	122	96	64	60	4	107	107	145	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8951	946	445	627	197	410	431	356	94	117	177	429	721	541	510	606	64	696	724	577	283					
9	Число недействительных избирательных бюллетеней	139	22	8	10	2	2	5	5	5	1	7	4	6	10	7	12	0	15	9	8	1					
10	Число действительных избирательных бюллетеней	9986	1007	500	686	208	448	470	388	104	130	191	464	837	627	567	654	68	788	822	714	313					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	387	40	30	35	20	15	26	9	8	3	16	12	19	21	25	10	2	19	25	35	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	384	40	30	35	20	15	26	9	8	3	16	12	19	20	25	10	1	19	25	34	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	13	20	13	2	7	10	3	3	2	5	11	13	15	17	3	2	12	3	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	1	0	0	0	0	1	1	0	2	4	2	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	164	16	7	19	4	10	5	6	2	4	2	5	9	13	8	17	0	15	11	7	4					
		1.62%	1.55%	1.38%	2.73%	1.90%	2.22%	1.05%	1.53%	1.83%	3.05%	1.01%	1.07%	1.07%	2.04%	1.39%	2.55%	0.00%	1.87%	1.32%	0.97%	1.27%					
19	2.Всероссийская политическая партия «Гражданская Сила»	58	8	1	5	1	2	4	7	0	0	1	4	10	3	2	2	1	2	2	3	0					
		0.57%	0.78%	0.20%	0.72%	0.48%	0.44%	0.84%	1.78%	0.00%	0.00%	0.51%	0.85%	1.19%	0.47%	0.35%	0.30%	1.47%	0.25%	0.24%	0.42%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	2	2	2	1	0	0	1	0	0	0	0	1	4	1	0	0	1	1	2	0					
		0.18%	0.19%	0.39%	0.29%	0.48%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.12%	0.63%	0.17%	0.00%	0.00%	0.12%	0.12%	0.28%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	828	67	34	76	14	58	50	27	3	3	8	28	68	64	54	62	17	86	62	40	7					
		8.18%	6.51%	6.69%	10.92%	6.67%	12.89%	10.53%	6.87%	2.75%	2.29%	4.04%	5.98%	8.07%	10.05%	9.41%	9.31%	25.00%	10.71%	7.46%	5.54%	2.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	79	4	5	5	4	2	3	5	0	0	0	2	1	10	6	13	0	11	7	1	0					
		0.78%	0.39%	0.98%	0.72%	1.90%	0.44%	0.63%	1.27%	0.00%	0.00%	0.00%	0.43%	0.12%	1.57%	1.05%	1.95%	0.00%	1.37%	0.84%	0.14%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	1	1	2	0	2	2	0	1	0	0	3	1	2	0	0	0	0	1	0	0					
		0.16%	0.10%	0.20%	0.29%	0.00%	0.44%	0.42%	0.00%	0.92%	0.00%	0.00%	0.64%	0.12%	0.31%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1245	177	49	88	23	22	43	45	14	19	24	66	114	98	89	99	8	79	87	86	15					
		12.30%	17.20%	9.65%	12.64%	10.95%	4.89%	9.05%	11.45%	12.84%	14.50%	12.12%	14.10%	13.52%	15.38%	15.51%	14.86%	11.76%	9.84%	10.47%	11.91%	4.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	656	48	25	46	4	27	34	22	3	6	12	32	84	73	50	48	2	57	46	25	12					
		6.48%	4.66%	4.92%	6.61%	1.90%	6.00%	7.16%	5.60%	2.75%	4.58%	6.06%	6.84%	9.96%	11.46%	8.71%	7.21%	2.94%	7.10%	5.54%	3.46%	3.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	52	6	2	5	2	2	0	1	0	0	1	2	3	3	3	6	0	6	4	3	3					
		0.51%	0.58%	0.39%	0.72%	0.95%	0.44%	0.00%	0.25%	0.00%	0.00%	0.51%	0.43%	0.36%	0.47%	0.52%	0.90%	0.00%	0.75%	0.48%	0.42%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6788	668	370	433	155	322	324	274	81	97	143	315	535	348	345	403	40	524	596	543	272					
		67.04%	64.92%	72.83%	62.21%	73.81%	71.56%	68.21%	69.72%	74.31%	74.05%	72.22%	67.31%	63.46%	54.63%	60.10%	60.51%	58.82%	65.26%	71.72%	75.21%	86.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	82	10	4	5	0	1	5	0	0	1	0	7	11	9	9	4	0	7	5	4	0					
		0.81%	0.97%	0.79%	0.72%	0.00%	0.22%	1.05%	0.00%	0.00%	0.76%	0.00%	1.50%	1.30%	1.41%	1.57%	0.60%	0.00%	0.87%	0.60%	0.55%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
