Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Уярская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077					
1	"Число избирателей, внесенных в списки избирателей"	17123	948	1030	882	996	1072	1018	1036	943	536	716	741	851	786	548	88	145	91	127	646	92	221	492	67	146	266	132	565	113	209	840	322	122	336					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16240	900	900	800	900	1000	900	1000	900	500	700	700	800	800	600	80	130	80	120	600	90	200	500	70	150	250	150	600	120	200	800	300	100	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	15	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8658	467	488	377	448	521	431	484	407	173	321	338	430	486	285	63	86	49	78	372	57	121	300	44	102	137	112	286	81	121	517	197	77	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	765	18	25	14	13	44	40	14	15	42	39	60	20	53	32	13	17	13	13	64	16	19	39	0	9	9	0	30	13	13	36	17	0	15					
6	Число погашенных избирательных бюллетеней	6802	415	387	409	439	435	429	502	478	285	340	302	350	259	277	4	27	11	29	164	17	60	161	26	39	104	38	284	26	66	247	86	23	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	780	18	25	14	13	44	40	14	15	42	39	60	20	55	38	13	17	20	13	64	16	19	39	0	9	9	0	30	13	13	36	17	0	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8658	467	488	377	448	521	431	484	407	173	321	338	430	486	285	63	86	49	78	372	57	121	300	44	102	137	112	286	81	121	517	197	77	202					
9	Число недействительных избирательных бюллетеней	101	10	5	3	2	4	11	3	5	2	3	9	3	9	7	0	0	0	0	7	0	1	2	0	4	1	0	3	0	3	1	1	0	2					
10	Число действительных избирательных бюллетеней	9337	475	508	388	459	561	460	495	417	213	357	389	447	532	316	76	103	69	91	429	73	139	337	44	107	145	112	313	94	131	552	213	77	215					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	267	10	10	10	10	10	10	10	10	7	10	7	8	10	8	5	5	5	5	12	5	5	8	7	7	7	7	8	5	5	20	8	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	4	7	6	6	8	6	10	0	4	4	7	8	3	7	0	0	3	0	12	0	1	6	0	3	1	0	5	2	1	17	1	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	128	1	11	2	0	5	1	4	8	3	10	12	1	6	3	8	1	0	0	1	2	0	1	3	0	3	1	10	2	7	19	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	127	6	3	4	4	2	4	0	10	3	6	0	0	7	1	5	5	2	5	0	5	4	2	7	4	6	7	3	3	4	3	7	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	2	3	6	1	0	1	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	289	11	12	3	7	19	10	12	7	3	8	10	18	17	9	1	3	0	9	8	2	4	13	4	1	9	2	25	7	3	5	17	9	21					
		3.06%	2.27%	2.34%	0.77%	1.52%	3.36%	2.12%	2.41%	1.66%	1.40%	2.22%	2.51%	4.00%	3.14%	2.79%	1.32%	2.91%	0.00%	9.89%	1.83%	2.74%	2.86%	3.83%	9.09%	0.90%	6.16%	1.79%	7.91%	7.45%	2.24%	0.90%	7.94%	11.69%	9.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	2	2	1	2	3	1	4	3	0	1	2	7	1	1	0	2	0	0	1	1	0	3	0	0	3	0	3	0	0	0	3	0	0					
		0.49%	0.41%	0.39%	0.26%	0.43%	0.53%	0.21%	0.80%	0.71%	0.00%	0.28%	0.50%	1.56%	0.18%	0.31%	0.00%	1.94%	0.00%	0.00%	0.23%	1.37%	0.00%	0.88%	0.00%	0.00%	2.05%	0.00%	0.95%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.10%	0.21%	0.00%	0.26%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	1.10%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1521	95	108	67	65	100	49	98	54	37	83	55	65	50	70	8	20	11	22	74	4	15	61	10	39	30	18	51	27	22	59	16	2	36					
		16.12%	19.59%	21.05%	17.14%	14.10%	17.70%	10.40%	19.68%	12.80%	17.21%	23.06%	13.82%	14.44%	9.24%	21.67%	10.53%	19.42%	15.94%	24.18%	16.97%	5.48%	10.71%	17.99%	22.73%	35.14%	20.55%	16.07%	16.14%	28.72%	16.42%	10.67%	7.48%	2.60%	16.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	50	9	1	4	5	7	2	0	6	1	0	2	3	3	0	0	1	1	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0					
		0.53%	1.86%	0.19%	1.02%	1.08%	1.24%	0.42%	0.00%	1.42%	0.47%	0.00%	0.50%	0.67%	0.55%	0.00%	0.00%	0.97%	1.45%	0.00%	0.23%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	1	1	0	1	0	1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1					
		0.16%	0.00%	0.00%	0.26%	0.22%	0.00%	0.21%	0.00%	0.24%	0.00%	0.00%	0.00%	0.22%	0.18%	0.62%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	2.24%	0.18%	0.00%	0.00%	0.46%					
24	7.Политическая партия «Либерально-демократическая партия России»	736	31	34	46	39	29	46	42	28	14	22	29	44	33	27	1	7	4	4	28	2	17	26	3	7	12	5	18	6	10	62	26	22	12					
		7.80%	6.39%	6.63%	11.76%	8.46%	5.13%	9.77%	8.43%	6.64%	6.51%	6.11%	7.29%	9.78%	6.10%	8.36%	1.32%	6.80%	5.80%	4.40%	6.42%	2.74%	12.14%	7.67%	6.82%	6.31%	8.22%	4.46%	5.70%	6.38%	7.46%	11.21%	12.15%	28.57%	5.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	611	44	34	23	38	52	32	46	30	13	12	29	30	24	17	0	4	8	7	22	11	8	17	4	8	2	2	22	5	5	34	16	5	7					
		6.47%	9.07%	6.63%	5.88%	8.24%	9.20%	6.79%	9.24%	7.11%	6.05%	3.33%	7.29%	6.67%	4.44%	5.26%	0.00%	3.88%	11.59%	7.69%	5.05%	15.07%	5.71%	5.01%	9.09%	7.21%	1.37%	1.79%	6.96%	5.32%	3.73%	6.15%	7.48%	6.49%	3.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	103	6	7	3	6	9	2	9	2	3	2	9	7	7	5	0	1	0	4	2	0	3	4	0	1	3	1	2	1	0	2	1	0	1					
		1.09%	1.24%	1.36%	0.77%	1.30%	1.59%	0.42%	1.81%	0.47%	1.40%	0.56%	2.26%	1.56%	1.29%	1.55%	0.00%	0.97%	0.00%	4.40%	0.46%	0.00%	2.14%	1.18%	0.00%	0.90%	2.05%	0.89%	0.63%	1.06%	0.00%	0.36%	0.47%	0.00%	0.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5904	276	305	238	295	334	315	278	275	141	227	252	270	391	183	65	65	44	44	290	53	92	212	23	50	86	84	189	47	88	384	133	39	136					
		62.56%	56.91%	59.45%	60.87%	63.99%	59.12%	66.88%	55.82%	65.17%	65.58%	63.06%	63.32%	60.00%	72.27%	56.66%	85.53%	63.11%	63.77%	48.35%	66.51%	72.60%	65.71%	62.54%	52.27%	45.05%	58.90%	75.00%	59.81%	50.00%	65.67%	69.44%	62.15%	50.65%	62.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	0	5	1	1	8	1	6	11	1	1	1	2	4	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	3	1	0	1					
		0.56%	0.00%	0.97%	0.26%	0.22%	1.42%	0.21%	1.20%	2.61%	0.47%	0.28%	0.25%	0.44%	0.74%	0.62%	0.00%	0.00%	1.45%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	1.06%	0.00%	0.54%	0.47%	0.00%	0.46%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
