Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Октябрьская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в список"	8209	195	1713	1802	157	541	599	262	386	120	142	153	426	239	1173	301					
2	Число полученных избирательных бюллетеней	8306	192	1707	1798	149	534	632	273	398	122	146	153	432	271	1191	308					
3	"Число избирательных бюллетеней, выданных  досрочно"	65	0	0	0	0	0	0	0	0	0	18	0	0	0	0	47					
4	"Число избирательных бюллетеней, выданных в день голосования"	5885	170	1078	1266	123	412	431	198	337	111	115	116	347	195	774	212					
5	"Число избирательных бюллетеней, выданных вне помещения"	671	5	51	101	19	45	89	42	31	7	5	33	38	28	157	20					
6	Число погашенных избирательных бюллетеней	1685	17	578	431	7	77	112	33	30	4	8	4	47	48	260	29					
7	Число избирательных бюллетеней в переносных ящиках	736	5	51	101	19	45	89	42	31	7	23	33	38	28	157	67					
8	Число бюллетеней в стационарных ящиках для голосования	5877	170	1077	1259	123	412	431	198	337	111	115	116	347	195	774	212					
9	Число недействительных избирательных бюллетеней	74	1	24	15	1	6	5	1	1	1	0	1	4	1	13	0					
10	Число действительных избирательных бюллетеней	6539	174	1104	1345	141	451	515	239	367	117	138	148	381	222	918	279					
11	Число полученных открепительных  удостоверений	330	10	30	30	10	20	30	20	20	20	20	20	15	35	30	20					
12	Число выданных открепительных удостоверений	144	2	14	19	0	9	11	10	15	2	0	3	11	31	10	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	0	17	20	3	1	4	1	0	0	1	2	3	6	5	3					
14	Число неиспользованных открепительных удостоверений	186	8	16	11	10	11	19	10	5	18	20	17	4	4	20	13					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	117	6	29	28	6	8	3	0	6	1	0	1	4	6	16	3					
		1.77%	3.43%	2.57%	2.06%	4.23%	1.75%	0.58%	0.00%	1.63%	0.85%	0.00%	0.67%	1.04%	2.69%	1.72%	1.08%					
19	. Малышкин Олег Александрович	198	11	24	46	5	14	14	5	11	2	5	5	12	5	23	16					
		2.99%	6.29%	2.13%	3.38%	3.52%	3.06%	2.69%	2.08%	2.99%	1.69%	3.62%	3.36%	3.12%	2.24%	2.47%	5.73%					
20	. Миронов Сергей Михайлович	49	3	8	10	0	2	2	4	3	4	0	2	4	2	4	1					
		0.74%	1.71%	0.71%	0.74%	0.00%	0.44%	0.38%	1.67%	0.82%	3.39%	0.00%	1.34%	1.04%	0.90%	0.43%	0.36%					
21	. Путин Владимир Владимирович	4623	117	814	997	97	292	336	189	265	96	112	85	268	138	622	195					
		69.91%	66.86%	72.16%	73.31%	68.31%	63.89%	64.62%	78.75%	72.01%	81.36%	81.16%	57.05%	69.61%	61.88%	66.81%	69.89%					
22	. Хакамада Ирина Муцуовна	196	10	43	43	10	15	8	6	7	0	0	4	14	4	19	13					
		2.96%	5.71%	3.81%	3.16%	7.04%	3.28%	1.54%	2.50%	1.90%	0.00%	0.00%	2.68%	3.64%	1.79%	2.04%	4.66%					
23	. Харитонов Николай Михайлович	1160	24	140	180	23	110	132	30	65	12	20	43	72	61	207	41					
		17.54%	13.71%	12.41%	13.24%	16.20%	24.07%	25.38%	12.50%	17.66%	10.17%	14.49%	28.86%	18.70%	27.35%	22.23%	14.70%					
																						
24	Против всех	196	3	46	41	0	10	20	5	10	2	1	8	7	6	27	10					
		2.96%	1.71%	4.08%	3.01%	0.00%	2.19%	3.85%	2.08%	2.72%	1.69%	0.72%	5.37%	1.82%	2.69%	2.90%	3.58%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
