Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Локтевская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084					
1	"Число избирателей, внесенных в список"	25506	2354	2570	1267	1330	1202	1959	398	1474	758	894	566	732	1721	183	516	506	806	787	562	1049	737	833	610	640	1052					
2	Число полученных избирательных бюллетеней	25230	2300	2500	1240	1310	1140	1870	380	1410	960	880	570	730	1710	190	510	500	790	780	550	1040	740	830	620	630	1050					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15599	1264	1359	707	691	583	1002	281	781	654	609	446	498	918	150	337	379	572	561	350	707	530	629	344	500	747					
5	"Число избирательных бюллетеней, выданных вне помещения"	1406	63	96	41	76	55	69	34	70	104	46	25	0	198	6	4	30	56	60	49	67	19	24	130	40	44					
6	Число погашенных избирательных бюллетеней	8225	973	1045	492	543	502	799	65	559	202	225	99	232	594	34	169	91	162	159	151	266	191	177	146	90	259					
7	Число избирательных бюллетеней в переносных ящиках	1406	63	96	41	76	55	69	34	70	104	46	25	0	198	6	4	30	56	60	49	67	19	24	130	40	44					
8	Число бюллетеней в стационарных ящиках для голосования	15592	1264	1359	707	691	583	997	281	781	654	608	446	498	918	150	337	379	572	561	350	707	530	629	344	500	746					
9	Число недействительных избирательных бюллетеней	165	9	14	6	12	8	12	5	0	7	9	1	4	10	0	2	4	16	7	4	2	4	5	8	10	6					
10	Число действительных избирательных бюллетеней	16833	1318	1441	742	755	630	1054	310	851	751	645	470	494	1106	156	339	405	612	614	395	772	545	648	466	530	784					
11	Число полученных открепительных  удостоверений	260	15	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	66	2	11	1	5	0	9	0	1	1	2	1	1	2	1	2	0	9	4	0	1	3	2	3	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	2	5	1	4	0	3	2	1	0	1	0	1	0	0	1	2	2	2	2	2	0	1	1	2	2					
14	Число неиспользованных открепительных удостоверений	194	13	4	9	5	10	1	10	9	9	8	9	9	8	9	8	10	1	6	10	9	7	8	7	9	6					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	597	64	75	32	34	19	52	13	22	18	18	14	21	41	2	8	12	21	15	3	23	10	20	7	20	33					
		3.51%	4.82%	5.15%	4.28%	4.43%	2.98%	4.88%	4.13%	2.59%	2.37%	2.75%	2.97%	4.22%	3.67%	1.28%	2.35%	2.93%	3.34%	2.42%	0.75%	2.97%	1.82%	3.06%	1.48%	3.70%	4.18%					
19	. Малышкин Олег Александрович	688	52	43	20	31	32	45	18	13	40	32	19	15	41	14	13	19	23	27	13	23	40	37	27	31	20					
		4.05%	3.92%	2.96%	2.67%	4.04%	5.02%	4.22%	5.71%	1.53%	5.28%	4.89%	4.03%	3.01%	3.67%	8.97%	3.81%	4.65%	3.66%	4.35%	3.26%	2.97%	7.29%	5.67%	5.70%	5.74%	2.53%					
20	. Миронов Сергей Михайлович	103	13	8	6	6	1	10	1	5	2	9	2	2	8	1	3	1	3	1	2	0	8	4	2	3	2					
		0.61%	0.98%	0.55%	0.80%	0.78%	0.16%	0.94%	0.32%	0.59%	0.26%	1.38%	0.42%	0.40%	0.72%	0.64%	0.88%	0.24%	0.48%	0.16%	0.50%	0.00%	1.46%	0.61%	0.42%	0.56%	0.25%					
21	. Путин Владимир Владимирович	11537	878	992	522	542	436	690	217	583	506	430	372	335	828	105	255	275	451	431	300	616	272	366	277	338	520					
		67.87%	66.16%	68.18%	69.79%	70.66%	68.34%	64.73%	68.89%	68.51%	66.75%	65.75%	78.98%	67.27%	74.19%	67.31%	74.78%	67.24%	71.82%	69.40%	75.19%	79.59%	49.54%	56.05%	58.44%	62.59%	65.82%					
22	. Хакамада Ирина Муцуовна	259	29	25	5	8	9	25	7	28	17	7	3	3	13	1	7	8	3	9	2	5	12	11	6	14	2					
		1.52%	2.19%	1.72%	0.67%	1.04%	1.41%	2.35%	2.22%	3.29%	2.24%	1.07%	0.64%	0.60%	1.16%	0.64%	2.05%	1.96%	0.48%	1.45%	0.50%	0.65%	2.19%	1.68%	1.27%	2.59%	0.25%					
23	. Харитонов Николай Михайлович	3360	250	267	139	118	120	204	47	184	151	135	56	110	160	29	50	87	105	122	71	99	193	205	140	121	197					
		19.77%	18.84%	18.35%	18.58%	15.38%	18.81%	19.14%	14.92%	21.62%	19.92%	20.64%	11.89%	22.09%	14.34%	18.59%	14.66%	21.27%	16.72%	19.65%	17.79%	12.79%	35.15%	31.39%	29.54%	22.41%	24.94%					
																																
24	Против всех	289	32	31	18	16	13	28	7	16	17	14	4	8	15	4	3	3	6	9	4	6	10	5	7	3	10					
		1.70%	2.41%	2.13%	2.41%	2.09%	2.04%	2.63%	2.22%	1.88%	2.24%	2.14%	0.85%	1.61%	1.34%	2.56%	0.88%	0.73%	0.96%	1.45%	1.00%	0.78%	1.82%	0.77%	1.48%	0.56%	1.27%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
