Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Нижнеомская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751					
1	"Число избирателей, внесенных в список"	14422	1339	992	1148	749	113	88	194	132	685	156	476	119	109	443	81	117	95	151	75	792	96	75	101	500	122	108	67	139	486	120	219	690	137	148	126	203	195	85	41	544	113	86	154	128	110	752	506	87	78	152					
2	Число полученных избирательных бюллетеней	13579	1192	905	1023	691	116	93	191	144	635	160	438	120	112	414	83	118	104	157	77	721	102	75	102	470	133	107	69	139	445	122	200	626	140	144	130	200	197	89	42	491	115	89	157	130	111	675	462	88	79	156					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10850	815	577	673	430	107	83	171	109	602	119	400	114	100	343	81	105	84	149	70	599	91	71	81	335	90	102	65	131	403	116	192	539	104	101	116	150	172	80	34	377	95	72	103	93	98	559	457	85	70	137					
5	"Число избирательных бюллетеней, выданных вне помещения"	583	65	42	9	50	1	0	4	8	15	14	24	0	7	50	0	7	5	0	0	31	0	0	0	39	8	0	0	0	8	0	5	6	9	13	0	22	8	0	0	50	5	7	14	9	0	48	0	0	0	0					
6	Число погашенных избирательных бюллетеней	2146	312	286	341	211	8	10	16	27	18	27	14	6	5	21	2	6	15	8	7	91	11	4	21	96	35	5	4	8	34	6	3	81	27	30	14	28	17	9	8	64	15	10	40	28	13	68	5	3	9	19					
7	Число избирательных бюллетеней в переносных ящиках	583	65	42	9	50	1	0	4	8	15	14	24	0	7	50	0	7	5	0	0	31	0	0	0	39	8	0	0	0	8	0	5	6	9	13	0	22	8	0	0	50	5	7	14	9	0	48	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10850	815	577	673	430	107	83	171	109	602	119	400	114	100	343	81	105	84	149	70	599	91	71	81	335	90	102	65	131	403	116	192	539	104	101	116	150	172	80	34	377	95	72	103	93	98	559	457	85	70	137					
9	Число недействительных избирательных бюллетеней	81	15	9	0	4	0	0	0	0	11	2	2	2	0	0	2	0	1	0	0	6	0	0	0	2	0	0	0	1	4	0	0	6	1	0	0	0	0	0	0	2	0	0	0	1	0	8	2	0	0	0					
10	Число действительных избирательных бюллетеней	11352	865	610	682	476	108	83	175	117	606	131	422	112	107	393	79	112	88	149	70	624	91	71	81	372	98	102	65	130	407	116	197	539	112	114	116	172	180	80	34	425	100	79	117	101	98	599	455	85	70	137					
11	Число полученных открепительных  удостоверений	532	50	40	40	40	6	6	6	6	25	6	10	6	6	20	6	6	9	6	6	15	6	6	6	20	9	6	6	6	10	6	6	10	6	6	6	6	6	6	6	10	6	6	6	6	6	10	10	6	6	6					
12	Число выданных открепительных удостоверений	209	26	11	15	14	3	3	0	5	15	0	10	0	2	15	4	0	8	3	0	10	0	0	0	14	9	0	0	0	6	0	1	4	2	0	0	4	0	0	0	7	0	4	4	0	1	7	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	15	5	4	3	2	0	3	1	2	0	2	0	1	3	3	1	0	1	0	1	1	1	0	1	1	4	0	1	0	1	1	3	0	2	1	1	2	1	1	5	1	1	3	0	0	6	1	1	0	1					
14	Число неиспользованных открепительных удостоверений	323	24	29	25	26	3	3	6	1	10	6	0	6	4	5	2	6	1	3	6	5	6	6	6	6	0	6	6	6	4	6	5	6	4	6	6	2	6	6	6	3	6	2	2	6	5	3	9	6	6	5					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	201	14	12	10	11	2	0	2	2	15	3	10	0	0	5	1	0	0	2	0	18	1	0	0	9	1	0	0	3	9	0	1	14	2	2	0	8	2	0	0	7	0	0	0	2	0	12	13	2	3	3					
		1.76%	1.59%	1.94%	1.47%	2.29%	1.85%	0.00%	1.14%	1.71%	2.43%	2.26%	2.36%	0.00%	0.00%	1.27%	1.23%	0.00%	0.00%	1.34%	0.00%	2.86%	1.10%	0.00%	0.00%	2.41%	1.02%	0.00%	0.00%	2.29%	2.19%	0.00%	0.51%	2.57%	1.77%	1.75%	0.00%	4.65%	1.11%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	1.96%	0.00%	1.98%	2.84%	2.35%	4.29%	2.19%					
19	. Малышкин Олег Александрович	520	31	26	40	19	17	12	17	4	35	13	41	13	5	21	8	5	3	4	3	7	5	0	2	12	5	11	0	3	13	1	5	21	5	3	1	8	15	4	0	12	2	1	15	8	3	18	13	6	4	0					
		4.55%	3.52%	4.20%	5.87%	3.96%	15.74%	14.46%	9.71%	3.42%	5.67%	9.77%	9.67%	11.40%	4.67%	5.34%	9.88%	4.46%	3.37%	2.68%	4.29%	1.11%	5.49%	0.00%	2.47%	3.21%	5.10%	10.78%	0.00%	2.29%	3.16%	0.86%	2.54%	3.85%	4.42%	2.63%	0.86%	4.65%	8.33%	5.00%	0.00%	2.81%	2.00%	1.27%	12.82%	7.84%	3.06%	2.97%	2.84%	7.06%	5.71%	0.00%					
20	. Миронов Сергей Михайлович	70	4	1	2	5	1	2	2	0	3	1	3	0	0	1	2	0	0	1	1	3	2	0	0	3	0	2	0	0	4	0	3	2	1	1	0	2	0	0	0	2	3	0	0	1	0	11	1	0	0	0					
