Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Осинниковская городская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849					
1	"Число избирателей, внесенных в список"	47960	2859	2619	2554	2422	2595	2483	2357	1154	1293	534	1529	892	1390	2140	1322	1054	1780	1096	1406	603	1338	852	353	1392	2212	777	1773	2604	2577					
2	Число полученных избирательных бюллетеней	45200	2600	2600	2500	2300	2600	2500	2300	1050	1200	500	1500	800	1300	2000	1300	1000	1400	850	1300	550	1300	650	300	1300	2200	700	1700	2500	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	33361	1826	1814	2156	1822	1750	1717	1728	968	947	328	997	566	1000	1437	1030	651	1001	592	904	436	853	526	255	963	1708	563	1235	1841	1747					
5	"Число избирательных бюллетеней, выданных вне помещения"	4017	87	54	31	90	119	69	116	75	80	97	91	200	148	383	112	202	169	217	185	47	178	114	44	265	191	81	182	111	279					
6	Число погашенных избирательных бюллетеней	7822	687	732	313	388	731	714	456	7	173	75	412	34	152	180	158	147	230	41	211	67	269	10	1	72	301	56	283	548	374					
7	Число избирательных бюллетеней в переносных ящиках	4017	87	54	31	90	119	69	116	75	80	97	91	200	148	383	112	202	169	217	185	47	178	114	44	265	191	81	182	111	279					
8	Число бюллетеней в стационарных ящиках для голосования	33361	1826	1814	2156	1822	1750	1717	1728	968	947	328	997	566	1000	1437	1030	651	1001	592	904	436	853	526	255	963	1708	563	1235	1841	1747					
9	Число недействительных избирательных бюллетеней	410	15	12	12	12	28	20	16	29	15	6	19	6	12	15	10	3	11	11	12	2	7	5	5	11	22	26	13	31	24					
10	Число действительных избирательных бюллетеней	36968	1898	1856	2175	1900	1841	1766	1828	1014	1012	419	1069	760	1136	1805	1132	850	1159	798	1077	481	1024	635	294	1217	1877	618	1404	1921	2002					
11	Число полученных открепительных  удостоверений	999	48	48	47	47	47	46	48	24	28	20	32	24	30	45	28	24	32	24	32	20	40	24	20	28	40	24	36	48	45					
12	Число выданных открепительных удостоверений	764	48	33	47	41	47	32	33	24	12	12	15	8	18	39	22	17	32	18	31	20	26	10	10	17	28	24	11	46	43					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	437	23	15	16	31	13	29	6	9	18	16	14	20	10	9	17	2	15	25	13	12	14	20	10	6	5	26	6	16	21					
14	Число неиспользованных открепительных удостоверений	235	0	15	0	6	0	14	15	0	16	8	17	16	12	6	6	7	0	6	1	0	14	14	10	11	12	0	25	2	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	1907	101	105	74	88	135	130	134	51	66	24	60	43	51	66	53	34	45	23	52	14	55	21	18	42	95	25	47	159	96					
		5.10%	5.28%	5.62%	3.38%	4.60%	7.22%	7.28%	7.27%	4.89%	6.43%	5.65%	5.51%	5.61%	4.44%	3.63%	4.64%	3.99%	3.85%	2.84%	4.78%	2.90%	5.33%	3.28%	6.02%	3.42%	5.00%	3.88%	3.32%	8.15%	4.74%					
19	. Малышкин Олег Александрович	1483	76	80	41	58	68	67	88	31	38	11	36	30	42	101	52	39	49	35	51	23	44	37	11	28	72	24	80	91	80					
		3.97%	3.97%	4.28%	1.87%	3.03%	3.64%	3.75%	4.77%	2.97%	3.70%	2.59%	3.31%	3.92%	3.66%	5.55%	4.55%	4.57%	4.19%	4.33%	4.68%	4.76%	4.27%	5.78%	3.68%	2.28%	3.79%	3.73%	5.65%	4.66%	3.95%					
20	. Миронов Сергей Михайлович	392	22	15	12	11	14	20	29	12	20	11	9	11	8	17	9	8	11	9	9	7	10	7	5	15	16	7	12	30	26					
		1.05%	1.15%	0.80%	0.55%	0.58%	0.75%	1.12%	1.57%	1.15%	1.95%	2.59%	0.83%	1.44%	0.70%	0.93%	0.79%	0.94%	0.94%	1.11%	0.83%	1.45%	0.97%	1.09%	1.67%	1.22%	0.84%	1.09%	0.85%	1.54%	1.28%					
21	. Путин Владимир Владимирович	25818	1261	1261	1825	1439	1255	1115	1094	675	668	290	749	508	844	1308	721	634	833	577	782	338	706	461	221	965	1275	466	978	1179	1390					
		69.07%	65.92%	67.51%	83.45%	75.26%	67.15%	62.43%	59.33%	64.72%	65.04%	68.24%	68.84%	66.32%	73.52%	71.87%	63.13%	74.33%	71.20%	71.32%	71.81%	69.98%	68.48%	72.03%	73.91%	78.58%	67.14%	72.36%	69.02%	60.40%	68.61%					
22	. Хакамада Ирина Муцуовна	1192	96	75	55	74	73	76	65	26	30	14	28	33	35	45	40	20	25	25	26	20	23	12	8	17	44	20	36	84	67					
		3.19%	5.02%	4.01%	2.51%	3.87%	3.91%	4.26%	3.52%	2.49%	2.92%	3.29%	2.57%	4.31%	3.05%	2.47%	3.50%	2.34%	2.14%	3.09%	2.39%	4.14%	2.23%	1.88%	2.68%	1.38%	2.32%	3.11%	2.54%	4.30%	3.31%					
23	. Харитонов Николай Михайлович	4408	209	219	133	193	177	260	318	159	134	55	122	95	100	203	202	76	117	95	104	67	137	79	22	128	273	48	191	239	253					
		11.79%	10.93%	11.72%	6.08%	10.09%	9.47%	14.56%	17.25%	15.24%	13.05%	12.94%	11.21%	12.40%	8.71%	11.15%	17.69%	8.91%	10.00%	11.74%	9.55%	13.87%	13.29%	12.34%	7.36%	10.42%	14.38%	7.45%	13.48%	12.24%	12.49%					
																																				
24	Против всех	1768	133	101	35	37	119	98	100	60	56	14	65	40	56	65	55	39	79	34	53	12	49	18	9	22	102	28	60	139	90					
		4.73%	6.95%	5.41%	1.60%	1.94%	6.37%	5.49%	5.42%	5.75%	5.45%	3.29%	5.97%	5.22%	4.88%	3.57%	4.82%	4.57%	6.75%	4.20%	4.87%	2.48%	4.75%	2.81%	3.01%	1.79%	5.37%	4.35%	4.23%	7.12%	4.44%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
