Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Алексеевский район																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №3257					
1	"Число избирателей, внесенных в список избирателей"	43009	2511	2265	1753	1727	1719	2350	3148	2514	2094	1794	2929	1899	2209	1858	1758	1633	1719	3124	1847	1540	618					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33900	2300	1700	1400	1500	1300	1700	2300	2100	1700	1400	2300	1500	1800	1300	1400	1300	1300	2200	1400	1300	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23828	1355	1082	924	900	876	1167	2190	1253	1085	875	1437	1101	1419	1016	893	824	843	1978	1190	802	618					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	853	45	46	26	22	40	36	62	36	37	38	120	40	50	27	47	25	37	62	27	30	0					
6	Число погашенных избирательных бюллетеней	9219	900	572	450	578	384	497	48	811	578	487	743	359	331	257	460	451	420	160	183	468	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	852	45	46	26	22	40	36	62	36	37	37	120	40	50	27	47	25	37	62	27	30	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23658	1350	1080	924	893	873	1164	2190	1252	1063	873	1425	1052	1408	1016	874	824	837	1970	1173	799	618					
9	Число недействительных избирательных бюллетеней	492	14	21	24	20	19	23	47	18	21	8	29	25	28	26	20	22	15	29	56	20	7					
10	Число действительных избирательных бюллетеней	24018	1381	1105	926	895	894	1177	2205	1270	1079	902	1516	1067	1430	1017	901	827	859	2003	1144	809	611					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1150	90	60	50	50	70	70	60	70	70	50	60	50	50	50	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	893	66	48	42	34	56	56	56	62	59	27	56	40	32	30	45	27	42	45	37	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1156	54	21	19	20	25	41	150	37	40	65	68	54	47	168	62	32	47	40	66	27	73					
14	Число погашенных неиспользованных открепительных удостоверений	257	24	12	8	16	14	14	4	8	11	23	4	10	18	20	5	23	8	5	13	17	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	1	4	7	4	6	5	7	8	11	13	1	0	5	1	0	3	1	3	0	17	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
