Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Алексеевский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №3163					
1	"Число избирателей, внесенных в списки избирателей"	44835	2543	1845	1864	1824	1835	2676	2599	2733	2013	1752	2128	1497	1919	2317	1799	1880	1733	1890	1421	2166	2144	1626	631					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35100	2000	1500	1500	1500	1500	2000	2000	2000	1500	1500	1600	1100	1500	1800	1400	1500	1300	1500	1300	1600	1600	1300	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23205	1362	950	985	943	932	1337	1345	1370	958	863	1079	729	1030	1310	906	941	901	977	723	1286	1037	864	377					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	874	36	21	30	23	38	45	53	46	46	36	51	32	28	35	43	58	35	23	9	32	39	31	84					
6	Число погашенных избирательных бюллетеней	11021	602	529	485	534	530	618	602	584	496	601	470	339	442	455	451	501	364	500	568	282	524	405	139					
7	Число избирательных бюллетеней в переносных ящиках для голосования	874	36	21	30	23	38	45	53	46	46	36	51	32	28	35	43	58	35	23	9	32	39	31	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23090	1360	945	982	939	931	1331	1332	1361	951	863	1078	725	1026	1307	906	935	896	950	719	1285	1028	863	377					
9	Число недействительных избирательных бюллетеней	481	9	49	14	21	15	26	23	26	25	13	25	18	25	23	21	16	16	27	25	22	20	11	11					
10	Число действительных избирательных бюллетеней	23483	1387	917	998	941	954	1350	1362	1381	972	886	1104	739	1029	1319	928	977	915	946	703	1295	1047	883	450					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1106	55	20	35	25	45	40	50	40	50	25	40	25	40	40	25	30	35	45	266	50	90	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	884	43	18	29	23	40	38	35	35	20	23	31	24	33	31	20	24	28	30	231	38	58	32	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	905	54	21	20	14	20	17	64	21	36	13	60	18	60	31	50	39	61	45	143	32	41	19	26					
14	Число погашенных неиспользованных открепительных удостоверений	222	12	2	6	2	5	2	15	5	30	2	9	1	7	9	5	6	7	15	35	12	32	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	359	0	3	1	3	1	1	2	0	2	1	1	1	1	4	1	4	1	3	323	0	3	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	711	51	34	34	34	26	38	45	35	32	30	29	27	28	23	21	24	28	39	21	32	35	27	18					
		2.97%	3.65%	3.52%	3.36%	3.53%	2.68%	2.76%	3.25%	2.49%	3.21%	3.34%	2.57%	3.57%	2.66%	1.71%	2.21%	2.42%	3.01%	4.01%	2.88%	2.43%	3.28%	3.02%	3.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	801	53	41	32	36	38	42	40	42	27	28	36	22	49	46	29	29	27	28	18	63	46	26	3					
		3.34%	3.80%	4.24%	3.16%	3.74%	3.92%	3.05%	2.89%	2.99%	2.71%	3.11%	3.19%	2.91%	4.65%	3.43%	3.06%	2.92%	2.90%	2.88%	2.47%	4.78%	4.31%	2.91%	0.65%					
20	3.Политическая партия «Демократическая партия России»	47	1	0	2	0	3	2	3	5	4	1	3	1	0	5	2	1	0	2	2	7	1	1	1					
		0.20%	0.07%	0.00%	0.20%	0.00%	0.31%	0.15%	0.22%	0.36%	0.40%	0.11%	0.27%	0.13%	0.00%	0.37%	0.21%	0.10%	0.00%	0.21%	0.27%	0.53%	0.09%	0.11%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3967	220	139	137	177	191	245	245	268	165	159	179	121	200	192	170	214	137	176	80	228	158	118	48					
		16.55%	15.76%	14.39%	13.54%	18.40%	19.71%	17.81%	17.69%	19.05%	16.55%	17.69%	15.85%	15.98%	18.98%	14.31%	17.91%	21.55%	14.72%	18.09%	10.99%	17.31%	14.81%	13.20%	10.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1101	95	26	49	57	35	56	78	58	42	31	96	29	60	87	41	28	43	40	34	58	32	19	7					
		4.59%	6.81%	2.69%	4.84%	5.93%	3.61%	4.07%	5.63%	4.12%	4.21%	3.45%	8.50%	3.83%	5.69%	6.48%	4.32%	2.82%	4.62%	4.11%	4.67%	4.40%	2.99%	2.13%	1.52%					
23	6.Политическая партия «Партия социальной справедливости»	138	6	8	10	7	5	3	12	6	5	3	7	6	5	10	8	3	4	1	6	9	8	4	2					
		0.58%	0.43%	0.83%	0.99%	0.73%	0.52%	0.22%	0.87%	0.43%	0.50%	0.33%	0.62%	0.79%	0.47%	0.75%	0.84%	0.30%	0.43%	0.10%	0.82%	0.68%	0.75%	0.45%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	1423	68	66	74	57	80	71	72	79	51	49	50	31	52	75	50	43	55	62	65	97	76	64	36					
		5.94%	4.87%	6.83%	7.31%	5.93%	8.26%	5.16%	5.20%	5.61%	5.12%	5.45%	4.43%	4.10%	4.93%	5.59%	5.27%	4.33%	5.91%	6.37%	8.93%	7.37%	7.12%	7.16%	7.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1884	134	69	83	82	68	101	122	108	81	59	83	71	77	116	66	65	77	86	38	95	76	82	45					
		7.86%	9.60%	7.14%	8.20%	8.52%	7.02%	7.34%	8.81%	7.68%	8.12%	6.56%	7.35%	9.38%	7.31%	8.64%	6.95%	6.55%	8.27%	8.84%	5.22%	7.21%	7.12%	9.17%	9.76%					
