Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Сосновоборская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063					
1	"Число избирателей, внесенных в список избирателей"	14557	116	77	391	60	97	227	250	1651	1638	88	265	113	292	67	300	360	168	435	93	81	203	158	989	1062	1287	1106	1175	336	160	619	74	187	364	68					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13529	122	77	350	60	98	233	250	1500	1500	90	260	110	300	79	300	370	170	440	94	81	200	160	900	900	1100	1000	1000	300	155	630	73	190	370	67					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10552	80	74	291	44	71	187	207	1308	1256	57	183	100	241	61	247	251	123	382	85	77	158	120	594	796	882	733	750	248	106	337	39	141	269	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	987	15	0	40	8	17	14	12	58	59	26	44	4	25	6	14	14	19	31	0	0	18	19	61	55	110	51	74	26	23	64	23	14	37	6					
6	Число погашенных избирательных бюллетеней	1990	27	3	19	8	10	32	31	134	185	7	33	6	34	12	39	105	28	27	9	4	24	21	245	49	108	216	176	26	26	229	11	35	64	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	987	15	0	40	8	17	14	12	58	59	26	44	4	25	6	14	14	19	31	0	0	18	19	61	55	110	51	74	26	23	64	23	14	37	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10551	80	74	291	44	71	187	207	1308	1256	57	183	100	241	61	247	251	123	382	85	77	158	120	594	796	882	732	750	248	106	337	39	141	269	54					
9	Число недействительных избирательных бюллетеней	101	2	0	2	0	0	9	0	6	8	2	0	7	10	0	23	0	1	0	0	0	1	0	9	5	0	6	0	2	1	7	0	0	0	0					
10	Число действительных избирательных бюллетеней	11437	93	74	329	52	88	192	219	1360	1307	81	227	97	256	67	238	265	141	413	85	77	175	139	646	846	992	777	824	272	128	394	62	155	306	60					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	161	5	0	6	0	0	5	2	10	10	0	0	0	0	0	0	5	5	5	0	0	2	3	15	10	20	20	15	5	0	8	5	0	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	114	4	0	4	0	0	1	2	4	5	0	0	0	0	0	0	5	3	5	0	0	2	1	13	6	16	16	13	5	0	7	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	2	0	0	0	0	0	1	2	0	0	0	1	3	0	0	1	1	2	0	0	2	2	2	2	3	2	7	1	0	2	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	47	1	0	2	0	0	4	0	6	5	0	0	0	0	0	0	0	2	0	0	0	0	2	2	4	4	4	2	0	0	1	3	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	587	7	1	19	1	3	13	7	65	89	3	11	4	7	0	14	16	7	8	0	1	7	8	52	23	20	90	52	23	2	24	1	2	7	0					
		5.09%	7.37%	1.35%	5.74%	1.92%	3.41%	6.47%	3.20%	4.76%	6.77%	3.61%	4.85%	3.85%	2.63%	0.00%	5.36%	6.04%	4.93%	1.94%	0.00%	1.30%	3.98%	5.76%	7.94%	2.70%	2.02%	11.49%	6.31%	8.39%	1.55%	5.99%	1.61%	1.29%	2.29%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	671	3	4	25	0	0	13	13	40	49	1	13	7	5	6	16	27	10	9	2	2	3	8	74	66	72	72	49	29	4	35	4	3	7	0					
		5.82%	3.16%	5.41%	7.55%	0.00%	0.00%	6.47%	5.94%	2.93%	3.73%	1.20%	5.73%	6.73%	1.88%	8.96%	6.13%	10.19%	7.04%	2.18%	2.35%	2.60%	1.70%	5.76%	11.30%	7.76%	7.26%	9.20%	5.95%	10.58%	3.10%	8.73%	6.45%	1.94%	2.29%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	0	0	4	0	0	1	0	9	3	1	0	0	1	0	1	18	4	0	0	0	2	0	5	0	0	7	8	0	2	1	0	0	3	0					
		0.61%	0.00%	0.00%	1.21%	0.00%	0.00%	0.50%	0.00%	0.66%	0.23%	1.20%	0.00%	0.00%	0.38%	0.00%	0.38%	6.79%	2.82%	0.00%	0.00%	0.00%	1.14%	0.00%	0.76%	0.00%	0.00%	0.89%	0.97%	0.00%	1.55%	0.25%	0.00%	0.00%	0.98%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1568	15	10	73	9	7	39	16	75	130	10	63	12	15	6	19	33	24	64	11	4	16	17	118	122	124	161	121	84	7	73	13	18	55	4					
		13.59%	15.79%	13.51%	22.05%	17.31%	7.95%	19.40%	7.31%	5.49%	9.89%	12.05%	27.75%	11.54%	5.64%	8.96%	7.28%	12.45%	16.90%	15.50%	12.94%	5.19%	9.09%	12.23%	18.02%	14.34%	12.50%	20.56%	14.68%	30.66%	5.43%	18.20%	20.97%	11.61%	17.97%	6.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	1	0	4	0	2	1	0	7	4	0	0	1	0	0	1	1	2	0	0	0	0	1	6	0	8	7	14	2	2	2	1	0	1	0					
		0.59%	1.05%	0.00%	1.21%	0.00%	2.27%	0.50%	0.00%	0.51%	0.30%	0.00%	0.00%	0.96%	0.00%	0.00%	0.38%	0.38%	1.41%	0.00%	0.00%	0.00%	0.00%	0.72%	0.92%	0.00%	0.81%	0.89%	1.70%	0.73%	1.55%	0.50%	1.61%	0.00%	0.33%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8460	67	59	203	42	76	125	183	1162	1028	66	140	73	228	55	186	170	93	332	72	70	147	105	390	635	768	440	577	134	111	259	43	132	233	56					
		73.32%	70.53%	79.73%	61.33%	80.77%	86.36%	62.19%	83.56%	85.07%	78.17%	79.52%	61.67%	70.19%	85.71%	82.09%	71.26%	64.15%	65.49%	80.39%	84.71%	90.91%	83.52%	75.54%	59.54%	74.62%	77.42%	56.19%	70.02%	48.91%	86.05%	64.59%	69.35%	85.16%	76.14%	93.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	13	0	0	1	0	0	0	0	2	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0					
