Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Северо-Байкальская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9484	829	514	1298	475	504	442	191	352	446	382	409	207	782	733	608	805	295	212									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8545	715	425	1175	440	450	410	170	310	400	350	365	185	720	640	585	710	290	205									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	86	0	34	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4530	380	203	528	185	242	296	143	195	316	241	276	125	312	329	186	276	172	125									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	230	34	4	24	17	3	30	12	4	9	21	5	9	10	11	15	8	13	1									
6	Число погашенных избирательных бюллетеней	3699	301	184	575	238	205	84	11	111	75	88	84	51	398	300	384	426	105	79									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	316	34	38	72	17	3	30	16	4	9	21	5	9	10	11	15	8	13	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4530	380	203	528	185	242	296	143	195	316	241	276	125	312	329	186	276	172	125									
9	Число недействительных избирательных бюллетеней	89	8	4	19	2	3	7	6	6	7	4	0	1	5	4	2	3	4	4									
10	Число действительных избирательных бюллетеней	4757	406	237	581	200	242	319	153	193	318	258	281	133	317	336	199	281	181	122									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	21	10	15	10	15	10	30	15	15	30	20	20	20	10	10	10	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	71	4	2	0	6	2	6	12	0	9	8	4	1	7	1	2	3	1	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	5	2	1	3	1	2	2	1	0	3	3	0	0	2	0	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	215	17	8	15	4	13	4	18	15	6	22	16	19	13	9	8	7	9	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	0	4	1	1	1	0	0	2	2	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	34	7	2	4	1	0	1	2	0	2	2	3	0	0	6	1	1	1	1									
		0.70%	1.69%	0.83%	0.67%	0.50%	0.00%	0.31%	1.26%	0.00%	0.62%	0.76%	1.07%	0.00%	0.00%	1.76%	0.50%	0.35%	0.54%	0.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	140	14	3	16	4	8	12	6	5	13	6	13	4	11	10	5	7	3	0									
		2.89%	3.38%	1.24%	2.67%	1.98%	3.27%	3.68%	3.77%	2.51%	4.00%	2.29%	4.63%	2.99%	3.42%	2.94%	2.49%	2.46%	1.62%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	129	8	8	15	6	7	5	5	5	17	4	8	2	11	8	8	4	1	7									
		2.66%	1.93%	3.32%	2.50%	2.97%	2.86%	1.53%	3.14%	2.51%	5.23%	1.53%	2.85%	1.49%	3.42%	2.35%	3.98%	1.41%	0.54%	5.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2025	178	108	228	86	104	160	86	78	130	133	66	73	123	124	71	106	115	56									
		41.79%	42.99%	44.81%	38.00%	42.57%	42.45%	49.08%	54.09%	39.20%	40.00%	50.76%	23.49%	54.48%	38.20%	36.47%	35.32%	37.32%	62.16%	44.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	3	1	6	2	2	0	0	2	2	2	2	0	1	2	2	1	0	0									
		0.58%	0.72%	0.41%	1.00%	0.99%	0.82%	0.00%	0.00%	1.01%	0.62%	0.76%	0.71%	0.00%	0.31%	0.59%	0.99%	0.35%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0									
		0.10%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	1.01%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1276	112	52	152	52	63	46	20	58	69	57	92	31	124	107	69	115	26	31									
		26.33%	27.05%	21.58%	25.33%	25.74%	25.71%	14.11%	12.58%	29.15%	21.23%	21.76%	32.74%	23.13%	38.51%	31.47%	34.33%	40.49%	14.05%	24.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	3	2	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	1									
		0.29%	0.72%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	1.78%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	18	7	20	7	5	2	6	4	6	3	1	1	4	5	2	3	3	0									
		2.00%	4.35%	2.90%	3.33%	3.47%	2.04%	0.61%	3.77%	2.01%	1.85%	1.15%	0.36%	0.75%	1.24%	1.47%	0.99%	1.06%	1.62%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0									
		0.10%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.36%	0.00%	0.00%	0.00%	0.50%	0.00%	0.54%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	3	0	6	3	0	0	0	1	2	1	1	1	1	3	1	1	0	0									
		0.50%	0.72%	0.00%	1.00%	1.49%	0.00%	0.00%	0.00%	0.50%	0.62%	0.38%	0.36%	0.75%	0.31%	0.88%	0.50%	0.35%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	826	49	46	110	33	50	82	25	31	67	41	72	15	39	57	33	29	28	19									
		17.04%	11.84%	19.09%	18.33%	16.34%	20.41%	25.15%	15.72%	15.58%	20.62%	15.65%	25.62%	11.19%	12.11%	16.76%	16.42%	10.21%	15.14%	15.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	3	1	4	0	0	1	0	3	1	0	0	3	1	0	0	0	2	1									
		0.41%	0.72%	0.41%	0.67%	0.00%	0.00%	0.31%	0.00%	1.51%	0.31%	0.00%	0.00%	2.24%	0.31%	0.00%	0.00%	0.00%	1.08%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	8	7	18	6	3	10	3	4	8	6	17	3	2	14	6	12	1	6									
		2.77%	1.93%	2.90%	3.00%	2.97%	1.22%	3.07%	1.89%	2.01%	2.46%	2.29%	6.05%	2.24%	0.62%	4.12%	2.99%	4.23%	0.54%	4.76%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
