Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Район Южное Медведково																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
1	"Число избирателей, внесенных в списки"	47429	2762	2552	2721	2550	2770	2623	2668	2690	2385	1720	2577	1919	2304	2429	2412	2504	2262	2743	2838					
2	"Число бюллетеней, полученных участковыми комиссиями"	43950	2600	2400	2600	2300	2600	2500	2500	2500	2200	1350	2400	1600	2200	2300	2300	2400	2000	2600	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25756	1513	1372	1438	1346	1376	1536	1295	1426	1250	1002	1318	1100	1233	1452	1380	1402	1227	1551	1539					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	675	25	45	26	31	45	51	83	58	28	35	30	33	19	30	28	18	35	37	18					
6	Число погашенных бюллетеней	17517	1062	983	1136	923	1179	913	1122	1016	922	311	1052	467	948	818	892	980	738	1012	1043					
7	Число бюллетеней в переносных ящиках для голосования	675	25	45	26	31	45	51	83	58	28	35	30	33	19	30	28	18	35	37	18					
8	Число бюллетеней в стационарных ящиках для голосования	25625	1513	1372	1438	1346	1373	1505	1294	1426	1222	1002	1311	1100	1233	1451	1380	1402	1201	1517	1539					
9	Число недействительных бюллетеней	311	15	15	14	18	17	6	17	25	15	14	18	21	27	20	15	17	9	21	7					
10	Число действительных бюллетеней	25989	1523	1402	1450	1359	1401	1550	1360	1459	1235	1023	1323	1112	1225	1461	1393	1403	1227	1533	1550					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	950	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	547	31	25	30	22	33	27	30	37	27	24	27	13	38	35	25	32	35	29	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	275	16	16	14	15	10	23	8	24	8	17	9	7	13	10	17	19	10	20	19					
14	Число погашенных открепительных удостоверений	403	19	25	20	28	17	23	20	13	23	26	23	37	12	15	25	18	15	21	23					
15	Число открепительных удостоверений выданных ТИК	8	0	2	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	179	6	13	12	10	9	8	8	13	10	10	10	14	11	7	9	8	5	6	10					
		0.68%	0.39%	0.91%	0.81%	0.72%	0.63%	0.51%	0.58%	0.87%	0.8%	0.96%	0.74%	1.23%	0.87%	0.47%	0.63%	0.56%	0.40%	0.38%	0.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1675	118	80	76	59	52	81	76	103	63	90	69	58	81	104	98	127	116	117	107					
		6.36%	7.67%	5.64%	5.19%	4.28%	3.66%	5.20%	5.51%	6.94%	5.04%	8.67%	5.14%	5.11%	6.46%	7.02%	6.96%	8.94%	9.38%	7.52%	6.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	538	27	29	41	30	16	32	35	35	19	22	34	10	23	39	23	28	37	33	25					
		2.04%	1.75%	2.04%	2.80%	2.17%	1.12%	2.05%	2.54%	2.35%	1.52%	2.12%	2.53%	0.88%	1.83%	2.63%	1.63%	1.97%	2.99%	2.12%	1.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2349	147	92	126	92	126	129	131	143	103	104	98	72	152	144	121	156	130	161	122					
		8.93%	9.55%	6.49%	8.60%	6.68%	8.88%	8.29%	9.51%	9.63%	8.24%	10.02%	7.30%	6.35%	12.14%	9.72%	8.59%	10.98%	10.51%	10.36%	7.83%					
22	"5. ""За Русь Святую"""	114	7	13	6	6	8	9	5	5	5	4	7	2	8	4	8	3	3	6	5					
		0.43%	0.45%	0.91%	0.40%	0.43%	0.56%	0.57%	0.36%	0.33%	0.4%	0.38%	0.52%	0.17%	0.63%	0.27%	0.56%	0.21%	0.24%	0.38%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	1	2	1	2	0	4	3	2	2	3	1	2	5	3	2	2	2	3	3					
		0.16%	0.06%	0.14%	0.06%	0.14%	0.0%	0.25%	0.21%	0.13%	0.16%	0.28%	0.07%	0.17%	0.39%	0.20%	0.14%	0.14%	0.16%	0.19%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	449	21	24	16	34	14	31	33	20	24	14	26	10	13	32	19	19	27	28	44					
		1.70%	1.36%	1.69%	1.09%	2.46%	0.98%	1.99%	2.39%	1.34%	1.92%	1.35%	1.93%	0.88%	1.03%	2.16%	1.34%	1.33%	2.18%	1.80%	2.82%					
25	"8. ""Народно-республиканская партия России"""	20	2	0	1	5	1	0	1	2	2	0	1	1	0	1	1	1	0	1	0					
		0.07%	0.13%	0.0%	0.06%	0.36%	0.07%	0.0%	0.07%	0.13%	0.16%	0.0%	0.07%	0.08%	0.0%	0.06%	0.07%	0.07%	0.0%	0.06%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	162	16	6	11	7	5	6	5	13	10	5	3	10	3	10	10	14	8	8	12					
		0.61%	1.04%	0.42%	0.75%	0.50%	0.35%	0.38%	0.36%	0.87%	0.8%	0.48%	0.22%	0.88%	0.23%	0.67%	0.71%	0.98%	0.64%	0.51%	0.77%					
27	"10. ""Аграрная партия России"""	411	25	24	31	24	25	27	25	18	18	14	18	18	25	19	17	17	16	26	24					
		1.56%	1.62%	1.69%	2.11%	1.74%	1.76%	1.73%	1.81%	1.21%	1.44%	1.35%	1.34%	1.58%	1.99%	1.28%	1.20%	1.19%	1.29%	1.67%	1.54%					
28	"11. ""Истинные патриоты России"""	21	0	0	2	1	0	0	0	2	3	1	2	2	4	1	0	0	0	1	2					
		0.07%	0.0%	0.0%	0.13%	0.07%	0.0%	0.0%	0.0%	0.13%	0.24%	0.09%	0.14%	0.17%	0.31%	0.06%	0.0%	0.0%	0.0%	0.06%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	261	14	17	16	13	11	10	11	12	13	11	19	14	12	12	15	11	14	11	25					
