Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Марпосадская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в список избирателей"	18633	505	1123	801	635	725	1402	1220	518	728	382	186	86	402	347	378	111	147	386	172	453	182	345	77	160	90	952	206	212	683	101	225	478	182	195	129	55	38	94	37	464	117	276	675	180	275	189	625	205	88	391					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18025	523	930	600	520	600	1060	1000	526	610	418	196	98	437	355	398	125	157	411	185	501	205	361	107	178	91	965	211	223	728	115	242	504	177	215	124	71	42	102	37	493	128	287	647	197	285	204	671	218	99	448					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12334	310	693	486	367	398	981	720	315	475	254	125	65	282	254	277	80	102	263	100	339	145	255	41	112	69	662	141	135	434	76	78	201	136	129	108	24	28	65	27	413	106	208	482	136	194	144	420	131	76	272					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1570	38	27	27	18	32	37	50	28	17	48	15	10	37	37	30	11	11	25	31	64	16	36	23	16	5	65	36	57	62	17	99	80	35	30	14	31	9	28	10	30	10	32	27	21	28	23	62	23	4	48					
6	Число погашенных избирательных бюллетеней	4120	175	210	87	135	170	42	230	183	118	116	55	23	118	64	91	34	44	123	54	98	44	70	43	50	17	238	34	31	232	22	65	223	6	56	2	16	5	9	0	50	12	47	138	40	63	37	189	64	19	128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1570	38	27	27	18	32	37	50	28	17	48	15	10	37	37	30	11	11	25	31	64	16	36	23	16	5	65	36	57	62	17	99	80	35	30	14	31	9	28	10	30	10	32	27	21	28	23	62	23	4	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12335	310	693	486	367	398	981	720	315	475	254	126	65	282	254	277	80	102	263	100	339	145	255	41	112	69	662	141	135	434	76	78	201	136	129	108	24	28	65	27	413	106	208	482	136	194	144	420	131	76	272					
9	Число недействительных избирательных бюллетеней	477	13	35	20	16	19	45	18	1	11	5	11	5	13	9	5	6	6	14	1	18	3	18	3	2	2	13	10	10	14	4	6	9	17	2	1	0	0	2	0	12	8	11	7	5	7	6	16	8	3	7					
10	Число действительных избирательных бюллетеней	13428	335	685	493	369	411	973	752	342	481	297	130	70	306	282	302	85	107	274	130	385	158	273	61	126	72	714	167	182	482	89	171	272	154	157	121	55	37	91	37	431	108	229	502	152	215	161	466	146	77	313					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1621	40	65	45	40	60	73	70	43	65	60	25	14	50	20	40	15	15	30	15	53	35	25	30	25	20	55	35	15	48	15	20	30	20	27	20	15	5	15	5	35	13	25	40	27	25	18	55	20	15	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1530	40	62	43	29	59	73	70	43	65	60	24	13	49	20	34	15	15	23	15	49	33	25	30	21	10	54	26	15	48	15	20	30	17	27	10	15	4	7	4	35	13	25	36	27	25	17	55	20	15	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	817	16	29	40	12	33	140	51	33	32	16	11	4	15	13	16	10	10	4	3	34	16	8	3	2	3	35	24	7	16	4	6	7	15	2	6	13	4	7	6	9	6	10	16	14	8	6	13	7	7	15					
14	Число погашенных неиспользованных открепительных удостоверений	91	0	3	2	11	1	0	0	0	0	0	1	1	1	0	6	0	0	7	0	4	2	0	0	4	10	1	9	0	0	0	0	0	3	0	10	0	1	8	1	0	0	0	4	0	0	1	0	0	0	0					
