Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Марпосадская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки избирателей"	18806	461	727	969	930	731	1139	1272	404	341	711	413	222	117	432	361	360	122	137	359	184	446	186	335	103	158	70	972	211	203	670	104	201	406	204	219	145	78	49	93	50	589	278	618	202	299	206	634	190	93	402					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15672	368	584	778	744	592	910	990	322	280	572	330	200	103	358	355	300	109	117	298	150	382	159	287	99	145	66	746	186	183	545	97	174	364	187	193	139	79	49	94	50	549	238	522	179	231	187	514	162	90	316					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12404	316	483	575	553	389	747	763	237	231	493	241	170	65	285	276	262	93	96	262	115	288	139	254	51	121	58	597	115	123	436	78	108	210	162	167	116	30	38	64	50	495	198	483	128	195	149	413	137	81	268					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1754	32	31	16	26	58	47	46	37	29	54	61	22	21	45	40	35	12	18	28	35	70	17	31	25	21	8	57	36	34	77	19	56	139	24	25	15	47	11	26	0	49	40	23	18	28	36	70	15	9	35					
6	Число погашенных избирательных бюллетеней	1514	20	70	187	165	145	116	181	48	20	25	28	8	17	28	39	3	4	3	8	0	24	3	2	23	3	0	92	35	26	32	0	10	15	1	1	8	2	0	4	0	5	0	16	33	8	2	31	10	0	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1754	32	31	16	26	58	47	46	37	29	54	61	22	21	45	40	35	12	18	28	35	70	17	31	25	21	8	57	36	34	77	19	56	139	24	25	15	47	11	26	0	49	40	23	18	28	36	70	15	9	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12404	316	483	575	553	389	747	763	237	231	493	241	170	65	285	276	262	93	96	262	115	288	139	254	51	121	58	597	115	123	436	78	108	210	162	167	116	30	38	64	50	495	198	483	128	195	149	413	137	81	268					
9	Число недействительных избирательных бюллетеней	256	2	7	10	10	5	4	8	6	5	13	4	7	4	3	13	5	3	3	7	1	9	2	4	1	3	0	11	5	1	12	1	2	8	9	9	2	0	0	0	0	6	4	5	8	3	3	15	6	0	7					
10	Число действительных избирательных бюллетеней	13902	346	507	581	569	442	790	801	268	255	534	298	185	82	327	303	292	102	111	283	149	349	154	281	75	139	66	643	146	156	501	96	162	341	177	183	129	77	49	90	50	538	234	501	138	220	182	468	146	90	296					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1669	29	50	40	50	50	45	51	25	30	65	44	30	15	45	23	30	14	20	55	17	53	28	33	20	20	23	54	15	20	64	23	35	46	40	40	20	31	10	22	12	70	30	59	22	16	30	45	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1667	29	50	40	50	50	45	51	25	30	65	44	30	15	45	23	30	14	20	55	15	53	28	33	20	20	23	54	15	20	64	23	35	46	40	40	20	31	10	22	12	70	30	59	22	16	30	45	20	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	545	13	9	6	15	17	42	29	9	13	31	10	6	5	13	16	10	3	4	6	14	18	4	13	6	3	4	31	3	4	8	9	4	2	16	6	12	10	5	6	8	14	6	17	11	9	10	9	7	7	12					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	0	6	3	1	2	3	6	1	1	1	0	1	0	1	4	0	0	0	0	0	12	0	9	1	1	0	1	0	0	0	1	0	1	1	1	0	4	1	3	1	6	3	0	0	0	0	4	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	213	2	5	6	15	9	13	15	2	4	8	6	2	3	5	4	3	2	0	2	1	6	1	2	2	5	0	5	1	1	13	5	2	5	0	4	2	0	1	0	0	6	8	4	8	12	2	5	1	2	3					
		1.50%	0.57%	0.97%	1.02%	2.59%	2.01%	1.64%	1.85%	0.73%	1.54%	1.46%	1.99%	1.04%	3.49%	1.52%	1.27%	1.01%	1.90%	0.00%	0.69%	0.67%	1.68%	0.64%	0.70%	2.63%	3.52%	0.00%	0.76%	0.66%	0.64%	2.53%	5.15%	1.22%	1.43%	0.00%	2.08%	1.53%	0.00%	2.04%	0.00%	0.00%	1.10%	3.36%	0.79%	5.48%	5.38%	1.08%	1.04%	0.66%	2.22%	0.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	2	1	4	3	2	3	1	1	3	3	0	0	1	0	0	0	0	0	0	2	0	0	3	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1					
		0.28%	0.57%	0.19%	0.68%	0.52%	0.45%	0.38%	0.12%	0.36%	1.15%	0.55%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	1.05%	1.32%	0.70%	0.00%	0.15%	0.00%	0.00%	0.19%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.42%	0.20%	0.00%	0.00%	0.00%	0.21%	0.66%	0.00%	0.33%					
20	3.Политическая партия «Демократическая партия России»	34	1	0	0	0	2	12	0	1	0	2	1	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1					
		0.24%	0.29%	0.00%	0.00%	0.00%	0.45%	1.51%	0.00%	0.36%	0.00%	0.37%	0.33%	0.00%	1.16%	0.30%	0.00%	0.34%	0.00%	0.00%	0.69%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.03%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.54%	0.21%	0.00%	0.00%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1726	53	50	88	77	57	113	123	46	25	40	65	38	8	64	24	20	16	4	26	28	27	22	14	7	24	15	113	17	12	50	1	15	37	8	15	3	1	1	8	9	50	18	47	28	40	22	56	33	10	58					
