Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Козьмодемьянская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
1	"Число избирателей, внесенных в списки избирателей"	17179	1076	1552	794	971	1207	1281	870	856	898	957	820	1066	386	609	890	777	1329	592	248					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17350	1100	1500	800	1000	1200	1300	900	900	900	950	850	1050	350	650	950	800	1300	550	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12229	805	1125	561	758	841	931	676	689	661	644	586	780	247	385	585	581	819	381	174					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1242	41	47	48	66	62	47	49	69	102	89	56	76	59	47	127	21	102	60	74					
6	Число погашенных избирательных бюллетеней	3879	254	328	191	176	297	322	175	142	137	217	208	194	44	218	238	198	379	109	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1242	41	47	48	66	62	47	49	69	102	89	56	76	59	47	127	21	102	60	74					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12222	805	1125	560	758	840	927	676	689	660	644	586	780	247	385	585	581	819	381	174					
9	Число недействительных избирательных бюллетеней	143	6	10	8	4	6	16	8	11	10	10	1	10	2	3	4	8	13	7	6					
10	Число действительных избирательных бюллетеней	13321	840	1162	600	820	896	958	717	747	752	723	641	846	304	429	708	594	908	434	242					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	552	30	54	30	30	30	50	30	35	23	30	30	30	20	20	30	30	30	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	409	29	51	12	21	26	45	19	35	21	17	24	25	5	11	14	14	28	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	306	15	24	6	14	14	14	18	8	13	16	6	42	4	2	18	9	3	11	69					
14	Число погашенных неиспользованных открепительных удостоверений	143	1	3	18	9	4	5	11	0	2	13	6	5	15	9	16	16	2	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	2	9	2	3	1	2	5	0	4	5	5	2	0	1	2	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	448	24	39	17	37	38	39	33	27	28	22	17	21	9	9	19	22	27	13	7					
		3.33%	2.84%	3.33%	2.80%	4.49%	4.21%	4.00%	4.55%	3.56%	3.67%	3.00%	2.65%	2.45%	2.94%	2.08%	2.67%	3.65%	2.93%	2.95%	2.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	73	5	6	3	2	4	4	4	6	5	4	2	7	1	2	5	4	6	2	1					
		0.54%	0.59%	0.51%	0.49%	0.24%	0.44%	0.41%	0.55%	0.79%	0.66%	0.55%	0.31%	0.82%	0.33%	0.46%	0.70%	0.66%	0.65%	0.45%	0.40%					
20	3.Политическая партия «Демократическая партия России»	20	1	1	1	5	1	0	2	1	1	0	3	0	0	0	0	1	0	2	1					
		0.15%	0.12%	0.09%	0.16%	0.61%	0.11%	0.00%	0.28%	0.13%	0.13%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.45%	0.40%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1519	87	124	88	91	112	100	124	136	110	76	77	91	18	36	60	37	97	27	28					
		11.28%	10.28%	10.58%	14.47%	11.04%	12.42%	10.27%	17.10%	17.94%	14.44%	10.37%	11.99%	10.63%	5.88%	8.33%	8.43%	6.15%	10.53%	6.12%	11.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	79	5	7	6	7	4	5	3	5	4	3	7	4	1	3	5	1	3	4	2					
		0.59%	0.59%	0.60%	0.99%	0.85%	0.44%	0.51%	0.41%	0.66%	0.52%	0.41%	1.09%	0.47%	0.33%	0.69%	0.70%	0.17%	0.33%	0.91%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	28	1	1	0	4	0	7	2	1	1	1	1	0	2	0	3	1	3	0	0					
		0.21%	0.12%	0.09%	0.00%	0.49%	0.00%	0.72%	0.28%	0.13%	0.13%	0.14%	0.16%	0.00%	0.65%	0.00%	0.42%	0.17%	0.33%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1347	79	127	49	85	86	123	48	92	59	67	49	86	38	53	81	50	103	50	22					
		10.00%	9.34%	10.84%	8.06%	10.32%	9.53%	12.63%	6.62%	12.14%	7.74%	9.14%	7.63%	10.05%	12.42%	12.27%	11.38%	8.31%	11.18%	11.34%	8.87%					
