Выборы Президента Российской Федерации																																																																																
Дата голосования: 04.03.2012																																																																																
																																																																																
Наименование Избирательной комиссии:    Татарская 																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	69																																																																														
																																																																																
		Сумма	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023									
1	Число избирателей, включенных в список избирателей	32427	86	252	56	91	533	37	84	148	553	424	222	304	373	160	244	63	453	137	413	375	65	59	112	669	207	211	63	46	662	113	125	35	903	155	128	378	300	91	108	332	43	409	55	91	560	341	114	346	86	227	109	78	1085	1323	1374	1149	1326	1204	1421	1409	1316	1203	1457	1498	1187	935	1264	483	564									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	33155	90	255	60	95	550	50	90	145	570	440	225	310	375	165	260	65	485	135	430	385	70	60	115	685	205	220	70	55	680	120	130	40	920	160	125	385	310	95	110	340	45	615	55	90	580	370	135	360	90	250	110	75	1100	1350	1375	1155	1345	1210	1435	1430	1340	1135	1455	1510	1190	930	1280	490	575									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18052	54	183	41	71	333	23	65	86	350	244	130	153	219	79	160	49	265	70	223	220	40	38	74	376	116	113	50	32	424	56	103	35	542	79	81	259	186	61	84	227	31	364	39	55	332	253	80	216	62	167	63	47	526	604	781	669	758	640	743	844	705	642	645	671	487	432	572	269	361									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2069	10	8	1	8	41	3	0	22	52	23	14	67	30	20	9	6	19	8	29	29	8	10	0	34	9	9	1	4	51	10	9	0	54	17	19	14	20	2	9	6	0	45	3	4	44	16	7	25	7	14	12	0	42	32	92	98	70	70	60	95	81	101	113	88	76	48	74	32	35									
6	Число погашенных избирательных бюллетеней	13034	26	64	18	16	176	24	25	37	168	173	81	90	126	66	91	10	201	57	178	136	22	12	41	275	80	98	19	19	205	54	18	5	324	64	25	112	104	32	17	107	14	206	13	31	204	101	48	119	21	69	35	28	532	714	502	388	517	500	632	491	554	392	697	751	627	450	634	189	179									
