Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Татарская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945					
1	"Число избирателей, внесенных в список"	13825	575	104	248	87	60	96	540	58	99	132	595	435	254	340	381	165	255	80	435	126	426	448	126	69	132	697	205	204	81	70	700	131	124	55	942	194	162	336	289	113	103	377	72	711	63	627	354	132	349	99	256	113					
2	Число полученных избирательных бюллетеней	14000	575	105	252	89	62	98	536	62	102	135	586	440	262	349	382	169	265	85	452	128	432	455	128	69	135	700	207	208	84	72	690	131	124	56	944	192	162	338	290	115	108	389	76	726	66	643	358	137	360	100	257	114					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10162	343	76	184	67	58	80	340	54	88	113	347	285	177	302	271	131	226	73	325	103	312	335	120	69	126	429	136	131	78	55	465	99	106	50	577	140	126	267	216	86	98	297	66	532	59	486	334	112	235	83	194	100					
5	"Число избирательных бюллетеней, выданных вне помещения"	827	55	12	10	0	0	5	63	0	0	0	85	31	17	11	43	24	0	0	0	0	31	44	0	0	0	50	14	10	0	9	45	8	7	5	67	12	14	22	14	0	0	0	0	47	0	18	0	0	21	3	23	7					
6	Число погашенных избирательных бюллетеней	3011	177	17	58	22	4	13	133	8	14	22	154	124	68	36	68	14	39	12	127	25	89	76	8	0	9	221	57	67	6	8	180	24	11	1	300	40	22	49	60	29	10	92	10	147	7	139	24	25	104	14	40	7					
7	Число избирательных бюллетеней в переносных ящиках	827	55	12	10	0	0	5	63	0	0	0	85	31	17	11	43	24	0	0	0	0	31	44	0	0	0	50	14	10	0	9	45	8	7	5	67	12	14	22	14	0	0	0	0	47	0	18	0	0	21	3	23	7					
8	Число бюллетеней в стационарных ящиках для голосования	10162	343	76	184	67	58	80	340	54	88	113	347	285	177	302	271	131	226	73	325	103	312	335	120	69	126	429	136	131	78	55	465	99	106	50	577	140	126	267	216	86	98	297	66	532	59	486	334	112	235	83	194	100					
9	Число недействительных избирательных бюллетеней	141	5	1	0	0	0	1	3	2	0	1	10	6	3	0	3	2	3	0	5	0	0	12	2	1	1	5	1	2	1	0	10	0	2	0	19	1	2	1	3	1	0	6	1	7	0	3	3	1	6	0	4	1					
10	Число действительных избирательных бюллетеней	10848	393	87	194	67	58	84	400	52	88	112	422	310	191	313	311	153	223	73	320	103	343	367	118	68	125	474	149	139	77	64	500	107	111	55	625	151	138	288	227	85	98	291	65	572	59	501	331	111	250	86	213	106					
11	Число полученных открепительных  удостоверений	670	20	10	15	10	5	10	20	5	10	10	20	15	15	15	15	10	15	5	15	10	15	20	10	10	10	30	15	15	5	5	20	10	10	5	30	10	10	15	15	10	10	15	5	20	5	20	15	10	15	10	15	10					
12	Число выданных открепительных удостоверений	45	3	0	1	0	0	1	6	0	0	1	0	3	0	0	2	0	5	0	0	0	0	3	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	6	0	0	0	0	0	1	0	2	0	0	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	1	0	0	0	0	0	2	0	0	0	3	2	1	1	1	0	0	1	1	0	2	1	0	0	0	2	1	1	0	0	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	1	0	3	1	2	0					
14	Число неиспользованных открепительных удостоверений	625	17	10	14	10	5	9	14	5	10	9	20	12	15	15	13	10	10	5	15	10	15	17	10	10	10	30	14	15	5	3	19	10	10	5	29	10	10	9	15	10	10	15	5	19	5	18	15	10	9	10	15	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	166	7	0	5	0	2	5	13	1	3	1	8	10	6	5	1	0	2	0	0	0	3	9	0	0	3	17	5	1	0	2	12	1	0	0	8	1	1	3	0	1	0	7	1	7	0	4	3	1	4	0	3	0					
		1.51%	1.76%	0.00%	2.58%	0.00%	3.45%	5.88%	3.23%	1.85%	3.41%	0.88%	1.85%	3.16%	3.09%	1.60%	0.32%	0.00%	0.88%	0.00%	0.00%	0.00%	0.87%	2.37%	0.00%	0.00%	2.38%	3.55%	3.33%	0.71%	0.00%	3.12%	2.35%	0.93%	0.00%	0.00%	1.24%	0.66%	0.71%	1.04%	0.00%	1.16%	0.00%	2.36%	1.52%	1.21%	0.00%	0.79%	0.90%	0.89%	1.56%	0.00%	1.38%	0.00%					
