Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    ТИК Суксунского МР																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723					
1	"Число избирателей, внесенных в списки избирателей"	16444	1884	1354	1388	2078	828	927	307	843	443	992	318	217	312	275	549	374	694	756	177	463	500	428	337					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14770	1750	1140	1230	1850	720	840	270	780	410	820	310	200	280	240	500	340	640	690	160	430	470	390	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9654	1077	773	838	1300	486	493	145	461	296	592	211	151	208	186	294	291	332	368	107	294	303	232	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1241	81	94	32	48	100	108	49	119	34	78	28	18	14	9	28	45	74	77	16	45	58	50	36					
6	Число погашенных избирательных бюллетеней	3875	592	273	360	502	134	239	76	200	80	150	71	31	58	45	178	4	234	245	37	91	109	108	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1241	81	94	32	48	100	108	49	119	34	78	28	18	14	9	28	45	74	77	16	45	58	50	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9648	1077	773	834	1299	486	493	145	460	296	592	211	151	208	186	294	291	332	368	107	294	303	232	216					
9	Число недействительных избирательных бюллетеней	95	10	10	3	10	7	4	2	6	3	6	0	0	3	5	5	2	5	4	0	4	2	3	1					
10	Число действительных избирательных бюллетеней	10794	1148	857	863	1337	579	597	192	573	327	664	239	169	219	190	317	334	401	441	123	335	359	279	251					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	375	30	20	30	45	17	20	10	20	10	20	14	5	7	7	11	7	18	15	5	18	24	10	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	294	28	19	23	20	15	20	9	17	10	17	12	4	2	1	4	5	16	4	4	18	24	10	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	185	19	9	11	11	6	6	7	4	9	57	2	2	2	2	1	5	5	6	5	4	2	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	81	2	1	7	25	2	0	1	3	0	3	2	1	5	6	7	2	2	11	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
