Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Зеленчукская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в списки"	39244	1058	1608	1697	1933	2302	1866	1068	1207	1911	81	530	1808	932	1159	1231	328	1257	1108	1205	1105	1241	213	1185	1153	767	393	1281	248	337	487	543	1319	1267	1323	436	735	922					
2	"Число бюллетеней, полученных участковыми комиссиями"	37395	1000	1550	1650	1900	2250	1800	1000	1150	1850	80	500	1750	900	1100	1200	320	1200	1050	1150	1000	1200	200	1100	1100	750	390	1200	240	330	400	500	1250	1200	1195	440	700	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17211	462	517	1345	791	881	710	431	453	576	68	177	484	303	390	344	135	390	397	412	393	483	172	958	971	600	197	378	87	163	200	251	757	384	493	159	542	757					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	825	14	42	15	84	26	40	37	34	43	8	21	27	3	0	11	5	21	11	20	43	16	14	60	50	9	19	11	14	24	12	0	30	3	16	33	7	2					
6	Число погашенных бюллетеней	19358	524	991	290	1025	1343	1050	532	663	1231	4	302	1239	594	710	845	180	789	642	718	564	701	14	82	79	140	174	811	139	143	188	249	463	813	686	248	151	41					
7	Число бюллетеней в переносных ящиках для голосования	825	14	42	15	84	26	40	37	34	43	8	21	27	3	0	11	5	21	11	20	43	16	14	60	50	9	19	11	14	24	12	0	30	3	16	33	7	2					
8	Число бюллетеней в стационарных ящиках для голосования	17207	462	517	1342	791	881	710	431	453	576	68	177	484	303	390	344	135	390	397	412	393	483	172	958	971	600	197	378	87	163	200	251	757	384	493	158	542	757					
9	Число недействительных бюллетеней	226	10	4	11	9	6	0	2	4	16	0	8	0	11	12	8	0	9	13	6	3	3	0	7	5	6	5	5	5	5	0	2	13	17	8	7	6	0					
10	Число действительных бюллетеней	17806	466	555	1346	866	901	750	466	483	603	76	190	511	295	378	347	140	402	395	426	433	496	186	1011	1016	603	211	384	96	182	212	249	774	370	501	184	543	759					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	174	5	6	6	7	6	7	5	5	6	2	3	5	4	5	6	3	6	5	5	5	6	3	5	5	4	3	6	3	3	3	4	6	6	6	4	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	1	6	5	7	2	7	3	1	1	0	3	0	2	1	1	0	2	0	0	0	0	0	0	0	1	0	6	0	2	1	0	5	3	2	4	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	76	3	3	3	2	2	6	0	5	2	1	0	2	0	0	2	1	2	2	4	2	1	2	2	4	3	1	3	3	3	2	6	1	0	2	0	0	1					
