Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
"Наименование Избирательной комиссии:    Сочи, Хостинская"																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534					
1	"Число избирателей, внесенных в список избирателей"	55295	1671	1386	2278	2018	1174	1708	1169	1834	2806	1314	1994	1313	2606	2436	2018	1164	1046	1667	1689	1236	2544	934	1091	2140	776	431	1492	1499	1392	690	2469	2538	2450	322					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	55750	1760	1480	2370	2150	1260	1720	1200	1780	2820	1290	1970	1130	2690	2420	2010	1140	920	1710	1740	1200	2670	930	1020	2190	690	430	1570	1560	1480	550	2510	2510	2540	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36439	1511	1054	2143	1119	589	1379	694	979	1909	1043	1195	776	1580	1379	1853	613	595	920	1028	666	1465	508	598	1648	591	305	1134	1046	869	402	1525	1564	1486	273					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2635	122	31	48	256	231	169	66	77	77	69	56	55	289	31	30	49	7	65	98	35	184	16	23	157	28	6	116	61	52	38	32	31	30	0					
6	Число погашенных избирательных бюллетеней	16676	127	395	179	775	440	172	440	724	834	178	719	299	821	1010	127	478	318	725	614	499	1021	406	399	385	71	119	320	453	559	110	953	915	1024	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2634	122	31	48	256	231	169	66	77	77	69	56	55	289	31	30	49	7	65	98	35	184	16	23	157	28	6	115	61	52	38	32	31	30	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36397	1511	1050	2143	1119	589	1367	694	979	1909	1042	1194	776	1580	1378	1853	613	595	920	1017	666	1465	506	598	1648	590	305	1134	1046	869	402	1525	1555	1486	273					
9	Число недействительных избирательных бюллетеней	826	61	41	168	24	18	9	29	22	29	5	29	11	1	28	25	17	10	20	11	15	31	12	16	17	11	7	17	20	15	13	32	37	21	4					
10	Число действительных избирательных бюллетеней	38205	1572	1040	2023	1351	802	1527	731	1034	1957	1106	1221	820	1868	1381	1858	645	592	965	1104	686	1618	510	605	1788	607	304	1232	1087	906	427	1525	1549	1495	269					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1930	80	85	100	95	45	50	40	50	90	40	45	40	80	34	52	40	30	50	141	45	80	30	30	45	30	20	54	50	50	20	80	89	80	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1922	80	85	100	95	45	50	40	50	90	40	45	40	80	34	52	40	23	50	141	45	80	29	30	45	30	20	54	50	50	20	80	89	80	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1267	3	8	3	22	5	23	8	40	29	30	42	58	25	52	56	22	90	121	25	30	0	25	40	36	127	24	24	18	39	114	43	55	27	3					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	770	7	5	9	17	29	23	26	24	24	4	24	16	44	41	26	16	7	14	24	19	44	14	6	33	18	8	52	35	22	8	47	55	29	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
