Выборы Президента Российской Федерации																																				
Дата голосования: 18.03.2018																																				
																																				
Наименование Избирательной комиссии:    Атнинская																																				
																																				
Сводная таблица итогов голосования																																				
																																				
	Число участковых избирательных комиссий	25																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	25																																		
																																				
		Сумма	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
1	"Число избирателей, включенных в список избирателей"	10167	1363	1311	349	660	467	169	303	559	133	378	628	504	304	239	324	135	262	99	307	182	712	164	175	208	232									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11689	2724	1334	353	679	470	171	306	580	139	393	640	509	311	241	326	138	263	108	312	184	716	164	180	216	232									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9301	1246	1180	309	617	443	150	273	479	127	342	608	456	264	208	318	131	242	90	264	170	667	156	158	192	211									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	686	94	83	32	40	21	16	27	70	6	29	14	38	23	29	0	0	15	7	38	12	36	6	16	15	19									
6	Число погашенных избирательных бюллетеней	1702	1384	71	12	22	6	5	6	31	6	22	18	15	24	4	8	7	6	11	10	2	13	2	6	9	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	686	94	83	32	40	21	16	27	70	6	29	14	38	23	29	0	0	15	7	38	12	36	6	16	15	19									
8	Число бюллетеней в стационарных ящиках для голосования	9300	1245	1180	309	617	443	150	273	479	127	342	608	456	264	208	318	131	242	90	264	170	667	156	158	192	211									
9	Число недействительных избирательных бюллетеней	160	137	1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	7	0	0	2									
10	Число действительных избирательных бюллетеней	9826	1202	1262	336	657	464	166	300	549	133	371	621	494	286	237	318	131	257	97	296	182	703	155	174	207	228									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
13	Бабурин Сергей Николаевич	13	9	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.67%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	799	241	218	33	9	6	8	7	40	2	25	21	28	13	3	23	15	18	2	11	10	46	7	4	0	9									
		8.00%	17.99%	17.26%	9.68%	1.37%	1.29%	4.82%	2.33%	7.29%	1.50%	6.74%	3.38%	5.67%	4.53%	1.27%	7.23%	11.45%	7.00%	2.06%	3.64%	5.49%	6.54%	4.32%	2.30%	0.00%	3.91%									
15	Жириновский Владимир Вольфович	72	35	15	3	0	1	0	0	3	0	1	3	1	1	0	0	0	0	0	0	0	9	0	0	0	0									
		0.72%	2.61%	1.19%	0.88%	0.00%	0.22%	0.00%	0.00%	0.55%	0.00%	0.27%	0.48%	0.20%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%									
16	Путин Владимир Владимирович	8804	882	1004	298	647	455	157	292	501	131	345	577	457	270	234	290	113	237	93	278	170	633	148	168	207	217									
		88.16%	65.87%	79.49%	87.39%	98.48%	98.06%	94.58%	97.33%	91.26%	98.50%	92.99%	92.77%	92.51%	94.08%	98.73%	91.19%	86.26%	92.22%	95.88%	92.05%	93.41%	90.04%	91.36%	96.55%	100.00%	94.35%									
17	Собчак Ксения Анатольевна	56	12	8	2	0	2	0	0	3	0	0	7	3	1	0	0	1	2	1	3	2	6	0	2	0	1									
		0.56%	0.90%	0.63%	0.59%	0.00%	0.43%	0.00%	0.00%	0.55%	0.00%	0.00%	1.13%	0.61%	0.35%	0.00%	0.00%	0.76%	0.78%	1.03%	0.99%	1.10%	0.85%	0.00%	1.15%	0.00%	0.43%									
18	Сурайкин Максим Александрович	25	10	5	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	2	0	2	0	0	0	1									
		0.25%	0.75%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.35%	0.00%	0.63%	0.76%	0.00%	0.00%	0.66%	0.00%	0.28%	0.00%	0.00%	0.00%	0.43%									
19	Титов Борис Юрьевич	17	3	5	0	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0									
		0.17%	0.22%	0.40%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.31%	0.76%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	40	10	4	0	0	0	1	1	2	0	0	9	5	0	0	1	0	0	1	2	0	4	0	0	0	0									
		0.40%	0.75%	0.32%	0.00%	0.00%	0.00%	0.60%	0.33%	0.36%	0.00%	0.00%	1.45%	1.01%	0.00%	0.00%	0.31%	0.00%	0.00%	1.03%	0.66%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
