Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Зарайская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586					
1	"Число избирателей, внесенных в список"	35086	1015	1090	1840	1025	1320	846	1056	922	1096	1146	1758	969	2658	2161	2674	864	555	1309	773	752	1258	892	1261	1071	1320	535	510	1395	1015					
2	Число полученных избирательных бюллетеней	33380	955	1020	1750	960	1245	805	980	860	1050	1115	1695	905	2540	2055	2540	835	540	1235	730	715	1225	850	1200	1025	1255	510	480	1355	950					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18698	443	595	961	412	717	429	457	495	629	730	975	651	1610	1284	1586	360	284	676	348	413	608	405	722	538	675	185	283	717	510					
5	"Число избирательных бюллетеней, выданных вне помещения"	2930	80	108	73	58	57	93	115	38	37	46	96	44	66	38	80	152	82	138	102	103	290	147	107	129	225	137	77	95	117					
6	Число погашенных избирательных бюллетеней	11752	432	317	716	490	471	283	408	327	384	339	624	210	864	733	874	323	174	421	280	199	327	298	371	358	355	188	120	543	323					
7	Число избирательных бюллетеней в переносных ящиках	2930	80	108	73	58	57	93	115	38	37	46	96	44	66	38	80	152	82	138	102	103	290	147	107	129	225	137	77	95	117					
8	Число бюллетеней в стационарных ящиках для голосования	18698	443	595	961	412	717	429	457	495	629	730	975	651	1610	1284	1586	360	284	676	348	413	608	405	722	538	675	185	283	717	510					
9	Число недействительных избирательных бюллетеней	217	6	0	15	6	1	1	5	6	1	9	4	3	13	13	19	6	8	9	8	8	10	12	16	8	11	1	7	6	5					
10	Число действительных избирательных бюллетеней	21411	517	703	1019	464	773	521	567	527	665	767	1067	692	1663	1309	1647	506	358	805	442	508	888	540	813	659	889	321	353	806	622					
11	Число полученных открепительных  удостоверений	1465	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	65	50					
12	Число выданных открепительных удостоверений	523	12	8	17	9	14	13	10	7	10	26	23	6	40	27	34	21	25	15	10	9	41	9	15	17	19	1	3	57	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	207	9	8	4	4	7	8	8	6	0	7	8	8	6	10	14	2	10	5	6	9	6	9	9	9	7	5	6	9	8					
14	Число неиспользованных открепительных удостоверений	942	38	42	33	41	36	37	40	43	40	24	27	44	10	23	16	29	25	35	40	41	9	41	35	33	31	49	47	8	25					
15	"Число открепительных удостоверений, выданных в ТИК"	12	0	0	1	0	0	1	0	0	0	0	0	0	4	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	680	13	26	19	24	16	7	22	25	21	32	43	18	91	41	81	8	3	18	12	8	25	7	18	18	19	11	12	22	20					
		3.14%	2.49%	3.70%	1.84%	5.11%	2.07%	1.34%	3.85%	4.69%	3.15%	4.12%	4.01%	2.59%	5.43%	3.10%	4.86%	1.56%	0.82%	2.21%	2.67%	1.55%	2.78%	1.27%	2.17%	2.70%	2.11%	3.42%	3.33%	2.71%	3.19%					
19	. Малышкин Олег Александрович	403	19	19	17	14	23	11	13	9	17	11	10	10	24	24	20	13	6	10	13	21	18	4	15	10	12	8	8	11	13					
		1.86%	3.63%	2.70%	1.64%	2.98%	2.97%	2.11%	2.27%	1.69%	2.55%	1.42%	0.93%	1.44%	1.43%	1.82%	1.20%	2.54%	1.64%	1.23%	2.89%	4.07%	2.00%	0.72%	1.81%	1.50%	1.33%	2.48%	2.22%	1.35%	2.07%					
20	. Миронов Сергей Михайлович	153	5	5	5	6	5	4	9	5	6	4	6	3	11	3	9	2	5	8	1	5	8	4	6	2	7	2	0	10	7					
		0.71%	0.96%	0.71%	0.48%	1.28%	0.65%	0.77%	1.57%	0.94%	0.90%	0.52%	0.56%	0.43%	0.66%	0.23%	0.54%	0.39%	1.37%	0.98%	0.22%	0.97%	0.89%	0.72%	0.72%	0.30%	0.78%	0.62%	0.00%	1.23%	1.12%					
