Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Кишертская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №1501	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525					
1	"Число избирателей, внесенных в список"	11476	612	254	248	181	728	496	182	277	458	358	258	242	175	475	244	797	832	393	133	199	1229	1119	1412	174					
2	Число полученных избирательных бюллетеней	11950	650	270	270	190	780	550	190	300	500	380	300	250	180	500	260	850	850	400	140	210	1250	1100	1400	180					
3	"Число избирательных бюллетеней, выданных  досрочно"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6590	352	116	191	113	453	308	108	145	184	251	132	184	96	278	129	439	494	253	89	132	752	570	725	96					
5	"Число избирательных бюллетеней, выданных вне помещения"	1288	102	82	25	27	19	56	34	77	180	24	81	24	28	74	80	81	36	31	10	22	58	43	46	48					
6	Число погашенных избирательных бюллетеней	4059	196	72	54	50	308	186	48	78	136	105	87	42	56	148	51	330	320	116	41	56	440	487	616	36					
7	Число избирательных бюллетеней в переносных ящиках	1301	102	82	25	27	19	56	34	77	180	24	81	24	28	74	80	81	36	31	10	22	58	43	59	48					
8	Число бюллетеней в стационарных ящиках для голосования	6589	352	116	191	113	453	308	108	145	184	251	132	184	96	278	129	439	494	253	89	132	751	570	725	96					
9	Число недействительных избирательных бюллетеней	87	5	3	4	3	9	4	1	3	2	7	0	1	2	3	5	7	4	2	0	1	10	4	7	0					
10	Число действительных избирательных бюллетеней	7803	449	195	212	137	463	360	141	219	362	268	213	207	122	349	204	513	526	282	99	153	799	609	777	144					
11	Число полученных открепительных  удостоверений	295	15	10	10	10	10	15	10	5	10	15	15	10	10	15	5	15	20	10	5	5	25	25	20	5					
12	Число выданных открепительных удостоверений	138	2	2	3	1	4	15	3	2	10	7	0	7	2	7	2	10	11	5	5	3	15	15	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	8	3	6	4	0	1	3	1	3	2	0	2	10	4	2	7	7	1	3	2	12	7	12	1					
14	Число неиспользованных открепительных удостоверений	157	13	8	7	9	6	0	7	3	0	8	15	3	8	8	3	5	9	5	0	2	10	10	13	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	226	14	1	2	7	9	2	3	5	16	2	4	1	3	11	2	6	21	6	2	3	30	33	40	3					
		2.86%	3.08%	0.51%	0.93%	5.00%	1.91%	0.55%	2.11%	2.25%	4.40%	0.73%	1.88%	0.48%	2.42%	3.12%	0.96%	1.15%	3.96%	2.11%	2.02%	1.95%	3.71%	5.38%	5.10%	2.08%					
19	. Малышкин Олег Александрович	268	16	7	0	6	11	29	10	9	25	11	2	4	7	5	10	19	12	7	2	5	17	18	31	5					
		3.40%	3.52%	3.54%	0.00%	4.29%	2.33%	7.97%	7.04%	4.05%	6.87%	4.00%	0.94%	1.92%	5.65%	1.42%	4.78%	3.65%	2.26%	2.46%	2.02%	3.25%	2.10%	2.94%	3.95%	3.47%					
20	. Миронов Сергей Михайлович	67	2	5	5	1	6	2	5	0	6	2	2	2	0	0	4	5	5	2	0	2	5	3	1	2					
		0.85%	0.44%	2.53%	2.31%	0.71%	1.27%	0.55%	3.52%	0.00%	1.65%	0.73%	0.94%	0.96%	0.00%	0.00%	1.91%	0.96%	0.94%	0.70%	0.00%	1.30%	0.62%	0.49%	0.13%	1.39%					
21	. Путин Владимир Владимирович	5726	313	161	152	113	350	286	91	164	249	191	110	100	100	299	158	415	393	219	86	95	589	435	546	111					
		72.57%	68.94%	81.31%	70.37%	80.71%	74.15%	78.57%	64.08%	73.87%	68.41%	69.45%	51.64%	48.08%	80.65%	84.94%	75.60%	79.81%	74.15%	77.11%	86.87%	61.69%	72.81%	70.96%	69.64%	77.08%					
22	. Хакамада Ирина Муцуовна	181	5	1	6	1	11	7	0	5	3	8	5	3	3	2	7	4	20	10	0	2	24	27	26	1					
		2.29%	1.10%	0.51%	2.78%	0.71%	2.33%	1.92%	0.00%	2.25%	0.82%	2.91%	2.35%	1.44%	2.42%	0.57%	3.35%	0.77%	3.77%	3.52%	0.00%	1.30%	2.97%	4.40%	3.32%	0.69%					
23	. Харитонов Николай Михайлович	1139	85	15	46	8	64	28	31	33	61	51	87	93	9	29	14	54	60	33	7	45	109	63	97	17					
		14.44%	18.72%	7.58%	21.30%	5.71%	13.56%	7.69%	21.83%	14.86%	16.76%	18.55%	40.85%	44.71%	7.26%	8.24%	6.70%	10.38%	11.32%	11.62%	7.07%	29.22%	13.47%	10.28%	12.37%	11.81%					
																															
24	Против всех	196	14	5	1	1	12	6	1	3	2	3	3	4	0	3	9	10	15	5	2	1	25	30	36	5					
		2.48%	3.08%	2.53%	0.46%	0.71%	2.54%	1.65%	0.70%	1.35%	0.55%	1.09%	1.41%	1.92%	0.00%	0.85%	4.31%	1.92%	2.83%	1.76%	2.02%	0.65%	3.09%	4.89%	4.59%	3.47%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
