Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Торжокская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258					
1	"Число избирателей, внесенных в списки"	17411	246	212	498	167	436	545	551	901	433	146	229	179	1081	273	692	116	263	204	398	391	194	176	510	577	398	475	771	1377	353	337	431	433	447	157	389	584	520	232	281	423	385					
2	"Число бюллетеней, полученных участковыми комиссиями"	17120	250	200	470	170	460	550	530	900	380	150	220	170	1030	270	650	126	250	190	400	400	190	200	500	600	400	490	780	1350	340	330	430	420	440	156	380	560	490	240	260	418	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7692	87	67	144	50	121	227	131	564	270	64	101	80	488	152	254	42	78	100	122	147	58	58	196	348	177	270	250	867	169	128	216	203	197	62	183	233	275	99	80	145	189					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3109	81	78	145	69	106	71	156	23	4	34	39	53	118	29	103	44	65	51	169	119	72	86	95	27	45	55	162	47	82	104	50	82	95	53	67	87	33	71	114	71	54					
6	Число погашенных бюллетеней	6319	82	55	181	51	233	252	243	313	106	52	80	37	424	89	293	40	107	39	109	134	60	56	209	225	178	165	368	436	89	98	164	135	148	41	130	240	182	70	66	202	137					
7	Число бюллетеней в переносных ящиках для голосования	3109	81	78	145	69	106	71	156	23	4	34	39	53	118	29	103	44	65	51	169	119	72	86	95	27	45	55	162	47	82	104	50	82	95	53	67	87	33	71	114	71	54					
8	Число бюллетеней в стационарных ящиках для голосования	7691	87	67	144	50	121	227	131	564	270	64	101	80	488	152	254	42	78	100	122	147	58	58	196	348	177	270	250	867	169	128	216	203	197	62	182	233	275	99	80	145	189					
9	Число недействительных бюллетеней	164	1	0	1	0	4	4	2	12	6	4	4	0	10	1	3	0	4	2	1	3	1	1	8	5	10	6	10	17	1	5	5	3	1	0	5	5	7	3	2	2	5					
10	Число действительных бюллетеней	10636	167	145	288	119	223	294	285	575	268	94	136	133	596	180	354	86	139	149	290	263	129	143	283	370	212	319	402	897	250	227	261	282	291	115	244	315	301	167	192	214	238					
