Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Алтайская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163					
1	"Число избирателей, внесенных в список"	16516	1373	1171	1140	912	912	1030	528	1024	1332	1027	448	126	850	157	694	243	255	171	135	518	711	709	860	190					
2	Число полученных избирательных бюллетеней	17440	1370	1200	1160	990	975	1110	555	1090	1390	1050	451	162	962	162	770	283	287	161	144	555	790	740	880	203					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10119	680	636	607	470	464	548	312	566	1018	775	307	87	571	121	527	166	214	161	117	348	396	415	497	116					
5	"Число избирательных бюллетеней, выданных вне помещения"	1572	122	68	66	51	103	107	73	113	64	50	31	18	41	33	47	66	10	0	17	60	111	89	178	54					
6	Число погашенных избирательных бюллетеней	5749	568	496	487	469	408	455	170	411	308	225	113	57	350	8	196	51	63	0	10	147	283	236	205	33					
7	Число избирательных бюллетеней в переносных ящиках	1572	122	68	66	51	103	107	73	113	64	50	31	18	41	33	47	66	10	0	17	60	111	89	178	54					
8	Число бюллетеней в стационарных ящиках для голосования	10118	679	636	607	470	464	548	312	566	1018	775	307	87	571	121	527	166	214	161	117	348	396	415	497	116					
9	Число недействительных избирательных бюллетеней	91	8	0	6	0	0	5	4	3	13	7	1	2	9	1	0	1	4	0	5	7	3	4	8	0					
10	Число действительных избирательных бюллетеней	11599	793	704	667	521	567	650	381	676	1069	818	337	103	603	153	574	231	220	161	129	401	504	500	667	170					
11	Число полученных открепительных  удостоверений	447	37	30	30	25	25	30	15	25	35	25	10	5	20	5	20	5	5	5	5	20	20	20	25	5					
12	Число выданных открепительных удостоверений	243	11	7	5	5	5	6	15	25	20	10	8	5	11	3	20	5	5	0	0	16	20	13	25	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	79	21	4	2	4	2	8	5	3	1	1	3	1	2	1	1	1	1	1	0	1	2	5	7	2					
14	Число неиспользованных открепительных удостоверений	204	26	23	25	20	20	24	0	0	15	15	2	0	9	2	0	0	0	5	5	4	0	7	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
