Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Викуловская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки избирателей"	12904	459	177	73	169	285	303	1727	1192	1232	1385	179	305	385	93	49	685	524	135	118	297	97	49	588	150	407	102	74	228	121	334	96	92	158	368	131	137					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13673	490	188	86	180	297	316	1765	1139	1248	1435	183	371	459	104	53	720	561	148	146	341	108	59	623	159	471	115	81	259	144	367	105	101	185	395	132	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	290	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	83	42	0	0	0	0	0	0	30	0	0	0	0	0	6	0	22	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10424	345	110	63	132	242	244	1397	893	1111	1261	136	177	333	78	41	469	416	100	90	268	82	41	482	91	312	75	64	194	106	252	84	69	124	326	101	115					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1465	90	32	8	22	30	43	105	166	106	55	36	13	44	12	6	122	57	29	21	23	13	6	94	27	73	18	7	27	15	66	5	1	30	31	22	10					
6	Число погашенных избирательных бюллетеней	1494	55	46	15	26	25	29	263	80	31	119	11	74	82	14	6	46	46	19	35	50	13	12	47	11	86	22	10	38	23	43	16	9	31	38	9	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1755	90	32	8	22	30	43	105	166	106	55	36	120	44	12	6	205	99	29	21	23	13	6	94	57	73	18	7	27	15	72	5	23	30	31	22	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10424	345	110	63	132	242	244	1397	893	1111	1261	136	177	333	78	41	469	416	100	90	268	82	41	482	91	312	75	64	194	106	252	84	69	124	326	101	115					
9	Число недействительных избирательных бюллетеней	64	0	2	0	0	2	0	6	24	5	2	0	8	2	1	0	0	0	0	2	0	0	0	0	1	1	0	0	3	0	3	0	0	0	2	0	0					
10	Число действительных избирательных бюллетеней	12115	435	140	71	154	270	287	1496	1035	1212	1314	172	289	375	89	47	674	515	129	109	291	95	47	576	147	384	93	71	218	121	321	89	92	154	355	123	125					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	728	35	8	12	8	14	12	26	35	15	26	3	35	71	14	4	20	22	5	17	30	9	5	34	10	63	10	9	39	20	45	10	5	20	27	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	728	35	8	12	8	14	12	26	35	15	26	3	35	71	14	4	20	22	5	17	30	9	5	34	10	63	10	9	39	20	45	10	5	20	27	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	137	5	0	1	0	2	1	22	17	10	5	2	1	7	1	2	5	5	2	3	2	1	0	1	3	8	1	3	7	0	5	2	2	0	3	6	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	2	0	0	0	0	0	3	1	1	5	0	23	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	3	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	153	12	3	2	7	14	3	31	1	14	4	2	0	3	0	0	1	0	1	3	1	2	1	13	2	11	3	1	8	0	1	2	1	0	3	1	2					
		1.26%	2.76%	2.11%	2.82%	4.55%	5.15%	1.05%	2.06%	0.09%	1.15%	0.30%	1.16%	0.00%	0.80%	0.00%	0.00%	0.15%	0.00%	0.78%	2.70%	0.34%	2.11%	2.13%	2.26%	1.35%	2.86%	3.23%	1.41%	3.62%	0.00%	0.31%	2.25%	1.09%	0.00%	0.84%	0.81%	1.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	0	1	0	3	1	0	5	2	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1	0	0					
		0.21%	0.00%	0.70%	0.00%	1.95%	0.37%	0.00%	0.33%	0.19%	0.25%	0.08%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0					
