Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Кайбицкая																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639					
1	"Число избирателей, внесенных в список избирателей"	10872	302	419	598	146	292	488	197	318	124	390	202	369	166	488	213	496	375	331	1189	160	594	356	144	270	297	156	146	158	178	528	131	124	401	126					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10953	305	421	603	145	294	500	202	320	126	392	206	376	165	488	213	493	381	333	1189	161	596	358	142	270	303	158	148	158	178	537	132	125	407	128					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10097	294	380	562	132	285	470	179	304	105	356	182	347	147	466	196	481	353	304	1096	146	509	339	125	265	265	145	141	146	159	502	127	123	364	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	718	8	35	36	13	7	17	18	14	19	31	20	22	18	22	16	11	22	26	75	11	82	17	17	4	30	11	4	11	19	17	4	1	36	24					
6	Число погашенных избирательных бюллетеней	138	3	6	5	0	2	13	5	2	2	5	4	7	0	0	1	1	6	3	18	4	5	2	0	1	8	2	3	1	0	18	1	1	7	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	717	8	35	36	13	7	17	18	14	19	31	20	21	18	22	16	11	22	26	75	11	82	17	17	4	30	11	4	11	19	17	4	1	36	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10097	294	380	562	132	285	470	179	304	105	356	182	347	147	466	196	481	353	304	1096	146	509	339	125	265	265	145	141	146	159	502	127	123	364	102					
9	Число недействительных избирательных бюллетеней	43	1	0	1	0	4	5	1	1	1	0	0	3	1	0	0	0	0	1	3	1	3	1	0	5	0	0	1	1	2	3	1	0	2	1					
10	Число действительных избирательных бюллетеней	10771	301	415	597	145	288	482	196	317	123	387	202	365	164	488	212	492	375	329	1168	156	588	355	142	264	295	156	144	156	176	516	130	124	398	125					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	197	4	5	3	5	5	14	3	5	5	5	5	5	5	5	5	10	5	5	15	3	10	5	5	5	5	5	5	5	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	69	2	0	2	0	2	14	3	0	1	5	0	1	0	4	0	2	3	4	5	1	3	2	1	0	0	0	2	0	4	7	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	30	0	1	0	2	1	0	0	0	0	4	0	1	0	0	1	2	0	0	12	1	0	1	2	0	1	0	0	0	0	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	128	2	5	1	5	3	0	0	5	4	0	5	4	5	1	5	8	2	1	10	2	7	3	4	5	5	5	3	5	1	3	5	5	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	118	6	0	8	4	4	6	1	3	2	1	0	2	6	4	10	0	4	6	17	0	7	2	4	1	0	0	1	2	2	5	1	0	8	1					
		1.09%	1.99%	0.00%	1.34%	2.76%	1.37%	1.23%	0.51%	0.94%	1.61%	0.26%	0.00%	0.54%	3.64%	0.82%	4.72%	0.00%	1.07%	1.82%	1.45%	0.00%	1.18%	0.56%	2.82%	0.37%	0.00%	0.00%	0.69%	1.27%	1.12%	0.96%	0.76%	0.00%	2.00%	0.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	95	7	0	7	2	3	2	2	3	0	2	1	1	1	0	1	0	0	1	10	0	3	1	1	1	1	0	3	8	0	18	6	0	7	3					
		0.88%	2.32%	0.00%	1.17%	1.38%	1.03%	0.41%	1.02%	0.94%	0.00%	0.52%	0.50%	0.27%	0.61%	0.00%	0.47%	0.00%	0.00%	0.30%	0.85%	0.00%	0.51%	0.28%	0.70%	0.37%	0.34%	0.00%	2.07%	5.10%	0.00%	3.47%	4.58%	0.00%	1.75%	2.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.12%	0.66%	0.00%	0.33%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	277	11	7	10	0	4	12	12	8	1	4	0	3	7	2	4	4	1	11	59	2	20	26	1	3	2	1	2	3	12	22	10	2	10	1					
		2.56%	3.64%	1.69%	1.67%	0.00%	1.37%	2.46%	6.09%	2.52%	0.81%	1.03%	0.00%	0.82%	4.24%	0.41%	1.89%	0.81%	0.27%	3.33%	5.04%	1.27%	3.38%	7.30%	0.70%	1.12%	0.68%	0.64%	1.38%	1.91%	6.74%	4.24%	7.63%	1.61%	2.50%	0.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	2	1	2	0	1	0	1	0	2	0	1	1	0	0	1	0	2	7	0	3	2	0	0	1	1	0	0	0	2	0	0	1	0					
		0.29%	0.00%	0.48%	0.17%	1.38%	0.00%	0.21%	0.00%	0.31%	0.00%	0.52%	0.00%	0.27%	0.61%	0.00%	0.00%	0.20%	0.00%	0.61%	0.60%	0.00%	0.51%	0.56%	0.00%	0.00%	0.34%	0.64%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.25%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10219	273	406	568	137	274	461	181	302	120	378	201	358	149	482	197	486	370	306	1069	154	554	322	135	259	291	154	138	143	162	468	110	122	369	120					
		94.50%	90.40%	97.83%	94.98%	94.48%	93.84%	94.66%	91.88%	94.97%	96.77%	97.67%	99.50%	97.28%	90.30%	98.77%	92.92%	98.78%	98.67%	92.73%	91.29%	98.09%	93.74%	90.45%	95.07%	96.28%	98.64%	98.72%	95.17%	91.08%	91.01%	90.17%	83.97%	98.39%	92.25%	95.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	2	0	0	0	0	0	0	0	0	3	0	3	0					
		0.17%	0.66%	0.00%	0.17%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.91%	0.09%	0.00%	0.17%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.29%	0.00%	0.75%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
