Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Кайбицкая																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644					
1	"Число избирателей, внесенных в списки избирателей"	10867	268	491	215	310	128	386	192	369	170	479	218	468	373	344	599	361	164	122	142	312	1123	169	154	176	201	539	149	139	416	116	298	572	425	139	140					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10883	268	491	216	310	129	386	192	368	170	482	219	468	375	344	600	362	164	123	143	312	1124	170	155	175	204	538	149	141	413	117	299	568	429	140	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10069	262	471	191	298	113	366	169	338	162	464	203	457	349	304	518	337	157	120	120	289	1020	162	151	157	182	515	147	137	366	99	294	513	381	128	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	773	6	19	24	11	15	20	21	30	8	15	15	11	24	40	81	24	7	2	22	20	97	7	3	18	19	23	2	2	47	17	3	55	44	11	10					
6	Число погашенных избирательных бюллетеней	41	0	1	1	1	1	0	2	0	0	3	1	0	2	0	1	1	0	1	1	3	7	1	1	0	3	0	0	2	0	1	2	0	4	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	773	6	19	24	11	15	20	21	30	8	15	15	11	24	40	81	24	7	2	22	20	97	7	3	18	19	23	2	2	47	17	3	55	44	11	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10069	262	471	191	298	113	366	169	338	162	464	203	457	349	304	518	337	157	120	120	289	1020	162	151	157	182	515	147	137	366	99	294	513	381	128	129					
9	Число недействительных избирательных бюллетеней	76	1	7	0	5	0	0	0	3	0	3	0	3	0	0	11	12	2	0	0	0	8	0	0	2	0	6	0	0	6	0	3	4	0	0	0					
10	Число действительных избирательных бюллетеней	10766	267	483	215	304	128	386	190	365	170	476	218	465	373	344	588	349	162	122	142	309	1109	169	154	173	201	532	149	139	407	116	294	564	425	139	139					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	5	5	5	5	5	5	5	5	5	5	5	10	5	5	9	5	5	5	5	5	15	5	5	5	5	10	5	5	5	5	5	10	5	1	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	60	0	3	1	2	0	1	0	4	0	4	0	3	0	1	8	4	1	0	1	2	11	0	0	0	1	2	0	1	0	0	3	6	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	41	1	4	0	1	1	2	0	1	0	1	0	3	0	1	2	1	0	0	0	0	4	0	0	3	0	4	0	0	2	0	0	5	2	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	140	5	2	4	3	5	4	5	1	5	1	5	7	5	4	1	1	4	5	4	3	4	5	5	5	4	8	5	4	5	5	2	4	4	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	34	0	2	0	2	0	0	0	0	0	1	0	1	0	1	11	0	0	0	0	0	3	0	0	0	0	3	2	0	3	0	3	1	1	0	0					
		0.31%	0.00%	0.41%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.21%	0.00%	0.29%	1.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.56%	1.34%	0.00%	0.73%	0.00%	1.01%	0.18%	0.24%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1					
