Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Советская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, внесенных в списки"	18527	1688	2056	1661	323	248	429	623	733	260	243	587	239	224	200	303	385	252	336	245	128	348	579	651	332	267	209	338	292	380	525	440	233	168	267	285	349	424	454	437	386					
2	"Число бюллетеней, полученных участковыми комиссиями"	16385	1475	1798	1482	288	223	384	556	640	227	215	509	203	199	179	275	346	228	303	217	112	304	514	569	292	244	191	310	255	345	467	391	200	138	237	255	311	380	384	392	347					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9868	938	1110	876	178	142	260	321	442	174	125	273	137	58	123	124	195	85	153	118	65	155	225	460	169	166	121	212	209	176	234	254	98	90	179	123	200	225	282	209	184					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2398	39	49	53	60	56	73	180	27	23	35	41	38	61	32	67	44	90	62	44	25	71	178	50	77	46	59	57	22	127	49	44	65	48	47	99	44	52	18	79	67					
6	Число погашенных бюллетеней	4119	498	639	553	50	25	51	55	171	30	55	195	28	80	24	84	107	53	88	55	22	78	111	59	46	32	11	41	24	42	184	93	37	0	11	33	67	103	84	104	96					
7	Число бюллетеней в переносных ящиках для голосования	2398	39	49	53	60	56	73	180	27	23	35	41	38	61	32	67	44	90	62	44	25	71	178	50	77	46	59	57	22	127	49	44	65	48	47	99	44	52	18	79	67					
8	Число бюллетеней в стационарных ящиках для голосования	9868	938	1110	876	178	142	260	321	442	174	125	273	137	58	123	124	195	85	153	118	65	155	225	460	169	166	121	212	209	176	234	254	98	90	179	123	200	225	282	209	184					
9	Число недействительных бюллетеней	316	14	16	18	12	3	13	40	6	3	9	5	4	3	10	9	0	0	2	8	2	1	7	25	5	9	3	12	3	9	1	10	1	0	17	2	13	8	6	5	2					
10	Число действительных бюллетеней	11950	963	1143	911	226	195	320	461	463	194	151	309	171	116	145	182	239	175	213	154	88	225	396	485	241	203	177	257	228	294	282	288	162	138	209	220	231	269	294	283	249					
