Выборы Президента Российской Федерации																																																																													
Дата голосования: 04.03.2012																																																																													
																																																																													
Наименование Избирательной комиссии:    Ефремовская																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	66																																																																											
																																																																													
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316									
1	Число избирателей, включенных в список избирателей	52777	921	1613	1043	1122	607	1466	1187	1356	1718	1280	984	438	1710	593	1632	1653	1173	1377	1243	1317	1012	1147	1078	1074	1062	1738	1470	971	720	406	337	830	1104	830	181	449	270	263	917	450	406	346	634	703	383	194	330	448	600	308	609	1121	322	304	615	273	523	347	653	593	182	606	338	389	391	417									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	41450	700	1300	800	800	400	1200	900	1000	1400	1000	800	300	1100	400	1200	1300	900	1100	1000	1000	800	900	800	800	800	1400	1200	700	600	300	300	700	1000	650	150	400	200	200	750	400	300	300	500	600	300	200	300	400	500	250	500	900	250	250	500	250	400	300	500	500	150	500	250	300	300	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	25652	413	973	581	544	303	779	591	701	901	830	502	223	666	278	823	881	670	812	632	678	528	592	597	620	628	1049	765	504	263	180	124	340	505	228	56	190	92	88	377	220	225	25	128	359	138	55	124	196	309	170	257	499	141	140	235	93	180	155	250	215	101	296	114	178	181	161									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4811	38	37	24	127	29	42	18	26	46	14	32	26	313	55	56	7	32	21	55	26	40	51	42	34	19	63	38	9	186	94	151	101	80	149	69	123	88	68	163	97	66	153	237	66	102	28	78	116	102	44	11	124	41	42	116	61	63	31	73	120	37	93	86	59	93	80									
6	Число погашенных избирательных бюллетеней	10987	249	290	195	129	68	379	291	273	453	156	266	51	121	67	321	412	198	267	313	296	232	257	161	146	153	288	397	187	151	26	25	259	415	273	25	87	20	44	210	83	9	122	135	175	60	117	98	88	89	36	232	277	68	68	149	96	157	114	177	165	12	111	50	63	26	59									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4811	38	37	24	127	29	42	18	26	46	14	32	26	313	55	56	7	32	21	55	26	40	51	42	34	19	63	38	9	186	94	151	101	80	149	69	123	88	68	163	97	66	153	237	66	102	28	78	116	102	44	11	124	41	42	116	61	63	31	73	120	37	93	86	59	93	80									
8	Число бюллетеней в стационарных ящиках для голосования	25650	413	973	581	544	303	777	591	701	901	830	502	223	666	278	823	881	670	812	632	678	528	592	597	620	628	1049	765	504	263	180	124	340	505	228	56	190	92	88	377	220	225	25	128	359	138	55	124	196	309	170	257	499	141	140	235	93	180	155	250	215	101	296	114	178	181	161									
9	Число недействительных избирательных бюллетеней	328	4	9	7	6	7	6	8	6	8	9	6	4	5	14	12	11	7	8	10	6	12	8	5	6	8	12	38	10	3	3	1	1	8	3	1	2	0	0	11	2	0	0	7	5	0	0	3	0	9	0	4	4	1	1	1	0	0	1	0	0	0	1	0	0	2	2									
10	Число действительных избирательных бюллетеней	30133	447	1001	598	665	325	813	601	721	939	835	528	245	974	319	867	877	695	825	677	698	556	635	634	648	639	1100	765	503	446	271	274	440	577	374	124	311	180	156	529	315	291	178	358	420	240	83	199	312	402	214	264	619	181	181	350	154	243	185	323	335	138	388	200	237	272	239									
11	Число полученных открепительных  удостоверений	1226	15	42	15	23	5	42	20	31	35	39	17	7	35	9	22	20	35	25	28	30	20	26	10	21	19	29	19	7	12	9	2	26	15	105	30	27	2	2	12	20	2	5	12	17	16	45	18	16	22	5	23	13	2	4	3	17	7	5	8	12	5	28	5	6	6	16									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1137	12	40	14	20	2	42	20	26	35	36	17	6	32	8	22	19	27	22	27	30	15	23	10	19	18	29	19	7	12	9	2	19	14	93	30	27	2	1	12	20	2	3	12	17	16	45	18	16	22	5	22	13	1	2	3	17	7	2	7	12	4	27	3	5	6	12									
