Выборы Президента Российской Федерации																																																																																					
Дата голосования: 02.03.2008																																																																																					
																																																																																					
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																																																																					
																																																																																					
Сводная таблица результатов выборов																																																																																					
																																																																																					
	Число участковых избирательных комиссий	78																																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	78																																																																																			
																																																																																					
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1064	УИК №1065	УИК №1066					
1	"Число избирателей, включенных в списки избирателей"	58964	2611	2100	2466	2453	2598	2158	2737	2572	2022	2663	2799	2510	2812	1852	2324	2571	2565	2545	2396	1958	2384	2472	2244	1904	124	141	58	81	22	21	26	23	20	24	19	17	19	17	20	21	19	20	19	21	19	18	17	17	20	18	15	13	18	15	15	15	16	15	15	14	10	10	11	12	14	13	13	13	12	9	8	9	11	29	21	23	21	17					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54878	2300	2000	2200	2300	2500	2000	2500	2500	2000	2400	2500	2300	2500	1700	2100	2500	2400	2400	2200	1800	2200	2200	2000	1700	200	200	200	200	22	21	30	23	20	24	19	17	19	24	20	21	19	22	19	21	19	18	22	17	22	18	15	13	18	15	18	15	16	15	15	18	12	11	12	12	14	13	13	13	12	9	8	9	11	29	21	23	21	20					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35452	1488	1128	1335	1472	1534	1319	1562	1778	1147	1637	1713	1363	1605	963	1437	1604	1599	1567	1488	1224	1456	1548	1147	1137	106	131	58	71	22	21	26	23	20	22	19	17	17	17	20	21	18	20	19	19	19	17	17	17	20	18	14	13	18	15	15	15	16	15	15	14	10	10	11	12	14	13	13	13	12	9	8	9	11	29	21	23	21	17					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	542	40	19	26	11	18	17	19	4	19	15	19	23	19	42	27	37	22	34	24	17	21	32	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	18878	772	849	839	817	948	664	919	718	832	748	768	914	876	695	636	859	779	799	688	559	723	620	824	555	94	69	142	129	0	0	4	0	0	2	0	0	2	7	0	0	1	2	0	2	0	1	5	0	2	0	1	0	0	0	3	0	0	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
