Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Грачевская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342					
1	"Число избирателей, внесенных в списки избирателей"	27171	1877	1121	1565	1900	1841	1836	210	2897	1801	1926	471	2560	416	381	2591	845	874	365	1694					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26495	1800	1100	1495	1800	1800	1800	200	2900	1700	1900	450	2600	400	350	2600	800	850	350	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14327	1001	526	960	969	973	1046	149	1499	876	998	292	1262	257	237	1345	449	448	106	934					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1147	68	49	41	63	60	102	10	145	116	109	17	87	31	4	76	53	31	26	59					
6	Число погашенных избирательных бюллетеней	11021	731	525	494	768	767	652	41	1256	708	793	141	1251	112	109	1179	298	371	218	607					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1147	68	49	41	63	60	102	10	145	116	109	17	87	31	4	76	53	31	26	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14327	1001	526	960	969	973	1046	149	1499	876	998	292	1262	257	237	1345	449	448	106	934					
9	Число недействительных избирательных бюллетеней	135	8	3	10	13	9	3	0	10	5	10	0	17	3	2	13	3	4	3	19					
10	Число действительных избирательных бюллетеней	15339	1061	572	991	1019	1024	1145	159	1634	987	1097	309	1332	285	239	1408	499	475	129	974					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	249	25	15	20	20	15	20	5	20	15	10	5	20	5	5	20	5	5	5	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	138	18	10	13	5	14	3	0	16	14	2	0	10	0	3	9	5	5	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	73	2	1	6	5	3	6	2	10	1	2	4	4	1	1	5	2	2	3	13					
14	Число погашенных неиспользованных открепительных удостоверений	111	7	5	7	15	1	17	5	4	1	8	5	10	5	2	11	0	0	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	222	22	4	14	14	9	16	0	19	15	34	3	12	7	9	13	3	6	1	21					
		1.43%	2.06%	0.70%	1.40%	1.36%	0.87%	1.39%	0.00%	1.16%	1.51%	3.07%	0.97%	0.89%	2.43%	3.73%	0.91%	0.60%	1.25%	0.76%	2.11%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	2	0	4	7	4	4	0	4	2	1	2	3	1	2	3	0	3	0	5					
		0.30%	0.19%	0.00%	0.40%	0.68%	0.39%	0.35%	0.00%	0.24%	0.20%	0.09%	0.65%	0.22%	0.35%	0.83%	0.21%	0.00%	0.63%	0.00%	0.50%					
20	3.Политическая партия «Демократическая партия России»	9	1	2	1	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0					
		0.06%	0.09%	0.35%	0.10%	0.00%	0.00%	0.26%	0.00%	0.06%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1297	54	31	89	104	89	59	14	171	82	133	30	126	25	27	109	56	35	6	57					
		8.38%	5.05%	5.39%	8.89%	10.08%	8.62%	5.14%	8.81%	10.40%	8.27%	12.01%	9.71%	9.34%	8.68%	11.20%	7.67%	11.16%	7.31%	4.55%	5.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	73	6	4	8	8	5	9	0	6	5	1	0	8	1	4	0	1	0	0	7					
