Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Хасанская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1588	УИК №1589	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601					
1	"Число избирателей, внесенных в списки избирателей"	28583	714	454	130	954	1579	527	1707	990	624	1735	1776	1939	1739	1153	847	1303	477	798	288	1323	1928	1007	347	761	1541	1670	14	17	24	25	26	28	14	27	23	22	27	25					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25973	650	400	110	890	1400	500	1600	950	600	1700	1700	1800	1700	1100	800	1150	450	750	250	1100	1500	800	300	600	1300	1600	15	17	24	25	26	28	14	27	23	22	27	25					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	356	69	14	14	9	0	16	0	0	54	0	0	0	0	0	38	21	0	0	0	0	0	107	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15981	370	294	88	512	968	248	900	499	222	1033	1060	1087	966	565	421	655	234	378	121	926	1177	432	174	506	896	977	14	17	24	25	26	28	14	27	23	22	27	25					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	473	20	3	4	13	9	28	12	13	1	31	13	69	41	14	18	38	0	8	23	17	43	8	13	11	9	14	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	9163	191	89	4	356	423	208	688	438	323	636	627	644	693	521	323	436	216	364	106	157	280	253	113	69	395	609	1	0	0	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	829	89	17	18	22	9	44	12	13	55	31	13	69	41	14	56	59	0	8	23	17	43	115	13	25	9	14	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15975	369	294	88	512	968	248	900	499	222	1033	1058	1086	966	564	421	655	233	378	121	926	1177	432	174	506	896	977	14	17	24	25	26	28	14	27	23	22	27	25					
9	Число недействительных избирательных бюллетеней	212	6	5	0	8	14	6	11	9	2	17	13	18	14	7	4	4	2	2	0	13	16	4	4	8	7	18	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16592	452	306	106	526	963	286	901	503	275	1047	1058	1137	993	571	473	710	231	384	144	930	1204	543	183	523	898	973	14	17	24	25	26	28	14	27	23	22	27	25					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	781	31	15	15	30	50	5	30	30	20	30	30	30	30	30	30	30	30	20	20	50	50	50	15	50	30	30	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	233	4	2	1	9	38	5	3	1	7	7	8	18	13	8	1	5	2	9	3	14	38	7	1	7	13	9	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	202	11	1	3	3	7	3	6	3	5	6	9	6	7	7	1	25	2	1	4	30	36	3	1	7	4	11	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	548	27	13	14	21	12	0	27	29	13	23	22	12	17	22	29	25	28	11	17	36	12	43	14	43	17	21	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	1	0	2	0	2	3	5	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	343	1	4	0	13	7	7	16	11	8	31	30	38	23	12	4	12	6	8	3	9	15	11	6	18	18	26	0	0	1	0	0	0	0	1	0	0	1	3					
		2.04%	0.22%	1.29%	0.00%	2.43%	0.72%	2.40%	1.75%	2.15%	2.89%	2.91%	2.80%	3.29%	2.28%	2.08%	0.84%	1.68%	2.58%	2.07%	2.08%	0.95%	1.23%	2.01%	3.21%	3.39%	1.99%	2.62%	0.00%	0.00%	4.17%	0.00%	0.00%	0.00%	0.00%	3.70%	0.00%	0.00%	3.70%	12.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	118	2	0	1	0	4	2	6	2	2	7	13	15	10	5	2	4	1	1	0	5	3	1	0	1	12	12	0	4	0	0	0	0	0	0	0	0	3	0					
		0.70%	0.44%	0.00%	0.94%	0.00%	0.41%	0.68%	0.66%	0.39%	0.72%	0.66%	1.21%	1.30%	0.99%	0.87%	0.42%	0.56%	0.43%	0.26%	0.00%	0.53%	0.25%	0.18%	0.00%	0.19%	1.33%	1.21%	0.00%	23.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%					
20	3.Политическая партия «Демократическая партия России»	32	0	0	0	1	2	1	3	2	0	2	2	4	1	2	1	1	0	0	1	2	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0					
