Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №1026	УИК №1030									
1	"Число избирателей, включенных в список избирателей"	113199	817	2046	2480	2397	2375	2411	1966	2024	1767	2452	2095	1804	2515	2379	2401	2001	1920	2297	2470	2728	2811	2157	1933	2885	2144	2744	2796	2442	2146	2246	2294	2730	2919	2637	2598	2607	2926	2725	2517	2799	3006	1880	1454	1607	1515	1686	2200	2116	2977	357									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	102153	800	1600	2000	2000	2300	2200	1700	1800	1600	2200	1900	1600	2300	2200	2100	1800	1800	2100	2200	2500	2400	2000	1700	2600	1800	2600	2500	2300	2000	2000	2100	2600	2600	2500	2400	2500	2700	2600	2300	2600	2600	1600	1300	1400	1400	1500	2000	2000	2500	353									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	63046	581	838	1285	1344	1402	1290	991	1155	954	1393	1210	915	1367	1354	1356	1109	1132	1372	1366	1597	1491	1184	1022	1633	1217	1598	1644	1385	1147	1311	1376	1595	1489	1652	1594	1522	1695	1471	1363	1650	1811	938	694	899	759	863	1026	1120	1582	304									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3064	7	533	369	33	52	87	48	57	47	40	41	52	40	42	57	41	49	67	43	54	47	20	28	47	44	38	47	39	66	31	53	35	47	35	38	37	33	29	30	23	21	93	48	93	40	70	54	29	41	49									
6	Число погашенных избирательных бюллетеней	36043	212	229	346	623	846	823	661	588	599	767	649	633	893	804	687	650	619	661	791	849	862	796	650	920	539	964	809	876	787	658	671	970	1064	813	768	941	972	1100	907	927	768	569	558	408	601	567	920	851	877	0									
