Выборы Президента Российской Федерации																																																						
																																																						
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689					
1	"Число избирателей, внесенных в список"	111826	1696	1701	2345	1839	933	1706	2263	2285	2709	1925	831	2581	2724	1798	2191	1176	2792	2534	2760	2897	2827	2400	2338	2547	2730	2882	2558	1930	2754	2617	2949	2217	2421	2690	2315	2112	2826	2511	2558	2843	2410	2692	2406	2877	2893	2920	2917					
2	Число полученных избирательных бюллетеней	101700	1600	1600	2100	1700	1100	1500	2200	2200	2500	1700	700	2300	2500	1600	1900	1900	2500	2200	2500	2600	2500	2100	2100	2500	2500	2600	2300	1700	2500	2300	2600	1900	2000	2500	2100	1900	2500	2200	2300	2600	2100	2500	2000	2600	2700	2600	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	63808	1060	1004	1361	1104	331	660	1031	1531	1658	981	427	1430	1628	872	1109	1138	1588	1333	1774	1758	1678	1525	1420	1786	1589	1729	1301	1145	1576	1614	1747	1081	1381	1415	1195	1137	1626	1496	1520	1538	1330	1782	1272	1431	1497	1461	1758					
5	"Число избирательных бюллетеней, выданных вне помещения"	1945	29	48	34	25	209	12	99	32	64	29	56	75	32	119	39	38	22	19	47	39	47	36	32	12	27	34	14	22	19	33	16	15	159	17	68	10	32	16	15	13	12	4	15	82	41	82	5					
6	Число погашенных избирательных бюллетеней	35947	511	548	705	571	560	828	1070	637	778	690	217	795	840	609	752	724	890	848	679	803	775	539	648	702	884	837	985	533	905	653	837	804	460	1068	837	753	842	688	765	1049	758	714	713	1087	1162	1057	837					
7	Число избирательных бюллетеней в переносных ящиках	1944	29	48	34	25	208	12	99	32	64	29	56	75	32	119	39	38	22	19	47	39	47	36	32	12	27	34	14	22	19	33	16	15	159	17	68	10	32	16	15	13	12	4	15	82	41	82	5					
8	Число бюллетеней в стационарных ящиках для голосования	63741	1058	1000	1361	1104	331	660	1029	1531	1658	979	426	1429	1628	871	1108	1138	1588	1333	1771	1758	1677	1521	1420	1786	1589	1729	1301	1145	1576	1611	1744	1081	1380	1412	1193	1137	1624	1496	1512	1522	1330	1782	1268	1430	1496	1460	1758					
9	Число недействительных избирательных бюллетеней	460	4	18	7	13	1	4	6	9	12	9	4	17	25	6	13	11	15	7	14	18	12	6	9	8	13	10	6	6	6	11	13	6	10	5	11	4	5	9	10	8	9	16	4	3	10	25	12					
10	Число действительных избирательных бюллетеней	65225	1083	1030	1388	1116	538	668	1122	1554	1710	999	478	1487	1635	984	1134	1165	1595	1345	1804	1779	1712	1551	1443	1790	1603	1753	1309	1161	1589	1633	1747	1090	1529	1424	1250	1143	1651	1503	1517	1527	1333	1770	1279	1509	1527	1517	1751					
11	Число полученных открепительных  удостоверений	1930	40	40	40	40	40	80	40	40	40	40	40	40	40	40	40	40	40	40	50	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	Число выданных открепительных удостоверений	938	21	14	17	11	10	70	16	31	24	7	1	28	20	6	14	15	26	21	43	27	35	12	9	32	19	29	18	17	23	12	17	9	18	18	21	16	23	17	25	19	14	22	12	12	14	16	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	551	10	17	15	16	19	12	21	15	13	8	11	20	13	8	7	7	12	14	17	14	12	8	16	8	13	13	5	8	10	3	5	10	16	15	6	5	15	10	14	5	11	12	8	13	10	16	15					
14	Число неиспользованных открепительных удостоверений	992	19	26	23	29	30	10	24	9	16	33	39	12	20	34	26	25	14	19	7	13	5	28	31	8	21	11	22	23	17	28	23	31	22	22	19	24	17	23	15	21	26	18	28	28	26	24	3					
15	"Число открепительных удостоверений, выданных в ТИК"	32	2	1	0	0	0	0	1	2	1	0	0	1	3	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	3	0	2	2	2	1	2	0	1	0	0	0	0	1	0	2	0					
