Выборы Президента Российской Федерации																																																																																	
Дата голосования: 02.03.2008																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Адмиралтейская N 1																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
	Число участковых избирательных комиссий	74																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	74																																																																															
																																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74					
1	"Число избирателей, включенных в списки избирателей"	129627	1874	1718	2014	1470	1914	1838	1810	2129	2212	1836	1741	2319	2396	1997	1299	2063	1318	2104	1883	1689	2032	1704	1738	1684	1782	2246	2109	2004	1679	1066	1648	1731	1317	2005	1657	1418	1748	1941	1761	1827	1214	2106	2024	2027	1969	2098	1918	2160	1838	1508	1772	1648	1513	1716	1911	1166	2715	1854	1002	2445	1945	2203	1768	2459	1643	1521	2153	1612	1759	385	222	376	154	2102					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	115550	1600	1500	1800	1300	1800	1600	1600	1700	2000	1600	1500	2000	2000	1800	1000	1400	1000	1800	1600	1500	1800	1500	1500	1500	1500	2000	1900	1800	1500	900	1500	1500	1200	1800	1500	1400	1500	1800	1700	1600	1100	1900	1900	1900	1700	1800	1800	1800	1600	1500	1600	1500	1400	1600	1600	1000	2400	1700	800	2300	1500	1800	1600	2050	1500	1400	1900	1400	1500	500	300	500	1000	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	80215	1015	1118	1259	935	1205	1307	887	1270	1293	962	1083	1481	1468	1360	724	1113	741	1095	1015	892	1279	1240	1085	1031	1306	1812	1548	1275	774	710	1216	874	817	1174	1187	948	870	1099	1328	979	629	1074	1238	1481	906	1462	1473	1388	956	1130	995	781	848	895	1420	552	1809	1350	580	1918	937	1450	1242	1477	1191	758	962	738	1075	23	134	312	154	2102					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	9293	105	122	113	113	228	118	93	103	99	116	119	115	119	114	89	191	118	104	427	208	125	116	119	117	42	123	122	84	31	23	127	111	164	69	124	160	83	135	215	136	39	121	242	122	144	86	95	364	15	119	123	44	88	109	126	120	138	117	143	117	241	120	110	344	128	31	126	94	142	357	88	0	0	0					
6	Число погашенных избирательных бюллетеней	26042	480	260	428	252	367	175	620	327	608	522	298	404	413	326	187	96	141	601	158	400	396	144	296	352	152	65	230	441	695	167	157	515	219	557	189	292	547	566	157	485	432	705	420	297	650	252	232	48	629	251	482	675	464	596	54	328	453	233	77	265	322	230	248	229	181	611	812	568	283	120	78	188	846	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	9290	105	122	113	113	228	118	93	103	99	116	119	115	119	114	89	191	118	103	427	208	125	116	119	117	42	123	122	84	31	23	127	111	164	69	124	160	83	135	215	136	39	121	241	122	144	86	95	364	15	119	123	44	88	109	126	120	138	117	143	117	241	120	110	344	128	30	126	94	142	357	88	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	79596	1015	1116	1258	928	1198	1303	876	1231	1285	958	1080	1479	1329	1360	724	1106	737	1090	1010	886	1269	1236	1085	1026	1299	1812	1542	1244	768	709	1213	868	815	1163	1187	939	868	1090	1328	969	626	943	1233	1478	902	1452	1470	1380	947	1127	986	779	848	887	1416	551	1809	1343	580	1917	934	1450	1233	1477	1191	757	962	734	1072	23	134	310	154	2092					
9	Число недействительных избирательных бюллетеней	1846	30	25	36	20	21	29	20	36	46	27	18	20	11	32	17	35	16	39	27	19	14	27	23	31	20	28	44	31	28	21	17	34	20	30	19	11	31	34	31	23	17	19	34	28	23	26	40	27	29	20	30	29	11	108	34	16	37	29	14	42	28	23	19	17	18	16	12	16	13	3	1	11	1	14					
