Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Заринская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в список избирателей"	15703	582	611	359	452	316	182	119	468	536	1401	318	151	46	502	390	88	65	549	170	120	92	624	218	765	73	123	147	377	68	47	551	131	257	1061	416	1068	936	28	34	403	314	391	154					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15460	570	590	350	440	310	170	110	490	540	1400	310	150	90	520	380	80	60	540	150	110	90	620	210	780	70	110	130	370	60	40	540	110	240	1050	400	1080	930	25	30	400	300	370	145					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7650	220	327	176	246	149	110	65	242	255	560	163	83	42	300	203	49	41	306	108	66	58	322	122	398	41	67	95	200	37	29	255	76	157	397	118	472	397	17	15	175	148	241	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	685	18	35	8	22	13	14	7	26	23	30	17	5	4	17	15	5	2	20	0	7	9	28	13	14	1	0	10	26	3	2	28	7	22	38	53	59	45	2	1	13	12	5	6					
6	Число погашенных избирательных бюллетеней	7125	332	228	166	172	148	46	38	222	262	810	130	62	44	203	162	26	17	214	42	37	23	270	75	368	28	43	25	144	20	9	257	27	61	615	229	549	488	6	14	212	140	124	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	685	18	35	8	22	13	14	7	26	23	30	17	5	4	17	15	5	2	20	0	7	9	28	13	14	1	0	10	26	3	2	28	7	22	38	53	59	45	2	1	13	12	5	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7649	220	327	176	246	149	110	65	241	255	560	163	83	42	300	203	49	41	306	108	66	58	322	122	398	41	67	95	200	37	29	255	76	157	397	118	472	397	17	15	175	148	241	102					
9	Число недействительных избирательных бюллетеней	144	4	3	4	7	3	2	1	7	6	13	5	3	1	7	2	3	0	3	0	0	1	8	2	13	2	0	0	4	1	0	4	2	1	9	0	13	4	0	0	0	0	5	1					
10	Число действительных избирательных бюллетеней	8190	234	359	180	261	159	122	71	260	272	577	175	85	45	310	216	51	43	323	108	73	66	342	133	399	40	67	105	222	39	31	279	81	178	426	171	518	438	19	16	188	160	241	107					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	193	9	5	4	4	1	0	3	5	10	10	6	2	2	8	5	2	2	6	0	1	2	10	2	5	2	2	2	11	3	3	7	3	3	9	3	9	8	1	3	7	4	7	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	114	0	5	0	4	1	0	3	1	2	9	1	0	1	8	1	0	0	6	0	1	2	5	2	4	0	1	1	8	0	2	6	1	2	5	0	3	8	1	3	7	4	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	7	2	2	8	3	3	4	4	1	8	2	2	3	6	3	4	4	1	2	4	2	5	2	3	4	2	2	1	5	6	3	7	1	9	3	5	9	3	5	4	4	8	0					
14	Число погашенных неиспользованных открепительных удостоверений	79	9	0	4	0	0	0	0	4	8	1	5	2	1	0	4	2	2	0	0	0	0	5	0	1	2	1	1	3	3	1	1	2	1	4	3	6	0	0	0	0	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1327	48	72	22	30	22	9	12	36	52	116	34	11	12	41	39	12	9	39	9	16	18	51	17	60	5	12	15	53	13	4	56	8	26	46	31	81	74	5	2	26	22	52	9					
		15.92%	20.17%	19.89%	11.96%	11.19%	13.58%	7.26%	16.67%	13.48%	18.71%	19.66%	18.89%	12.50%	26.09%	12.93%	17.89%	22.22%	20.93%	11.96%	8.33%	21.92%	26.87%	14.57%	12.59%	14.56%	11.90%	17.91%	14.29%	23.45%	32.50%	12.90%	19.79%	9.64%	14.53%	10.57%	18.13%	15.25%	16.74%	26.32%	12.50%	13.83%	13.75%	21.14%	8.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1387	33	58	33	40	44	38	21	48	40	79	27	11	10	46	31	6	14	48	14	26	13	54	36	59	5	11	25	22	3	11	36	32	32	73	25	61	65	3	2	42	50	36	24					
		16.64%	13.87%	16.02%	17.93%	14.93%	27.16%	30.65%	29.17%	17.98%	14.39%	13.39%	15.00%	12.50%	21.74%	14.51%	14.22%	11.11%	32.56%	14.72%	12.96%	35.62%	19.40%	15.43%	26.67%	14.32%	11.90%	16.42%	23.81%	9.73%	7.50%	35.48%	12.72%	38.55%	17.88%	16.78%	14.62%	11.49%	14.71%	15.79%	12.50%	22.34%	31.25%	14.63%	22.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	3	3	2	1	1	1	0	1	1	3	1	2	0	6	0	1	0	2	1	0	1	1	1	3	0	0	2	2	1	0	3	2	0	2	1	4	2	0	0	4	0	0	0					
		0.70%	1.26%	0.83%	1.09%	0.37%	0.62%	0.81%	0.00%	0.37%	0.36%	0.51%	0.56%	2.27%	0.00%	1.89%	0.00%	1.85%	0.00%	0.61%	0.93%	0.00%	1.49%	0.29%	0.74%	0.73%	0.00%	0.00%	1.90%	0.88%	2.50%	0.00%	1.06%	2.41%	0.00%	0.46%	0.58%	0.75%	0.45%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1379	41	43	37	37	15	14	9	36	51	152	57	19	9	56	59	10	6	43	25	4	1	49	25	87	3	0	22	35	12	10	39	17	29	65	30	89	70	3	1	19	30	17	3					
		16.55%	17.23%	11.88%	20.11%	13.81%	9.26%	11.29%	12.50%	13.48%	18.35%	25.76%	31.67%	21.59%	19.57%	17.67%	27.06%	18.52%	13.95%	13.19%	23.15%	5.48%	1.49%	14.00%	18.52%	21.12%	7.14%	0.00%	20.95%	15.49%	30.00%	32.26%	13.78%	20.48%	16.20%	14.94%	17.54%	16.76%	15.84%	15.79%	6.25%	10.11%	18.75%	6.91%	2.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	1	6	2	2	1	1	0	6	0	6	0	1	0	0	0	0	0	6	0	1	2	2	0	5	0	0	0	4	0	0	3	2	0	4	0	22	4	0	0	0	0	1	0					
		0.98%	0.42%	1.66%	1.09%	0.75%	0.62%	0.81%	0.00%	2.25%	0.00%	1.02%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	1.84%	0.00%	1.37%	2.99%	0.57%	0.00%	1.21%	0.00%	0.00%	0.00%	1.77%	0.00%	0.00%	1.06%	2.41%	0.00%	0.92%	0.00%	4.14%	0.90%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3928	107	177	84	148	76	58	29	132	124	219	55	40	14	160	86	22	14	184	59	26	31	183	54	184	27	44	41	105	10	6	140	20	91	236	84	259	223	8	11	93	58	135	71					
		47.13%	44.96%	48.90%	45.65%	55.22%	46.91%	46.77%	40.28%	49.44%	44.60%	37.12%	30.56%	45.45%	30.43%	50.47%	39.45%	40.74%	32.56%	56.44%	54.63%	35.62%	46.27%	52.29%	40.00%	44.66%	64.29%	65.67%	39.05%	46.46%	25.00%	19.35%	49.47%	24.10%	50.84%	54.25%	49.12%	48.78%	50.45%	42.11%	68.75%	49.47%	36.25%	54.88%	65.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	1	0	0	3	0	1	0	1	4	2	1	1	0	1	1	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	4	0	0	0					
		0.35%	0.42%	0.00%	0.00%	1.12%	0.00%	0.81%	0.00%	0.37%	1.44%	0.34%	0.56%	1.14%	0.00%	0.32%	0.46%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.57%	0.00%	0.24%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
