Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    Волгоград, Дзержинская																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465									
1	Число избирателей, включенных в список избирателей	145646	3262	1332	1508	2811	3057	1171	1275	1517	1171	1685	2363	2195	2382	1945	2909	3043	2423	3072	3063	2790	2716	2630	2175	2768	2406	2354	1976	1962	2656	2421	3015	3310	2899	2443	2500	2381	2255	1980	2093	2105	1974	3002	2771	1947	2542	1765	2015	2227	2082	2298	2821	2792	2324	2645	1755	1960	2278	2422	2311	2098	1922	1611	1004	1025	36									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	132150	2900	1600	1200	2500	2500	1000	1200	1300	1000	1400	2300	2000	2100	1800	2800	2800	2200	2200	2800	2700	2500	2400	2000	2500	2100	1700	1900	1800	2400	2300	2700	2800	2700	2300	2400	2200	2100	1800	1800	1800	1800	2700	2600	1800	2000	1600	1800	2000	1900	2100	2500	2300	2200	2800	1600	1800	2100	2400	2200	1900	1700	1600	1050	1100	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	81096	1596	637	784	1399	1636	588	533	615	509	884	1225	1126	1204	1114	1478	1686	1429	1910	1712	1505	1456	1495	1152	1613	1657	1537	1558	1178	1564	1493	1813	1928	1924	2041	1654	1405	1459	1169	1192	1185	1145	1617	1483	1115	1385	965	1053	1102	1101	1304	1595	1540	1284	1806	811	912	1176	1318	1344	862	1083	428	208	380	36									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6872	41	355	46	72	433	29	22	31	27	22	71	220	152	18	48	44	128	186	36	66	91	71	51	12	68	51	40	22	35	62	38	41	29	26	19	21	52	11	25	28	14	29	34	156	24	38	35	33	42	53	72	216	89	194	93	95	5	147	47	67	30	1078	796	645	0									
6	Число погашенных избирательных бюллетеней	44182	1263	608	370	1029	431	383	645	654	464	494	1004	654	744	668	1274	1070	643	104	1052	1129	953	834	797	875	375	112	302	600	801	745	849	831	747	233	727	774	589	620	583	587	641	1054	1083	529	591	597	712	865	757	743	833	544	827	800	696	793	919	935	809	971	587	94	46	75	64									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6870	41	355	46	72	433	29	22	31	27	22	71	220	152	18	48	44	128	186	36	66	91	71	51	12	68	51	40	22	35	62	38	41	29	26	19	21	52	11	25	28	14	29	34	156	24	38	35	33	42	53	72	216	89	194	93	95	5	147	47	67	30	1078	796	643	0									
8	Число бюллетеней в стационарных ящиках для голосования	80761	1596	637	784	1399	1636	588	533	615	509	862	1225	1126	1052	1114	1478	1686	1429	1909	1712	1505	1456	1495	1152	1611	1657	1537	1558	1178	1564	1493	1813	1928	1924	1997	1654	1405	1459	1169	1192	1185	1145	1617	1483	1115	1363	965	1053	1102	1101	1304	1593	1540	1195	1806	811	912	1176	1318	1344	862	1083	428	208	379	36									
9	Число недействительных избирательных бюллетеней	949	22	6	12	0	16	6	6	6	7	8	20	5	19	9	12	23	5	23	23	20	14	12	6	7	5	17	13	19	10	0	9	23	0	18	13	1	2	10	13	7	16	15	9	9	18	8	11	6	5	7	23	18	15	21	4	5	7	8	13	0	0	113	12	158	1									
10	Число действительных избирательных бюллетеней	86682	1615	986	818	1471	2053	611	549	640	529	876	1276	1341	1185	1123	1514	1707	1552	2072	1725	1551	1533	1554	1197	1616	1720	1571	1585	1181	1589	1555	1842	1946	1953	2005	1660	1425	1509	1170	1204	1206	1143	1631	1508	1262	1369	995	1077	1129	1138	1350	1642	1738	1269	1979	900	1002	1174	1457	1378	929	1113	1393	992	864	35									
11	Число полученных открепительных  удостоверений	3415	51	51	41	51	46	46	35	20	43	51	77	51	66	31	66	66	51	46	46	46	41	51	46	96	45	31	26	75	46	46	75	60	66	66	60	66	46	41	55	42	51	46	45	46	35	25	35	46	50	20	60	40	40	487	40	38	55	80	45	25	45	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3292	51	49	41	51	44	44	34	20	43	51	75	51	66	31	66	66	51	46	46	46	41	50	45	94	45	31	26	75	45	46	75	60	66	66	60	66	46	41	53	39	50	46	44	46	35	25	35	45	49	20	58	38	39	398	36	38	55	79	44	25	45	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4456	25	82	13	26	70	21	6	4	13	84	17	24	126	33	34	46	22	61	116	25	50	46	46	21	443	342	284	34	41	18	126	152	28	31	15	22	30	55	41	43	39	36	33	25	113	36	30	33	27	19	61	23	48	75	18	19	33	36	8	24	20	638	26	284	36									
14	Число неиспользованных открепительных удостоверений	122	0	2	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	1	1	0	2	2	1	89	4	0	0	1	1	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	523	13	1	3	7	3	5	5	7	8	6	8	6	10	9	9	10	11	5	22	13	9	11	8	8	7	5	10	6	6	10	5	7	15	8	11	9	11	5	9	16	5	6	8	8	7	7	13	14	9	7	7	11	6	11	9	5	13	12	14	10	4	0	0	0	0									
16	Число утраченных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	3073	102	37	59	10	112	20	28	7	46	33	70	35	88	30	49	30	82	210	10	87	25	104	51	28	48	87	90	28	59	22	90	89	18	68	58	16	23	18	30	21	54	23	64	80	35	53	43	34	30	34	80	35	21	109	31	20	27	21	42	43	19	21	5	30	1									
		3.51%	6.23%	3.73%	7.11%	0.68%	5.41%	3.24%	5.05%	1.08%	8.58%	3.73%	5.40%	2.60%	7.31%	2.65%	3.21%	1.73%	5.27%	10.02%	0.57%	5.54%	1.62%	6.64%	4.24%	1.73%	2.78%	5.48%	5.63%	2.33%	3.69%	1.41%	4.86%	4.52%	0.92%	3.36%	3.47%	1.12%	1.52%	1.53%	2.47%	1.73%	4.66%	1.40%	4.22%	6.29%	2.52%	5.28%	3.95%	2.99%	2.62%	2.51%	4.80%	1.99%	1.64%	5.45%	3.43%	1.99%	2.29%	1.43%	3.02%	4.63%	1.71%	1.39%	0.50%	2.94%	2.78%									
20	Зюганов Геннадий Андреевич	13457	177	181	155	311	221	94	119	130	133	139	223	106	224	174	184	257	193	288	398	288	316	254	164	323	266	277	321	276	345	319	172	307	348	302	188	300	293	259	257	137	92	333	148	103	290	76	121	94	81	228	326	267	320	209	140	95	208	163	121	114	186	70	178	67	8									
		15.36%	10.81%	18.25%	18.67%	21.14%	10.68%	15.24%	21.44%	20.12%	24.81%	15.72%	17.21%	7.88%	18.60%	15.37%	12.06%	14.86%	12.40%	13.75%	22.77%	18.33%	20.43%	16.22%	13.63%	19.90%	15.42%	17.44%	20.09%	23.00%	21.58%	20.51%	9.29%	15.59%	17.82%	14.93%	11.24%	21.04%	19.39%	21.95%	21.12%	11.29%	7.94%	20.23%	9.76%	8.10%	20.91%	7.58%	11.12%	8.28%	7.09%	16.80%	19.58%	15.21%	24.92%	10.45%	15.49%	9.43%	17.61%	11.13%	8.70%	12.27%	16.71%	4.65%	17.73%	6.56%	22.22%									
21	Миронов Сергей Михайлович	2506	39	29	28	71	53	20	34	23	19	19	62	24	51	51	29	38	45	66	2	15	67	51	41	16	46	57	69	51	63	54	40	45	45	84	18	8	14	10	70	11	42	93	26	42	21	30	35	58	28	61	69	75	74	40	27	38	13	7	59	18	31	20	9	10	2									
		2.86%	2.38%	2.92%	3.37%	4.83%	2.56%	3.24%	6.13%	3.56%	3.54%	2.15%	4.78%	1.78%	4.24%	4.51%	1.90%	2.20%	2.89%	3.15%	0.11%	0.95%	4.33%	3.26%	3.41%	0.99%	2.67%	3.59%	4.32%	4.25%	3.94%	3.47%	2.16%	2.29%	2.30%	4.15%	1.08%	0.56%	0.93%	0.85%	5.75%	0.91%	3.62%	5.65%	1.71%	3.30%	1.51%	2.99%	3.22%	5.11%	2.45%	4.50%	4.14%	4.27%	5.76%	2.00%	2.99%	3.77%	1.10%	0.48%	4.24%	1.94%	2.79%	1.33%	0.90%	0.98%	5.56%									
22	Прохоров Михаил Дмитриевич	3651	73	43	70	10	102	30	78	5	62	15	12	38	91	20	92	189	68	145	4	12	80	87	43	99	92	147	139	39	57	47	62	91	47	180	149	159	35	57	28	61	28	20	33	36	24	38	32	28	82	102	11	40	15	60	11	20	40	12	54	10	20	38	6	29	4									
		4.17%	4.46%	4.33%	8.43%	0.68%	4.93%	4.86%	14.05%	0.77%	11.57%	1.70%	0.93%	2.82%	7.56%	1.77%	6.03%	10.92%	4.37%	6.92%	0.23%	0.76%	5.17%	5.56%	3.57%	6.10%	5.33%	9.26%	8.70%	3.25%	3.56%	3.02%	3.35%	4.62%	2.41%	8.90%	8.91%	11.15%	2.32%	4.83%	2.30%	5.03%	2.42%	1.22%	2.18%	2.83%	1.73%	3.79%	2.94%	2.47%	7.17%	7.52%	0.66%	2.28%	1.17%	3.00%	1.22%	1.99%	3.39%	0.82%	3.88%	1.08%	1.80%	2.52%	0.60%	2.84%	11.11%									
23	Путин Владимир Владимирович	63995	1224	696	506	1069	1565	447	290	475	269	670	909	1138	731	848	1160	1193	1164	1363	1311	1149	1045	1058	898	1150	1268	1003	966	787	1065	1113	1478	1414	1495	1371	1247	942	1144	826	819	976	927	1162	1237	1001	999	798	846	915	917	925	1156	1321	839	1561	691	829	886	1254	1102	744	857	1244	794	728	20									
