Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
"Наименование Избирательной комиссии:    Волгоград, Дзержинская"																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
1	"Число избирателей, включенных в списки избирателей"	136411	2527	1768	1698	2833	2556	1054	1468	1289	1070	1504	2330	2077	2189	2053	2822	2422	2045	2669	2811	2742	2820	2855	2053	2798	1824	1949	1924	2042	2703	2511	2842	2848	2607	2372	2532	2385	2195	2024	2102	2050	2064	2746	2474	1784	2118	1698	1903	2051	2135	2928	2585	2420	2404	2509	2494	2127	2655	2200	2080	1872	120	279	939	463					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	129450	2450	1600	1650	2800	2400	950	1200	1200	1000	1450	2300	2050	2150	1900	2750	2400	1850	2350	2750	2700	2650	2750	1950	2600	1700	1800	1800	1900	2500	2450	2650	2700	2450	2350	2500	2250	2150	1900	1950	1900	1900	2550	2300	1750	1950	1650	1850	2000	1950	2850	2500	2200	2100	2300	2400	2050	2550	2150	2000	1850	120	300	870	510					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	72568	1150	787	1030	1492	1267	507	736	585	520	724	1377	1077	1173	1155	1416	1274	1055	1861	1602	1538	1505	1697	1026	1577	1001	1033	1149	1161	1400	1368	1506	1373	1307	1241	1430	1247	1178	1054	1052	1057	1077	1383	1282	971	940	776	951	1055	1143	1779	1462	1345	1250	1350	1048	1045	1292	1477	1099	1175	85	213	619	63					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2942	48	112	30	99	201	14	23	28	40	21	35	66	38	23	43	54	42	35	30	46	24	64	45	15	20	20	25	18	22	20	27	20	17	16	5	25	18	15	16	26	17	23	13	16	21	21	16	28	37	149	28	31	58	135	28	46	19	43	23	35	35	53	181	400					
6	Число погашенных избирательных бюллетеней	53940	1252	701	590	1209	932	429	441	587	440	705	888	907	939	722	1291	1072	753	454	1118	1116	1121	989	879	1008	679	747	626	721	1078	1062	1117	1307	1126	1093	1065	978	954	831	882	817	806	1144	1005	763	989	853	883	917	770	922	1010	824	792	815	1324	959	1239	630	878	640	0	34	70	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2942	48	112	30	99	201	14	23	28	40	21	35	66	38	23	43	54	42	35	30	46	24	64	45	15	20	20	25	18	22	20	27	20	17	16	5	25	18	15	16	26	17	23	13	16	21	21	16	28	37	149	28	31	58	135	28	46	19	43	23	35	35	53	181	400					
8	Число бюллетеней в стационарных ящиках для голосования	72421	1150	787	1030	1492	1267	507	736	585	520	724	1377	1077	1173	1155	1416	1274	1054	1859	1602	1538	1505	1697	1026	1572	1001	1033	1148	1161	1400	1368	1506	1371	1307	1241	1380	1247	1178	1054	1052	1057	1077	1331	1282	971	939	772	951	1055	1120	1779	1462	1343	1250	1350	1048	1045	1292	1477	1095	1175	85	213	619	63					
9	Число недействительных избирательных бюллетеней	1088	15	10	18	14	17	9	8	6	4	8	19	18	19	14	17	19	23	14	35	20	25	16	18	23	14	13	9	13	21	21	23	11	26	34	17	17	25	15	14	19	13	11	2	11	12	9	13	15	19	18	19	19	12	17	19	25	15	31	16	98	0	3	10	0					
10	Число действительных избирательных бюллетеней	74275	1183	889	1042	1577	1451	512	751	607	556	737	1393	1125	1192	1164	1442	1309	1073	1880	1597	1564	1504	1745	1053	1564	1007	1040	1164	1166	1401	1367	1510	1380	1298	1223	1368	1255	1171	1054	1054	1064	1081	1343	1293	976	948	784	954	1068	1138	1910	1471	1355	1296	1468	1057	1066	1296	1489	1102	1112	120	263	790	463					
11	Число полученных открепительных  удостоверений	1461	25	20	20	30	25	20	20	20	20	20	25	25	25	20	22	35	20	25	30	20	30	40	25	30	20	20	20	25	25	21	26	26	26	30	30	25	25	25	20	20	20	30	30	20	20	20	20	20	20	20	25	30	25	40	30	20	30	25	20	20	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1038	13	8	7	20	18	6	17	5	5	20	15	13	24	12	22	28	12	11	26	20	28	36	9	30	14	19	9	11	15	12	26	25	19	15	22	24	17	13	16	20	12	20	18	14	12	15	14	15	19	10	22	19	20	37	29	17	22	14	17	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1335	14	8	10	34	32	14	13	6	5	12	34	13	14	22	12	21	27	46	23	22	17	31	26	18	16	13	22	18	23	12	27	9	17	15	10	14	11	12	16	7	28	26	11	24	16	16	21	19	23	17	10	24	20	38	24	8	37	20	11	14	21	66	94	31					
14	Число неиспользованных открепительных удостоверений	423	12	12	13	10	7	14	3	15	15	0	10	12	1	8	0	7	8	14	4	0	2	4	16	0	6	1	11	14	10	9	0	1	7	15	8	1	8	12	4	0	8	10	12	6	8	5	6	5	1	10	3	11	5	3	1	3	8	11	3	10	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	25	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	949	11	14	12	21	12	4	10	5	6	13	15	17	19	9	12	24	15	33	21	18	17	26	12	16	14	14	17	18	14	17	22	15	24	18	23	15	18	13	15	9	13	11	16	9	5	11	10	17	14	30	17	21	12	28	15	13	19	18	8	14	0	0	13	7					
		1.26%	0.92%	1.56%	1.13%	1.32%	0.82%	0.77%	1.32%	0.82%	1.07%	1.74%	1.06%	1.49%	1.57%	0.76%	0.82%	1.81%	1.37%	1.74%	1.29%	1.14%	1.11%	1.48%	1.12%	1.01%	1.37%	1.33%	1.45%	1.53%	0.98%	1.22%	1.44%	1.08%	1.81%	1.43%	1.66%	1.18%	1.51%	1.22%	1.40%	0.83%	1.19%	0.81%	1.24%	0.91%	0.52%	1.39%	1.03%	1.57%	1.21%	1.56%	1.14%	1.53%	0.92%	1.89%	1.39%	1.19%	1.45%	1.18%	0.72%	1.16%	0.00%	0.00%	1.63%	1.51%					
19	Жириновский Владимир Вольфович	9263	166	134	159	245	183	57	108	77	72	94	175	128	102	112	169	122	129	335	206	179	173	266	120	193	103	118	130	130	151	152	161	136	141	174	209	153	150	138	154	116	138	177	135	117	138	86	138	141	127	353	233	142	117	183	123	118	148	166	178	100	8	22	91	64					
		12.29%	13.86%	14.91%	15.00%	15.40%	12.47%	10.94%	14.23%	12.56%	12.86%	12.62%	12.39%	11.20%	8.42%	9.51%	11.58%	9.19%	11.77%	17.69%	12.62%	11.30%	11.31%	15.11%	11.20%	12.16%	10.09%	11.21%	11.08%	11.03%	10.62%	10.95%	10.50%	9.78%	10.65%	13.84%	15.09%	12.03%	12.54%	12.91%	14.42%	10.71%	12.61%	13.07%	10.42%	11.85%	14.38%	10.84%	14.27%	13.02%	10.98%	18.31%	15.64%	10.33%	8.94%	12.32%	11.43%	10.82%	11.29%	10.92%	15.92%	8.26%	6.67%	8.27%	11.38%	13.82%					
20	Зюганов Геннадий Андреевич	16476	230	159	165	282	418	99	151	130	144	179	331	266	364	337	350	337	264	231	323	368	314	286	221	350	221	236	279	245	372	361	397	313	284	246	225	271	226	236	210	294	243	301	366	251	222	229	237	260	259	246	269	347	371	319	217	282	219	226	158	326	26	101	189	97					
		21.86%	19.20%	17.69%	15.57%	17.72%	28.47%	19.00%	19.89%	21.21%	25.71%	24.03%	23.44%	23.27%	30.06%	28.61%	23.99%	25.38%	24.09%	12.20%	19.79%	23.23%	20.54%	16.24%	20.63%	22.05%	21.65%	22.41%	23.79%	20.78%	26.16%	26.01%	25.90%	22.50%	21.45%	19.57%	16.25%	21.31%	18.90%	22.08%	19.66%	27.15%	22.21%	22.23%	28.26%	25.43%	23.13%	28.88%	24.51%	24.01%	22.39%	12.76%	18.05%	25.25%	28.36%	21.48%	20.17%	25.85%	16.70%	14.87%	14.13%	26.94%	21.67%	37.97%	23.63%	20.95%					
21	Медведев Дмитрий Анатольевич	47587	776	582	706	1029	838	352	482	395	334	451	872	714	707	706	911	826	665	1281	1047	999	1000	1167	700	1005	669	672	738	773	864	837	930	916	849	785	911	816	777	667	675	645	687	854	776	599	583	458	569	650	738	1281	952	845	796	938	702	653	910	1079	758	672	86	140	497	295					
		63.14%	64.77%	64.74%	66.60%	64.68%	57.08%	67.56%	63.50%	64.44%	59.64%	60.54%	61.76%	62.47%	58.38%	59.93%	62.44%	62.20%	60.68%	67.63%	64.15%	63.07%	65.40%	66.27%	65.36%	63.33%	65.52%	63.82%	62.92%	65.56%	60.76%	60.30%	60.67%	65.85%	64.12%	62.45%	65.78%	64.15%	64.97%	62.39%	63.20%	59.56%	62.80%	63.07%	59.92%	60.69%	60.73%	57.76%	58.84%	60.02%	63.79%	66.44%	63.89%	61.50%	60.86%	63.16%	65.24%	59.85%	69.41%	70.99%	67.80%	55.54%	71.67%	52.63%	62.13%	63.71%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
