Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Кирсановская городская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №1042	УИК №1043					
1	"Число избирателей, внесенных в список"	13083	907	782	634	717	808	990	956	753	746	819	949	1020	863	629	914	596					
2	Число полученных избирательных бюллетеней	12950	900	750	600	700	800	1000	950	750	750	850	950	1000	850	600	900	600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10435	751	655	507	611	542	736	785	603	521	712	854	880	634	430	763	451					
5	"Число избирательных бюллетеней, выданных вне помещения"	1484	114	49	76	70	136	187	73	98	106	11	57	75	103	148	78	103					
6	Число погашенных избирательных бюллетеней	1031	35	46	17	19	122	77	92	49	123	127	39	45	113	22	59	46					
7	Число избирательных бюллетеней в переносных ящиках	1484	114	49	76	70	136	187	73	98	106	11	57	75	103	148	78	103					
8	Число бюллетеней в стационарных ящиках для голосования	10434	751	655	507	611	542	736	785	602	521	712	854	880	634	430	763	451					
9	Число недействительных избирательных бюллетеней	407	59	6	0	3	12	200	5	4	10	6	46	17	3	31	1	4					
10	Число действительных избирательных бюллетеней	11511	806	698	583	678	666	723	853	696	617	717	865	938	734	547	840	550					
11	Число полученных открепительных  удостоверений	446	26	26	26	26	26	26	30	26	26	38	33	33	26	26	26	26					
12	Число выданных открепительных удостоверений	252	10	13	24	10	8	18	19	21	20	35	18	6	19	13	12	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	112	7	7	12	5	6	12	9	8	11	2	1	4	4	10	10	4					
14	Число неиспользованных открепительных удостоверений	194	16	13	2	16	18	8	11	5	6	3	15	27	7	13	14	20					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	295	15	30	18	14	16	10	20	9	16	36	21	15	18	15	16	26					
		2.48%	1.73%	4.26%	3.09%	2.06%	2.36%	1.08%	2.33%	1.29%	2.55%	4.98%	2.31%	1.57%	2.44%	2.60%	1.90%	4.69%					
19	. Малышкин Олег Александрович	131	2	9	8	3	7	10	9	5	7	15	16	20	8	6	2	4					
		1.10%	0.23%	1.28%	1.37%	0.44%	1.03%	1.08%	1.05%	0.71%	1.12%	2.07%	1.76%	2.09%	1.09%	1.04%	0.24%	0.72%					
20	. Миронов Сергей Михайлович	63	2	4	2	3	2	4	2	0	11	2	0	17	8	3	2	1					
		0.53%	0.23%	0.57%	0.34%	0.44%	0.29%	0.43%	0.23%	0.00%	1.75%	0.28%	0.00%	1.78%	1.09%	0.52%	0.24%	0.18%					
21	. Путин Владимир Владимирович	8450	663	505	501	490	437	625	560	596	386	415	640	682	509	406	636	399					
		70.90%	76.65%	71.73%	85.93%	71.95%	64.45%	67.71%	65.27%	85.14%	61.56%	57.40%	70.25%	71.41%	69.06%	70.24%	75.62%	72.02%					
22	. Хакамада Ирина Муцуовна	229	8	16	11	13	20	10	17	16	11	27	21	9	12	8	17	13					
		1.92%	0.92%	2.27%	1.89%	1.91%	2.95%	1.08%	1.98%	2.29%	1.75%	3.73%	2.31%	0.94%	1.63%	1.38%	2.02%	2.35%					
23	. Харитонов Николай Михайлович	2004	87	114	30	137	160	51	212	58	158	182	162	182	147	95	144	85					
		16.81%	10.06%	16.19%	5.15%	20.12%	23.60%	5.53%	24.71%	8.29%	25.20%	25.17%	17.78%	19.06%	19.95%	16.44%	17.12%	15.34%					
																							
24	Против всех	339	29	20	13	18	24	13	33	12	28	40	5	13	32	14	23	22					
		2.84%	3.35%	2.84%	2.23%	2.64%	3.54%	1.41%	3.85%	1.71%	4.47%	5.53%	0.55%	1.36%	4.34%	2.42%	2.73%	3.97%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
