Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Спировская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902					
1	"Число избирателей, внесенных в список избирателей"	9836	1371	770	1420	1517	561	206	278	372	457	277	218	408	313	271	367	615	415					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7750	1000	550	1000	1100	450	200	250	300	400	250	200	350	300	250	300	500	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3914	552	367	560	709	233	65	98	105	173	64	76	216	97	106	138	226	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1400	96	30	87	83	105	52	74	131	125	124	29	56	103	48	41	98	118					
6	Число погашенных избирательных бюллетеней	2436	352	153	353	308	112	83	78	64	102	62	95	78	100	96	121	176	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1400	96	30	87	83	105	52	74	131	125	124	29	56	103	48	41	98	118					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3914	552	367	560	709	233	65	98	105	173	64	76	216	97	106	138	226	129					
9	Число недействительных избирательных бюллетеней	67	5	3	11	14	11	1	0	3	2	1	0	3	0	0	6	4	3					
10	Число действительных избирательных бюллетеней	5247	643	394	636	778	327	116	172	233	296	187	105	269	200	154	173	320	244					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	228	21	15	20	16	18	5	8	5	15	15	2	10	15	15	19	14	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	219	21	15	17	14	18	5	8	5	15	15	1	10	15	14	19	13	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	13	10	10	12	8	1	5	8	5	1	0	6	5	7	7	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	3	2	0	0	0	0	0	0	1	0	0	1	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	3	4	6	0	2	0	0	1	0	0	0	1	0	0	1	3	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1117	166	120	135	185	45	14	39	37	42	28	21	60	26	37	36	98	28					
		21.02%	25.62%	30.23%	20.87%	23.36%	13.31%	11.97%	22.67%	15.68%	14.09%	14.89%	20.00%	22.06%	13.00%	24.03%	20.11%	30.25%	11.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	630	65	43	92	92	51	21	26	19	27	14	15	27	24	15	24	36	39					
		11.86%	10.03%	10.83%	14.22%	11.62%	15.09%	17.95%	15.12%	8.05%	9.06%	7.45%	14.29%	9.93%	12.00%	9.74%	13.41%	11.11%	15.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	68	10	6	9	13	6	3	1	2	0	1	3	0	6	2	2	4	0					
		1.28%	1.54%	1.51%	1.39%	1.64%	1.78%	2.56%	0.58%	0.85%	0.00%	0.53%	2.86%	0.00%	3.00%	1.30%	1.12%	1.23%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1049	171	85	168	183	59	27	9	30	41	42	17	33	33	22	32	56	41					
		19.74%	26.39%	21.41%	25.97%	23.11%	17.46%	23.08%	5.23%	12.71%	13.76%	22.34%	16.19%	12.13%	16.50%	14.29%	17.88%	17.28%	16.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	10	13	12	9	1	2	0	3	6	1	2	2	7	5	3	7	1					
		1.58%	1.54%	3.27%	1.85%	1.14%	0.30%	1.71%	0.00%	1.27%	2.01%	0.53%	1.90%	0.74%	3.50%	3.25%	1.68%	2.16%	0.40%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2273	219	126	219	288	164	49	97	140	176	101	44	147	103	71	76	118	135					
		42.77%	33.80%	31.74%	33.85%	36.36%	48.52%	41.88%	56.40%	59.32%	59.06%	53.72%	41.90%	54.04%	51.50%	46.10%	42.46%	36.42%	54.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	26	2	1	1	8	1	0	0	2	4	0	3	0	1	2	0	1	0					
		0.49%	0.31%	0.25%	0.15%	1.01%	0.30%	0.00%	0.00%	0.85%	1.34%	0.00%	2.86%	0.00%	0.50%	1.30%	0.00%	0.31%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
