Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Буйская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
1	"Число избирателей, внесенных в список избирателей"	21021	539	455	1396	1433	1396	1251	1458	1323	1371	1436	1445	1347	1340	1412	1299	1112	737	271					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19274	487	473	1262	1338	1293	1154	1340	1210	1247	1281	1323	1250	1208	1303	1181	1003	680	241					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11223	449	363	744	779	742	752	883	743	840	799	734	605	736	552	573	508	322	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	668	6	11	53	39	48	19	31	52	35	62	37	32	48	37	43	68	42	5					
6	Число погашенных избирательных бюллетеней	7383	32	99	465	520	503	383	426	415	372	420	552	613	424	714	565	427	316	137					
7	Число избирательных бюллетеней в переносных ящиках для голосования	668	6	11	53	39	48	19	31	52	35	62	37	32	48	37	43	68	42	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11218	449	363	743	779	741	750	883	743	839	799	734	605	736	552	573	508	322	99					
9	Число недействительных избирательных бюллетеней	150	8	3	7	8	16	9	7	6	14	10	15	11	10	9	5	5	4	3					
10	Число действительных избирательных бюллетеней	11736	447	371	789	810	773	760	907	789	860	851	756	626	774	580	611	571	360	101					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	538	40	40	44	65	39	37	29	29	27	25	30	33	15	22	21	25	13	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	496	38	37	38	59	36	37	27	26	27	18	30	33	14	18	21	22	13	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	308	10	3	24	22	20	20	20	20	27	40	18	15	16	11	13	14	4	11					
14	Число погашенных неиспользованных открепительных удостоверений	42	2	3	6	6	3	0	2	3	0	7	0	0	1	4	0	3	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	1	1	2	1	1	0	0	3	2	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2618	40	57	173	203	172	189	216	200	185	179	188	149	183	131	119	113	97	24					
		22.03%	8.79%	15.24%	21.73%	24.82%	21.80%	24.58%	23.63%	25.16%	21.17%	20.79%	24.38%	23.39%	23.34%	22.24%	19.32%	19.62%	26.65%	23.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1824	94	102	104	108	118	109	113	100	112	116	125	116	122	97	97	108	64	19					
		15.35%	20.66%	27.27%	13.07%	13.20%	14.96%	14.17%	12.36%	12.58%	12.81%	13.47%	16.21%	18.21%	15.56%	16.47%	15.75%	18.75%	17.58%	18.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	150	6	4	11	12	7	7	20	10	11	6	10	3	9	12	12	5	4	1					
		1.26%	1.32%	1.07%	1.38%	1.47%	0.89%	0.91%	2.19%	1.26%	1.26%	0.70%	1.30%	0.47%	1.15%	2.04%	1.95%	0.87%	1.10%	0.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2937	59	29	210	222	206	225	258	230	264	203	181	153	218	131	158	122	51	17					
		24.71%	12.97%	7.75%	26.38%	27.14%	26.11%	29.26%	28.23%	28.93%	30.21%	23.58%	23.48%	24.02%	27.81%	22.24%	25.65%	21.18%	14.01%	16.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	244	8	2	11	16	18	22	21	29	24	19	13	17	15	9	9	7	3	1					
		2.05%	1.76%	0.53%	1.38%	1.96%	2.28%	2.86%	2.30%	3.65%	2.75%	2.21%	1.69%	2.67%	1.91%	1.53%	1.46%	1.22%	0.82%	0.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3884	235	173	274	247	248	207	272	212	258	317	236	184	223	198	212	212	137	39					
		32.68%	51.65%	46.26%	34.42%	30.20%	31.43%	26.92%	29.76%	26.67%	29.52%	36.82%	30.61%	28.89%	28.44%	33.62%	34.42%	36.81%	37.64%	37.50%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	79	5	4	6	2	4	1	7	8	6	11	3	4	4	2	4	4	4	0					
		0.66%	1.10%	1.07%	0.75%	0.24%	0.51%	0.13%	0.77%	1.01%	0.69%	1.28%	0.39%	0.63%	0.51%	0.34%	0.65%	0.69%	1.10%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
