Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254					
1	"Число избирателей, внесенных в список"	72547	1856	1266	957	1575	1802	2653	1665	1677	2028	1977	2016	2619	2028	2395	2453	1505	2273	2584	1325	1626	234	328	1658	1605	413	294	371	2712	1078	98	279	1605	230	417	2403	1444	1860	1738	1955	1497	1479	1594	317	2369	1652	433	383	371	1900	107	1120	323					
2	Число полученных избирательных бюллетеней	72040	1800	1300	900	1600	1900	2700	1700	1700	2000	2000	2000	2700	2000	2400	2300	1500	2300	2500	1300	1500	200	300	1600	1300	350	300	350	2500	1000	100	250	1600	220	400	2300	1400	2000	1800	2000	1400	1500	1900	300	2500	1700	400	400	350	2000	120	1100	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	42486	933	769	522	1034	936	1375	898	982	928	1130	1142	1474	973	1193	1218	834	1037	1394	727	953	163	145	1136	1095	220	202	263	1659	701	74	228	1168	156	170	1647	932	1034	1084	1363	1061	856	1233	249	1344	972	248	308	298	1055	76	686	208					
5	"Число избирательных бюллетеней, выданных вне помещения"	5509	77	93	40	44	174	172	65	55	168	47	137	107	142	204	206	73	113	75	94	404	17	145	116	83	116	19	34	98	161	6	0	124	27	107	129	75	115	208	173	133	154	176	30	277	119	61	37	18	144	17	48	52					
6	Число погашенных избирательных бюллетеней	24045	790	438	338	522	790	1153	737	663	904	823	721	1119	885	1003	876	593	1150	1031	479	143	20	10	348	122	14	79	53	743	138	20	22	308	37	123	524	393	851	508	464	206	490	491	21	879	609	91	55	34	801	27	366	40					
7	Число избирательных бюллетеней в переносных ящиках	5509	77	93	40	44	174	172	65	55	168	47	137	107	142	204	206	73	113	75	94	404	17	145	116	83	116	19	34	98	161	6	0	124	27	107	129	75	115	208	173	133	154	176	30	277	119	61	37	18	144	17	48	52					
8	Число бюллетеней в стационарных ящиках для голосования	42477	933	769	522	1034	934	1375	898	982	928	1130	1142	1474	973	1193	1218	834	1037	1393	727	953	163	145	1136	1095	220	202	263	1659	701	74	228	1168	156	170	1647	932	1034	1084	1363	1061	856	1233	249	1344	971	248	308	298	1050	76	686	208					
9	Число недействительных избирательных бюллетеней	358	8	6	5	7	6	13	7	7	0	9	9	5	4	8	10	7	4	11	4	8	4	4	0	13	0	1	5	17	11	0	3	12	1	2	8	13	14	10	16	16	7	12	6	13	9	4	1	0	10	0	7	1					
10	Число действительных избирательных бюллетеней	47628	1002	856	557	1071	1102	1534	956	1030	1096	1168	1270	1576	1111	1389	1414	900	1146	1457	817	1349	176	286	1252	1165	336	220	292	1740	851	80	225	1280	182	275	1768	994	1135	1282	1520	1178	1003	1397	273	1608	1081	305	344	316	1184	93	727	259					
11	Число полученных открепительных  удостоверений	777	20	10	10	20	20	25	20	15	20	20	20	25	20	25	25	15	16	29	15	15	5	5	20	19	1	5	5	30	13	3	4	15	5	5	25	10	20	20	20	15	15	20	5	22	20	8	5	5	20	5	17	5					
12	Число выданных открепительных удостоверений	636	12	8	9	17	18	25	14	13	19	20	20	25	12	19	15	11	16	29	10	15	2	5	20	19	0	4	5	30	13	2	0	12	5	3	18	9	10	13	13	5	15	17	5	22	20	6	2	5	10	4	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	392	2	2	4	12	10	11	4	17	7	14	11	9	8	10	19	8	7	7	7	64	2	5	3	5	4	3	6	14	3	0	2	8	3	8	9	1	6	5	14	6	5	15	3	9	4	3	3	1	7	1	1	0					
14	Число неиспользованных открепительных удостоверений	141	8	2	1	3	2	0	6	2	1	0	0	0	8	6	10	4	0	0	5	0	3	0	0	0	1	1	0	0	0	1	4	3	0	2	7	1	10	7	7	10	0	3	0	0	0	2	3	0	10	1	2	5					
15	"Число открепительных удостоверений, выданных в ТИК"	23	0	1	0	0	0	0	0	0	1	1	1	0	1	2	1	0	0	0	0	3	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0					
