Выборы Президента Российской Федерации																																																											
Дата голосования: 02.03.2008																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
	Число участковых избирательных комиссий	52																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	52																																																									
																																																											
		Сумма	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245					
1	"Число избирателей, включенных в списки избирателей"	76406	1957	2006	1980	1874	2082	1883	2089	1866	2179	2165	2032	1802	1692	2075	1904	1995	1872	1807	2006	2430	2069	224	1884	1513	437	335	1527	368	1181	104	286	1663	253	371	1641	1944	2587	1894	2019	1582	1555	1809	301	2724	1705	387	552	407	1823	110	1150	305					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70590	1900	1800	1800	1600	1900	1700	1800	1700	1900	2100	1800	1700	1500	1900	1700	1800	1700	1600	1700	2100	1800	210	1700	1300	400	310	1400	350	1100	100	300	1600	250	350	1600	1800	2500	1800	1900	1500	1500	1800	350	2700	1700	380	540	400	1700	100	1100	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	50133	1689	1153	1469	1121	1603	1062	1121	1029	1141	1666	1502	1151	1176	1690	1307	1330	1187	1288	1265	1368	1556	204	1226	1028	238	219	1176	277	761	80	196	1177	186	229	939	964	1616	1109	1248	979	938	1329	208	1734	950	304	368	327	1223	87	742	197					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6007	65	182	101	39	196	74	42	33	124	207	53	136	195	111	83	109	134	178	107	485	55	6	89	84	70	37	99	24	90	11	14	50	25	43	192	431	218	180	195	205	160	219	50	257	203	37	67	22	108	10	71	31					
6	Число погашенных избирательных бюллетеней	14450	146	465	230	440	101	564	637	638	635	227	245	413	129	99	310	361	379	134	328	247	189	0	385	188	92	54	125	49	249	9	90	373	39	78	469	405	666	511	457	316	402	252	92	709	547	39	105	51	369	3	287	122					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6007	65	182	101	39	196	74	42	33	124	207	53	136	195	111	83	109	134	178	107	485	55	6	89	84	70	37	99	24	90	11	14	50	25	43	192	431	218	180	195	205	160	219	50	257	203	37	67	22	108	10	71	31					
8	Число бюллетеней в стационарных ящиках для голосования	50133	1689	1153	1469	1121	1603	1062	1121	1029	1141	1666	1502	1151	1176	1690	1307	1330	1187	1288	1265	1368	1556	204	1226	1028	238	219	1176	277	761	80	196	1177	186	229	939	964	1616	1109	1248	979	938	1329	208	1734	950	304	368	327	1223	87	742	197					
9	Число недействительных избирательных бюллетеней	430	13	7	9	19	5	9	10	12	9	19	0	12	12	6	10	12	21	36	15	7	24	4	0	9	0	1	11	3	6	2	0	9	0	8	12	5	11	4	8	14	5	11	0	7	7	2	1	5	10	0	8	0					
10	Число действительных избирательных бюллетеней	55710	1741	1328	1561	1141	1794	1127	1153	1050	1256	1854	1555	1275	1359	1795	1380	1427	1300	1430	1357	1846	1587	206	1315	1103	308	255	1264	298	845	89	210	1218	211	264	1119	1390	1823	1285	1435	1170	1093	1537	258	1984	1146	339	434	344	1321	97	805	228					
11	Число полученных открепительных  удостоверений	763	10	13	18	25	15	15	12	19	10	20	46	30	15	16	16	16	20	18	13	30	16	3	16	15	6	3	20	20	15	3	5	10	3	5	13	10	20	10	13	13	13	40	16	10	27	4	4	3	10	2	35	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	744	10	13	18	25	7	15	10	19	10	20	46	29	13	16	16	16	20	18	13	30	15	3	16	15	6	3	20	20	15	3	5	10	3	5	13	10	20	10	13	13	11	40	16	10	27	4	3	3	10	0	35	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	389	5	6	6	12	7	7	13	8	7	13	11	5	5	15	6	11	13	12	2	55	7	4	2	11	7	1	12	1	6	2	1	8	8	4	6	14	7	4	4	3	2	6	1	6	10	0	5	4	12	5	7	0					
14	Число неиспользованных открепительных удостоверений	19	0	0	0	0	8	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	37	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	Богданов Андрей Владимирович	475	13	13	11	8	16	17	18	7	13	15	15	17	9	19	12	10	6	16	15	19	10	0	19	10	1	1	8	1	5	1	2	5	4	3	6	11	25	19	14	6	3	9	1	10	13	0	0	5	8	0	4	2					
		0.85%	0.74%	0.97%	0.70%	0.69%	0.89%	1.50%	1.55%	0.66%	1.03%	0.80%	0.96%	1.32%	0.66%	1.05%	0.86%	0.69%	0.45%	1.09%	1.09%	1.03%	0.62%	0.00%	1.44%	0.90%	0.32%	0.39%	0.63%	0.33%	0.59%	1.10%	0.95%	0.41%	1.90%	1.10%	0.53%	0.79%	1.36%	1.47%	0.97%	0.51%	0.27%	0.58%	0.39%	0.50%	1.13%	0.00%	0.00%	1.43%	0.60%	0.00%	0.49%	0.88%					
19	Жириновский Владимир Вольфович	4933	94	137	123	117	96	132	130	117	152	135	89	71	121	130	107	129	103	90	144	171	114	10	168	107	28	33	127	34	79	9	17	109	11	22	122	117	185	151	147	102	113	99	18	193	131	20	44	32	87	16	91	9					
		8.79%	5.36%	10.26%	7.83%	10.09%	5.34%	11.62%	11.18%	11.02%	12.02%	7.21%	5.72%	5.52%	8.83%	7.22%	7.70%	8.96%	7.80%	6.14%	10.50%	9.23%	7.08%	4.76%	12.78%	9.62%	9.09%	12.89%	9.96%	11.30%	9.28%	9.89%	8.10%	8.88%	5.21%	8.09%	10.79%	8.39%	10.09%	11.71%	10.19%	8.61%	10.29%	6.40%	6.98%	9.69%	11.36%	5.87%	10.11%	9.17%	6.54%	16.49%	11.19%	3.95%					
20	Зюганов Геннадий Андреевич	9697	230	230	280	354	255	235	251	206	307	258	173	125	245	283	268	242	195	176	271	251	306	36	218	208	51	47	260	73	277	18	46	263	60	30	231	176	278	248	272	187	209	176	34	315	194	45	54	67	238	12	184	49					
		17.27%	13.11%	17.23%	17.83%	30.52%	14.17%	20.69%	21.58%	19.40%	24.27%	13.77%	11.13%	9.71%	17.87%	15.71%	19.28%	16.82%	14.76%	12.01%	19.75%	13.55%	18.99%	17.14%	16.58%	18.71%	16.56%	18.36%	20.39%	24.25%	32.55%	19.78%	21.90%	21.43%	28.44%	11.03%	20.42%	12.62%	15.16%	19.24%	18.85%	15.79%	19.03%	11.37%	13.18%	15.82%	16.83%	13.20%	12.41%	19.20%	17.88%	12.37%	22.63%	21.49%					
21	Медведев Дмитрий Анатольевич	40605	1404	948	1147	662	1427	743	754	720	784	1446	1278	1062	984	1363	993	1046	996	1148	927	1405	1157	160	910	778	228	174	869	190	484	61	145	841	136	209	760	1086	1335	867	1002	875	768	1253	205	1466	808	274	336	240	988	69	526	168					
		72.33%	80.05%	71.01%	73.06%	57.07%	79.32%	65.40%	64.83%	67.80%	61.98%	77.20%	82.19%	82.52%	71.77%	75.68%	71.44%	72.69%	75.40%	78.31%	67.57%	75.82%	71.82%	76.19%	69.20%	69.96%	74.03%	67.97%	68.16%	63.12%	56.87%	67.03%	69.05%	68.54%	64.45%	76.84%	67.20%	77.85%	72.79%	67.26%	69.44%	73.90%	69.95%	80.94%	79.46%	73.63%	70.08%	80.35%	77.24%	68.77%	74.23%	71.13%	64.70%	73.68%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
