Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Новоселицкая																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942					
1	"Число избирателей, внесенных в списки"	17861	2412	1496	1987	1708	2158	2012	1025	819	302	1767	333	1032	810					
2	"Число бюллетеней, полученных участковыми комиссиями"	18690	2492	1529	2053	1815	2287	2131	1056	870	314	1856	360	1075	852					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8990	1281	675	981	702	1049	1125	568	477	196	892	184	384	476					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	547	58	49	86	19	31	129	63	15	7	60	5	12	13					
6	Число погашенных бюллетеней	9153	1153	805	986	1094	1207	877	425	378	111	904	171	679	363					
7	Число бюллетеней в переносных ящиках для голосования	547	58	49	86	19	31	129	63	15	7	60	5	12	13					
8	Число бюллетеней в стационарных ящиках для голосования	8990	1281	675	981	702	1049	1125	568	477	196	892	184	384	476					
9	Число недействительных бюллетеней	151	25	13	16	4	3	17	16	11	6	16	3	11	10					
10	Число действительных бюллетеней	9386	1314	711	1051	717	1077	1237	615	481	197	936	186	385	479					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	20	20	20	15	20	20	15	10	5	20	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	28	9	1	3	1	0	2	0	5	0	6	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	1	2	2	0	1	3	0	2	0	2	0	0	1					
14	Число погашенных открепительных удостоверений	172	11	19	17	14	20	18	15	5	5	14	10	14	10					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	0	0	10	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	197	18	9	23	11	18	28	8	22	11	12	11	17	9					
		2.06%	1.34%	1.24%	2.15%	1.52%	1.66%	2.23%	1.26%	4.47%	5.41%	1.26%	5.82%	4.29%	1.84%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	58	16	3	7	6	5	5	3	2	5	1	1	2	2					
		0.60%	1.19%	0.41%	0.65%	0.83%	0.46%	0.39%	0.47%	0.40%	2.46%	0.10%	0.52%	0.50%	0.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	264	34	23	20	16	8	30	20	20	4	52	3	14	20					
		2.76%	2.53%	3.17%	1.87%	2.21%	0.74%	2.39%	3.16%	4.06%	1.97%	5.46%	1.58%	3.53%	4.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	75	12	5	7	4	2	8	8	7	4	8	2	4	4					
		0.78%	0.89%	0.69%	0.65%	0.55%	0.18%	0.63%	1.26%	1.42%	1.97%	0.84%	1.05%	1.01%	0.81%					
22	"5. ""За Русь Святую"""	33	8	3	2	0	3	9	1	1	1	2	0	3	0					
		0.34%	0.59%	0.41%	0.18%	0.0%	0.27%	0.71%	0.15%	0.20%	0.49%	0.21%	0.0%	0.75%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	1	3	4	2	1	2	1	1	0	2	0	0	0					
		0.17%	0.07%	0.41%	0.37%	0.27%	0.09%	0.15%	0.15%	0.20%	0.0%	0.21%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	53	10	8	6	0	2	10	3	4	0	4	2	2	2					
		0.55%	0.74%	1.10%	0.56%	0.0%	0.18%	0.79%	0.47%	0.81%	0.0%	0.42%	1.05%	0.50%	0.40%					
25	"8. ""Народно-республиканская партия России"""	14	1	2	0	1	0	2	1	1	0	2	0	3	1					
		0.14%	0.07%	0.27%	0.0%	0.13%	0.0%	0.15%	0.15%	0.20%	0.0%	0.21%	0.0%	0.75%	0.20%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	2	4	2	3	1	2	0	0	1	0	2	0					
		0.18%	0.07%	0.27%	0.37%	0.27%	0.27%	0.07%	0.31%	0.0%	0.0%	0.10%	0.0%	0.50%	0.0%					
27	"10. ""Аграрная партия России"""	1056	127	73	93	137	172	111	79	28	10	102	13	40	71					
		11.07%	9.48%	10.08%	8.71%	19.00%	15.92%	8.85%	12.51%	5.69%	4.92%	10.71%	6.87%	10.10%	14.51%					
28	"11. ""Истинные патриоты России"""	105	5	3	5	13	13	17	14	1	1	5	1	14	13					
		1.10%	0.37%	0.41%	0.46%	1.80%	1.20%	1.35%	2.21%	0.20%	0.49%	0.52%	0.52%	3.53%	2.65%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	107	9	9	14	14	16	10	8	4	1	12	3	2	5					
		1.12%	0.67%	1.24%	1.31%	1.94%	1.48%	0.79%	1.26%	0.81%	0.49%	1.26%	1.58%	0.50%	1.02%					
30	"13. ""Демократическая партия России"""	24	4	0	4	1	2	2	2	2	2	2	1	1	1					
		0.25%	0.29%	0.0%	0.37%	0.13%	0.18%	0.15%	0.31%	0.40%	0.98%	0.21%	0.52%	0.25%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	2	0	3	3	3	3	1	2	1	0	3	5	0					
		0.27%	0.14%	0.0%	0.28%	0.41%	0.27%	0.23%	0.15%	0.40%	0.49%	0.0%	1.58%	1.26%	0.0%					
32	"15. ""Партия СЛОН"""	10	1	1	0	0	1	1	1	2	0	1	0	2	0					
