Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Бугурусланская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306					
1	"Число избирателей, внесенных в списки избирателей"	42075	1972	2325	2018	2171	2030	1936	2080	1939	1861	2115	1950	1792	635	1193	363	1923	1791	1913	2068	2033	2074	2038	1855					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41650	1950	2300	1999	2159	2000	1850	2093	1900	1876	2111	1900	1794	600	1196	350	1900	1800	1900	2076	2000	2096	2000	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20070	902	1041	1028	1221	1092	1116	866	865	794	894	820	674	291	593	270	921	795	877	1013	1154	1017	993	833					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1147	43	71	62	91	60	48	68	41	65	64	84	65	26	42	9	37	45	54	29	53	17	29	44					
6	Число погашенных избирательных бюллетеней	20431	1005	1188	909	847	848	686	1159	994	1017	1153	996	1055	283	561	71	942	960	969	1034	793	1060	978	923					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1146	43	71	62	91	60	48	68	41	65	64	84	65	26	41	9	37	45	54	29	53	17	29	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20061	902	1041	1028	1221	1092	1111	866	865	794	894	820	674	291	593	270	921	794	877	1013	1153	1015	993	833					
9	Число недействительных избирательных бюллетеней	205	7	12	12	11	12	9	7	6	10	14	8	4	5	3	6	15	9	8	11	11	4	11	10					
10	Число действительных избирательных бюллетеней	21002	938	1100	1078	1301	1140	1150	927	900	849	944	896	735	312	631	273	943	830	923	1031	1195	1028	1011	867					
