Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Октябрьская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280					
1	"Число избирателей, внесенных в список избирателей"	18917	307	91	314	90	78	36	773	70	63	74	149	84	924	255	176	974	227	294	68	64	375	242	146	227	400	235	193	373	174	421	1100	1253	1063	1024	1396	74	61	281	96	332	1322	205	199	250	100	313	228	75	640	371	224	413					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17190	300	90	350	80	80	40	800	70	70	70	150	80	900	250	150	900	200	250	60	60	350	250	150	200	400	250	200	350	150	400	1000	1000	1000	1000	1000	70	60	250	90	300	1000	200	200	200	100	300	200	70	600	300	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11965	196	56	194	51	58	28	450	54	24	44	99	71	549	181	121	569	162	211	44	51	254	159	104	162	280	158	120	177	106	291	578	703	582	617	963	32	35	172	59	260	761	130	172	135	59	249	173	45	455	269	181	311					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1146	18	7	22	15	0	0	103	0	14	9	14	0	51	12	4	60	10	25	0	0	41	12	0	7	16	26	24	44	28	31	84	43	46	30	32	11	3	17	4	28	65	9	14	23	7	15	13	9	41	22	0	37					
6	Число погашенных избирательных бюллетеней	4079	86	27	134	14	22	12	247	16	32	17	37	9	300	57	25	271	28	14	16	9	55	79	46	31	104	66	56	129	16	78	338	254	372	353	5	27	22	61	27	12	174	61	14	42	34	36	14	16	104	9	19	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1146	18	7	22	15	0	0	103	0	14	9	14	0	51	12	4	60	10	25	0	0	41	12	0	7	16	26	24	44	28	31	84	43	46	30	32	11	3	17	4	28	65	9	14	23	7	15	13	9	41	22	0	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11963	196	56	194	51	58	28	450	54	24	44	99	71	549	181	121	569	162	211	44	51	254	159	104	162	280	158	120	177	106	291	578	703	582	617	963	32	35	172	59	260	759	130	172	135	59	249	173	45	455	269	181	311					
9	Число недействительных избирательных бюллетеней	153	7	2	0	2	1	0	8	0	0	1	1	0	13	1	0	6	0	0	0	1	5	1	0	1	2	0	2	2	3	5	10	10	3	8	6	0	1	4	0	3	11	0	4	0	1	1	3	1	3	5	8	7					
10	Число действительных избирательных бюллетеней	12956	207	61	216	64	57	28	545	54	38	52	112	71	587	192	125	623	172	236	44	50	290	170	104	168	294	184	142	219	131	317	652	736	625	639	989	43	37	185	63	285	813	139	182	158	65	263	183	53	493	286	173	341					
