Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    район Ивановское 																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003					
1	"Число избирателей, внесенных в список избирателей"	80298	2169	2116	2434	2430	2453	2408	2565	2413	2703	2423	2419	2535	2068	2020	2155	2441	2095	2252	2126	2086	1981	2059	2449	2611	2609	2300	2319	2357	2594	2575	2412	2729	2498	2494					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	67350	1800	1800	2050	2100	2100	2050	2100	1800	2250	2050	2050	1850	1700	1700	1800	2000	1800	1950	1850	1750	1700	1800	2050	2150	2200	1950	1950	2050	2200	2200	2100	2250	2100	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47955	1136	1058	1259	1250	1233	1334	1406	1381	1820	1227	1233	1537	1341	1209	1408	1463	1184	1447	1142	1528	1213	1217	1561	1126	1146	1419	1438	1280	1482	1651	1823	2004	2012	1987					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1390	33	43	37	28	39	41	28	37	82	42	39	30	24	64	17	19	39	39	78	77	53	35	22	33	51	47	44	35	35	27	52	35	45	40					
6	Число погашенных избирательных бюллетеней	18005	631	699	754	822	828	675	666	382	348	781	778	283	335	427	375	518	577	464	630	145	434	548	467	991	1003	484	468	735	683	522	225	211	43	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1390	33	43	37	28	39	41	28	37	82	42	39	30	24	64	17	19	39	39	78	77	53	35	22	33	51	47	44	35	35	27	52	35	45	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47875	1134	1058	1259	1250	1233	1334	1406	1381	1820	1227	1233	1537	1341	1209	1408	1463	1184	1447	1142	1528	1213	1217	1546	1126	1146	1419	1438	1275	1469	1651	1823	2004	1967	1987					
9	Число недействительных избирательных бюллетеней	733	24	34	2	3	20	17	28	17	4	2	18	33	41	36	10	8	29	16	4	89	42	22	20	2	34	25	30	15	15	30	15	17	17	14					
10	Число действительных избирательных бюллетеней	48532	1143	1067	1294	1275	1252	1358	1406	1401	1898	1267	1254	1534	1324	1237	1415	1474	1194	1470	1216	1516	1224	1230	1548	1157	1163	1441	1452	1295	1489	1648	1860	2022	1995	2013					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1930	40	60	60	55	60	60	50	40	90	60	50	100	40	40	50	60	60	60	70	40	40	50	60	50	70	45	60	65	60	40	60	65	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1638	35	42	53	53	45	48	43	24	82	57	46	100	29	30	42	50	45	48	55	32	34	47	51	48	65	41	46	61	48	30	51	61	44	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1378	22	23	35	19	30	17	39	295	71	33	37	62	49	34	47	26	42	18	11	24	13	16	35	51	36	29	37	25	40	33	7	41	45	36					
14	Число погашенных неиспользованных открепительных удостоверений	292	5	18	7	2	15	12	7	16	8	3	4	0	11	10	8	10	15	12	15	8	6	3	9	2	5	4	14	4	12	10	9	4	16	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	77	2	2	3	5	2	3	5	1	1	1	6	0	4	2	0	0	5	2	1	1	3	2	2	2	2	3	0	4	2	2	2	3	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4635	117	105	119	101	140	126	113	110	134	203	228	224	243	209	114	157	112	121	117	241	112	110	121	126	235	213	125	122	130	217	24	19	35	12					
		9.41%	10.03%	9.54%	9.18%	7.90%	11.01%	9.16%	7.88%	7.76%	7.05%	15.99%	17.92%	14.29%	17.80%	16.42%	8.00%	10.59%	9.16%	8.14%	9.59%	15.02%	8.85%	8.79%	7.72%	10.87%	19.63%	14.53%	8.43%	9.31%	8.64%	12.93%	1.28%	0.93%	1.74%	0.59%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4806	157	142	138	9	151	160	173	187	227	157	174	259	124	115	152	124	98	168	161	169	142	142	171	178	172	157	155	172	197	169	20	20	58	8					
		9.76%	13.45%	12.90%	10.65%	0.70%	11.87%	11.64%	12.06%	13.19%	11.93%	12.37%	13.68%	16.53%	9.08%	9.03%	10.67%	8.37%	8.01%	11.31%	13.20%	10.53%	11.22%	11.34%	10.91%	15.36%	14.37%	10.71%	10.46%	13.13%	13.10%	10.07%	1.07%	0.98%	2.88%	0.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	632	32	21	2	3	18	22	19	9	27	18	18	30	23	16	23	15	21	16	11	12	18	18	43	30	19	19	21	23	31	26	8	4	7	9					
		1.28%	2.74%	1.91%	0.15%	0.23%	1.42%	1.60%	1.32%	0.63%	1.42%	1.42%	1.42%	1.91%	1.68%	1.26%	1.61%	1.01%	1.72%	1.08%	0.90%	0.75%	1.42%	1.44%	2.74%	2.59%	1.59%	1.30%	1.42%	1.76%	2.06%	1.55%	0.43%	0.20%	0.35%	0.44%					
