Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    район Ивановское 																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011					
1	"Число избирателей, внесенных в списки избирателей"	80596	2296	2266	1589	2543	2482	2441	2546	2335	2355	2533	2853	2215	2208	2028	2058	2323	2481	2322	2192	2138	2159	2022	2176	2886	2658	1997	2128	2891	2559	2612	2482	2706	2622	2494					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	66250	1850	1850	2150	2100	2000	2000	2100	1850	1900	2050	2300	1750	1800	1650	1650	1900	2000	1900	1800	1700	1750	1650	1750	2350	2150	1650	1750	2300	2100	2150	2050	2200	2100	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43337	1231	1251	1530	1511	1422	1243	1218	1159	1363	1248	1466	1399	1055	1040	1079	1140	1255	1163	1013	1190	1065	958	1270	1395	1255	1009	1236	1446	1340	1364	1454	1600	1738	1231					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1344	47	16	59	47	39	41	50	53	38	22	27	30	40	29	31	34	49	27	57	49	60	37	19	42	41	31	25	42	36	40	45	32	42	67					
6	Число погашенных избирательных бюллетеней	21569	572	583	561	542	539	716	832	638	499	780	807	321	705	581	540	726	696	710	730	461	625	655	461	913	854	610	489	812	724	746	551	568	320	702					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1344	47	16	59	47	39	41	50	53	38	22	27	30	40	29	31	34	49	27	57	49	60	37	19	42	41	31	25	42	36	40	45	32	42	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43194	1229	1251	1530	1511	1422	1202	1214	1154	1363	1247	1466	1399	1055	1040	1079	1140	1255	1163	1013	1190	1065	958	1270	1353	1255	1009	1236	1443	1337	1364	1454	1600	1696	1231					
9	Число недействительных избирательных бюллетеней	653	23	39	19	11	20	0	25	24	27	23	16	30	20	7	17	10	22	17	27	25	11	12	26	24	12	11	15	18	22	15	31	10	26	18					
10	Число действительных избирательных бюллетеней	43885	1253	1228	1570	1547	1441	1243	1239	1183	1374	1246	1477	1399	1075	1062	1093	1164	1282	1173	1043	1214	1114	983	1263	1371	1284	1029	1246	1467	1351	1389	1468	1622	1712	1280					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2380	55	70	70	85	70	70	70	70	70	70	70	80	70	70	70	70	70	70	70	70	70	70	60	70	70	70	70	70	70	70	70	70	70	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1704	44	46	52	82	43	45	41	42	60	51	64	75	35	40	45	52	48	48	46	41	37	34	56	61	45	46	47	70	55	62	50	58	43	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1499	70	42	33	53	24	19	43	89	47	30	51	82	50	27	47	55	48	21	23	93	23	30	73	26	31	29	55	29	59	23	26	52	44	52					
14	Число погашенных неиспользованных открепительных удостоверений	676	11	24	18	3	27	25	29	28	10	19	6	5	35	30	25	18	22	22	24	29	33	36	4	9	25	24	23	0	15	8	20	12	27	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	213	8	7	9	4	10	8	16	2	2	3	9	8	9	9	6	9	5	8	6	11	0	5	1	0	1	1	5	10	6	3	5	9	13	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	1411	53	41	51	46	44	50	47	42	31	38	51	38	29	40	31	37	43	47	36	41	45	22	52	49	36	26	35	50	29	28	56	43	56	48					
		3.17%	4.15%	3.24%	3.21%	2.95%	3.01%	4.02%	3.72%	3.48%	2.21%	2.99%	3.42%	2.66%	2.65%	3.74%	2.79%	3.15%	3.30%	3.95%	3.36%	3.31%	4.00%	2.21%	4.03%	3.51%	2.78%	2.50%	2.78%	3.37%	2.11%	1.99%	3.74%	2.63%	3.22%	3.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1072	31	38	43	35	43	30	32	28	40	26	37	33	24	29	30	28	37	29	25	25	30	25	26	39	34	14	35	41	27	27	35	29	32	35					
		2.41%	2.43%	2.99%	2.71%	2.25%	2.94%	2.41%	2.53%	2.32%	2.86%	2.05%	2.48%	2.31%	2.19%	2.71%	2.70%	2.39%	2.84%	2.44%	2.34%	2.02%	2.67%	2.51%	2.02%	2.80%	2.62%	1.35%	2.78%	2.76%	1.97%	1.92%	2.33%	1.78%	1.84%	2.70%					
