Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Сергиевская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
1	"Число избирателей, внесенных в списки"	35473	583	947	234	244	363	321	530	380	592	330	404	482	812	689	154	183	1054	264	273	2107	1700	1775	304	246	544	1086	365	1122	1480	1158	532	2608	2533	2622	2941	1841	1670					
2	"Число бюллетеней, полученных участковыми комиссиями"	34700	580	940	230	240	350	310	550	380	600	330	400	470	800	700	150	190	1000	260	270	2100	1600	1700	300	240	500	1100	360	1100	1500	1200	550	2500	2400	2500	2800	1800	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20123	339	570	145	182	248	244	333	250	319	204	273	224	448	388	89	101	692	182	191	1198	947	943	185	168	325	665	263	554	821	644	342	1375	1356	1414	1599	1004	898					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1221	23	50	8	11	54	17	43	11	11	17	12	72	92	40	16	35	27	4	0	43	45	45	12	18	28	30	21	71	55	33	14	57	52	12	45	44	53					
6	Число погашенных бюллетеней	13356	218	320	77	47	48	49	174	119	270	109	115	174	260	272	45	54	281	74	79	859	608	712	103	54	147	405	76	475	624	523	194	1068	992	1074	1156	752	749					
7	Число бюллетеней в переносных ящиках для голосования	1221	23	50	8	11	54	17	43	11	11	17	12	72	92	40	16	35	27	4	0	43	45	45	12	18	28	30	21	71	55	33	14	57	52	12	45	44	53					
8	Число бюллетеней в стационарных ящиках для голосования	20120	339	567	145	182	248	244	333	250	319	204	273	224	448	388	89	101	692	182	191	1198	947	943	185	168	325	665	263	554	821	644	342	1375	1356	1414	1599	1004	898					
9	Число недействительных бюллетеней	516	14	25	8	12	13	10	13	1	17	9	5	11	16	12	3	4	20	1	7	26	13	12	9	1	6	19	6	15	30	18	22	32	27	20	16	11	32					
10	Число действительных бюллетеней	20825	348	592	145	181	289	251	363	260	313	212	280	285	524	416	102	132	699	185	184	1215	979	976	188	185	347	676	278	610	846	659	334	1400	1381	1406	1628	1037	919					
