Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Бердская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347					
1	"Число избирателей, внесенных в списки"	72503	1814	1005	652	2355	2155	1791	1947	1712	1685	1784	1794	1817	1701	1845	1752	1806	1761	1872	1945	2020	1849	2588	1960	1786	1820	1887	1925	1956	2058	1806	1886	1827	1955	1728	1641	1664	1761	1710	1697	1786					
2	"Число бюллетеней, полученных участковыми комиссиями"	64680	1610	830	600	2080	1900	1610	1750	1530	1490	1590	1610	1610	1540	1650	1550	1650	1580	1680	1730	1780	1660	2170	1740	1600	1620	1680	1800	1800	1840	1550	1700	1640	1750	1560	1480	1500	1580	1530	1510	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36572	802	366	236	1120	963	776	778	885	831	906	940	936	929	957	943	1008	1026	854	900	937	936	1425	785	901	970	820	1065	838	1009	928	1074	976	1049	978	959	995	1025	1005	864	877					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1245	55	87	139	50	47	29	25	18	30	13	30	27	19	23	41	16	28	16	14	46	24	18	34	29	22	20	10	31	23	35	31	39	19	22	17	15	22	17	34	30					
6	Число погашенных бюллетеней	26863	753	377	225	910	890	805	947	627	629	671	640	647	592	670	566	626	526	810	816	797	700	727	921	670	628	840	725	931	808	587	595	625	682	560	504	490	533	508	612	693					
7	Число бюллетеней в переносных ящиках для голосования	1245	55	87	139	50	47	29	25	18	30	13	30	27	19	23	41	16	28	16	14	46	24	18	34	29	22	20	10	31	23	35	31	39	19	22	17	15	22	17	34	30					
8	Число бюллетеней в стационарных ящиках для голосования	36488	802	366	234	1067	963	776	778	885	831	906	939	936	929	957	943	1008	1024	854	887	937	936	1424	784	901	970	820	1064	838	1009	926	1074	976	1047	978	959	995	1021	1005	862	877					
9	Число недействительных бюллетеней	665	22	8	9	30	12	10	16	19	19	9	10	10	30	12	19	38	18	16	13	13	14	28	15	36	10	13	13	13	18	25	22	11	17	14	7	14	13	15	13	21					
10	Число действительных бюллетеней	37068	835	445	364	1087	998	795	787	884	842	910	959	953	918	968	965	986	1034	854	888	970	946	1414	803	894	982	827	1061	856	1014	936	1083	1004	1049	986	969	996	1030	1007	883	886					
