Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Таттинская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10596	196	705	306	554	523	328	585	770	489	112	442	671	317	1602	1495	1501									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11200	215	760	350	630	570	400	640	840	540	130	500	700	385	1520	1500	1520									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5404	121	392	193	324	290	220	322	368	284	87	255	381	226	703	604	634									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	465	8	35	9	65	30	13	52	42	30	0	36	21	14	55	24	31									
6	Число погашенных избирательных бюллетеней	5331	86	333	148	241	250	167	266	430	226	43	209	298	145	762	872	855									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	465	8	35	9	65	30	13	52	42	30	0	36	21	14	55	24	31									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5403	121	392	193	324	290	220	322	368	284	87	255	381	226	702	604	634									
9	Число недействительных избирательных бюллетеней	58	1	2	1	5	3	3	1	3	1	0	0	4	0	15	12	7									
10	Число действительных избирательных бюллетеней	5810	128	425	201	384	317	230	373	407	313	87	291	398	240	742	616	658									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	367	10	20	28	25	20	40	17	25	15	17	20	30	30	20	35	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	363	10	20	25	25	20	40	17	24	15	17	20	30	30	20	35	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	2	6	2	7	2	5	3	4	3	3	5	5	4	36	16	5									
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	171	3	7	5	20	5	7	12	12	12	0	10	4	15	24	20	15									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
