7	Число избирательных бюллетеней в переносных ящиках для голосования	3409	52	57	24	6	22	19	25	15	30	11	13	25	32	135	22	52	15	11	51	24	28	29	26	27	28	23	70	25	32	12	10	31	40	13	15	57	52	15	43	16	30	22	29	33	462	45	25	74	48	60	24	20	16	75	59	35	116	60	184	34	40	87	56	123	46	42	30	50	103	41	43	19	45									
8	Число бюллетеней в стационарных ящиках для голосования	55802	917	616	959	1743	1721	1760	979	763	1684	856	1091	646	862	588	833	1336	755	693	1224	735	770	793	649	1567	1570	801	1311	617	488	1724	883	1050	345	277	1217	321	1230	302	266	1200	270	864	1347	796	1088	770	853	346	511	243	326	220	119	1249	197	127	893	1055	1013	237	54	211	630	863	81	409	83	678	125	89	448	30	1435									
9	Число недействительных избирательных бюллетеней	535	8	8	6	26	16	9	5	7	16	4	7	5	8	1	6	13	4	7	21	5	4	2	4	19	13	6	14	5	2	19	2	13	5	3	14	0	11	2	3	15	3	12	7	4	29	15	13	0	19	3	0	2	0	13	2	0	5	20	3	2	0	3	2	7	0	5	0	4	0	0	6	1	17									
10	Число действительных избирательных бюллетеней	58676	961	665	977	1723	1727	1770	999	771	1698	863	1097	666	886	722	849	1375	766	697	1254	754	794	820	671	1575	1585	818	1367	637	518	1717	891	1068	380	287	1218	378	1271	315	306	1201	297	874	1369	825	1521	800	865	420	540	300	350	238	135	1311	254	162	1004	1095	1194	269	94	295	684	979	127	446	113	724	228	130	485	48	1463									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																				
13	Бабурин Сергей Николаевич	348	0	5	3	2	9	11	7	3	10	4	9	4	5	7	6	9	5	2	10	8	6	2	6	8	17	5	7	3	2	15	4	9	2	4	6	8	12	1	4	6	5	9	10	0	7	5	1	2	3	1	3	0	0	4	0	3	9	3	5	0	0	2	0	7	2	2	0	2	0	0	4	0	13									
		0.59%	0.00%	0.74%	0.31%	0.11%	0.52%	0.62%	0.70%	0.39%	0.58%	0.46%	0.82%	0.60%	0.56%	0.97%	0.70%	0.65%	0.65%	0.28%	0.78%	1.05%	0.75%	0.24%	0.89%	0.50%	1.06%	0.61%	0.51%	0.47%	0.38%	0.86%	0.45%	0.83%	0.52%	1.38%	0.49%	2.12%	0.94%	0.32%	1.29%	0.49%	1.67%	1.02%	0.73%	0.00%	0.45%	0.61%	0.11%	0.48%	0.54%	0.33%	0.86%	0.00%	0.00%	0.30%	0.00%	1.85%	0.89%	0.27%	0.42%	0.00%	0.00%	0.67%	0.00%	0.71%	1.57%	0.44%	0.00%	0.27%	0.00%	0.00%	0.81%	0.00%	0.88%									
14	Грудинин Павел Николаевич	6835	114	77	108	170	209	211	122	109	198	106	130	69	113	71	76	150	92	74	145	105	93	75	74	167	189	84	159	80	84	239	103	120	35	39	163	31	169	27	41	149	50	113	148	106	125	80	108	40	43	25	54	13	8	173	30	26	129	164	112	16	3	37	80	100	7	86	15	85	27	11	58	1	192									
		11.54%	11.76%	11.44%	10.99%	9.72%	11.99%	11.86%	12.15%	14.01%	11.55%	12.23%	11.78%	10.28%	12.64%	9.82%	8.89%	10.81%	11.95%	10.51%	11.37%	13.83%	11.65%	9.12%	10.96%	10.48%	11.83%	10.19%	11.51%	12.46%	16.15%	13.77%	11.53%	11.10%	9.09%	13.45%	13.23%	8.20%	13.18%	8.52%	13.27%	12.25%	16.67%	12.75%	10.76%	12.79%	8.06%	9.82%	12.30%	9.52%	7.69%	8.25%	15.43%	5.42%	5.93%	13.07%	11.72%	16.05%	12.78%	14.71%	9.36%	5.90%	3.19%	12.42%	11.66%	10.14%	5.51%	19.07%	13.27%	11.68%	11.84%	8.46%	11.81%	2.04%	12.97%									
15	Жириновский Владимир Вольфович	4107	69	56	65	162	110	124	72	52	121	52	58	44	59	61	66	90	57	65	86	41	41	59	53	104	102	54	107	41	45	128	71	76	12	17	60	20	73	15	17	74	18	55	76	68	207	58	69	30	19	16	26	13	17	81	21	6	56	92	80	19	11	20	61	65	9	28	9	58	9	10	34	2	85									
		6.94%	7.12%	8.32%	6.61%	9.26%	6.31%	6.97%	7.17%	6.68%	7.06%	5.99%	5.25%	6.56%	6.60%	8.44%	7.72%	6.48%	7.40%	9.23%	6.75%	5.40%	5.14%	7.18%	7.85%	6.52%	6.38%	6.55%	7.75%	6.39%	8.65%	7.37%	7.95%	7.03%	3.12%	5.86%	4.87%	5.29%	5.69%	4.73%	5.50%	6.09%	6.00%	6.21%	5.52%	8.20%	13.35%	7.12%	7.86%	7.14%	3.40%	5.28%	7.43%	5.42%	12.59%	6.12%	8.20%	3.70%	5.55%	8.25%	6.68%	7.01%	11.70%	6.71%	8.89%	6.59%	7.09%	6.21%	7.96%	7.97%	3.95%	7.69%	6.92%	4.08%	5.74%									
16	Путин Владимир Владимирович	44993	742	500	765	1265	1320	1319	745	574	1279	663	867	510	670	549	671	1070	586	528	953	562	627	638	507	1227	1201	633	1054	492	376	1251	676	797	316	210	918	301	948	260	236	942	210	668	1086	620	1113	630	667	321	458	253	251	199	108	1025	195	123	784	810	964	225	79	233	531	771	102	321	89	566	192	107	376	44	1124									
		75.99%	76.57%	74.29%	77.82%	72.33%	75.73%	74.14%	74.20%	73.78%	74.62%	76.47%	78.53%	76.01%	74.94%	75.93%	78.48%	77.09%	76.10%	75.00%	74.75%	74.04%	78.57%	77.62%	75.11%	76.98%	75.16%	76.82%	76.32%	76.64%	72.31%	72.06%	75.70%	73.73%	82.08%	72.41%	74.51%	79.63%	73.95%	82.02%	76.38%	77.47%	70.00%	75.40%	78.92%	74.79%	71.81%	77.30%	75.97%	76.43%	81.93%	83.50%	71.71%	82.92%	80.00%	77.42%	76.17%	75.93%	77.70%	72.65%	80.53%	83.03%	84.04%	78.19%	77.41%	78.19%	80.31%	71.18%	78.76%	77.75%	84.21%	82.31%	76.58%	89.80%	75.95%									
17	Собчак Ксения Анатольевна	979	15	7	9	83	38	51	24	15	35	13	9	17	21	15	5	23	5	5	19	21	10	20	16	25	27	15	10	11	6	34	17	24	11	9	22	7	18	7	2	10	6	6	23	12	46	9	4	16	7	0	7	8	0	8	5	2	10	7	13	6	0	2	5	10	3	4	0	4	0	1	4	0	20									
		1.65%	1.55%	1.04%	0.92%	4.75%	2.18%	2.87%	2.39%	1.93%	2.04%	1.50%	0.82%	2.53%	2.35%	2.07%	0.58%	1.66%	0.65%	0.71%	1.49%	2.77%	1.25%	2.43%	2.37%	1.57%	1.69%	1.82%	0.72%	1.71%	1.15%	1.96%	1.90%	2.22%	2.86%	3.10%	1.79%	1.85%	1.40%	2.21%	0.65%	0.82%	2.00%	0.68%	1.67%	1.45%	2.97%	1.10%	0.46%	3.81%	1.25%	0.00%	2.00%	3.33%	0.00%	0.60%	1.95%	1.23%	0.99%	0.63%	1.09%	2.21%	0.00%	0.67%	0.73%	1.01%	2.36%	0.89%	0.00%	0.55%	0.00%	0.77%	0.81%	0.00%	1.35%									
18	Сурайкин Максим Александрович	386	5	8	9	13	12	9	9	3	12	5	7	4	2	2	6	7	5	10	13	6	4	6	1	14	15	8	12	6	2	7	8	7	0	2	9	3	9	2	3	4	3	5	8	4	8	6	9	2	0	2	5	1	2	8	0	1	6	10	5	0	0	1	4	9	2	3	0	3	0	0	2	0	8									
		0.65%	0.52%	1.19%	0.92%	0.74%	0.69%	0.51%	0.90%	0.39%	0.70%	0.58%	0.63%	0.60%	0.22%	0.28%	0.70%	0.50%	0.65%	1.42%	1.02%	0.79%	0.50%	0.73%	0.15%	0.88%	0.94%	0.97%	0.87%	0.93%	0.38%	0.40%	0.90%	0.65%	0.00%	0.69%	0.73%	0.79%	0.70%	0.63%	0.97%	0.33%	1.00%	0.56%	0.58%	0.48%	0.52%	0.74%	1.03%	0.48%	0.00%	0.66%	1.43%	0.42%	1.48%	0.60%	0.00%	0.62%	0.59%	0.90%	0.42%	0.00%	0.00%	0.34%	0.58%	0.91%	1.57%	0.67%	0.00%	0.41%	0.00%	0.00%	0.41%	0.00%	0.54%									
19	Титов Борис Юрьевич	547	7	5	7	4	16	26	11	8	28	10	7	9	4	5	9	12	9	5	14	3	7	11	8	17	22	10	15	1	2	20	8	24	3	0	23	5	28	1	1	8	4	11	12	9	6	6	4	7	4	2	2	3	0	6	2	0	6	3	10	3	1	0	0	9	2	0	0	4	0	1	4	1	12									
		0.92%	0.72%	0.74%	0.71%	0.23%	0.92%	1.46%	1.10%	1.03%	1.63%	1.15%	0.63%	1.34%	0.45%	0.69%	1.05%	0.86%	1.17%	0.71%	1.10%	0.40%	0.88%	1.34%	1.19%	1.07%	1.38%	1.21%	1.09%	0.16%	0.38%	1.15%	0.90%	2.22%	0.78%	0.00%	1.87%	1.32%	2.18%	0.32%	0.32%	0.66%	1.33%	1.24%	0.87%	1.09%	0.39%	0.74%	0.46%	1.67%	0.72%	0.66%	0.57%	1.25%	0.00%	0.45%	0.78%	0.00%	0.59%	0.27%	0.84%	1.11%	1.06%	0.00%	0.00%	0.91%	1.57%	0.00%	0.00%	0.55%	0.00%	0.77%	0.81%	2.04%	0.81%									
20	Явлинский Григорий Алексеевич	481	9	7	11	24	13	19	9	7	15	10	10	9	12	12	10	14	7	8	14	8	6	9	6	13	12	9	3	3	1	23	4	11	1	6	17	3	14	2	2	8	1	7	6	6	9	6	3	2	6	1	2	1	0	6	1	1	4	6	5	0	0	0	3	8	0	2	0	2	0	0	3	0	9									
		0.81%	0.93%	1.04%	1.12%	1.37%	0.75%	1.07%	0.90%	0.90%	0.88%	1.15%	0.91%	1.34%	1.34%	1.66%	1.17%	1.01%	0.91%	1.14%	1.10%	1.05%	0.75%	1.09%	0.89%	0.82%	0.75%	1.09%	0.22%	0.47%	0.19%	1.32%	0.45%	1.02%	0.26%	2.07%	1.38%	0.79%	1.09%	0.63%	0.65%	0.66%	0.33%	0.79%	0.44%	0.72%	0.58%	0.74%	0.34%	0.48%	1.07%	0.33%	0.57%	0.42%	0.00%	0.45%	0.39%	0.62%	0.40%	0.54%	0.42%	0.00%	0.00%	0.00%	0.44%	0.81%	0.00%	0.44%	0.00%	0.27%	0.00%	0.00%	0.61%	0.00%	0.61%									
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
