Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Белокурихинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266					
1	"Число избирателей, внесенных в список избирателей"	12556	1498	1472	1556	1472	717	1561	1845	1738	144	35	120	112	68	107	111					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11950	1100	1050	1150	1100	600	1150	1300	1250	1000	200	250	1050	250	250	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6117	699	657	752	728	318	673	851	745	144	35	120	111	68	105	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	168	21	17	27	20	9	30	21	23	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	5665	380	376	371	352	273	447	428	482	856	165	130	939	182	145	139					
7	Число избирательных бюллетеней в переносных ящиках для голосования	168	21	17	27	20	9	30	21	23	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6117	699	657	752	728	318	673	851	745	144	35	120	111	68	105	111					
9	Число недействительных избирательных бюллетеней	115	12	20	16	19	5	19	14	7	1	0	0	0	1	0	1					
10	Число действительных избирательных бюллетеней	6170	708	654	763	729	322	684	858	761	143	35	120	111	67	105	110					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	95	12	12	12	12	12	12	12	11	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	62	8	5	12	6	4	12	11	4	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	575	14	23	13	5	7	13	5	14	69	30	112	78	47	53	92					
14	Число погашенных неиспользованных открепительных удостоверений	33	4	7	0	6	8	0	1	7	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1249	167	117	165	174	65	144	149	124	33	3	20	31	13	23	21					
		19.87%	23.19%	17.36%	21.18%	23.26%	19.88%	20.48%	17.09%	16.15%	22.92%	8.57%	16.67%	27.93%	19.12%	21.90%	18.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	970	117	111	117	104	43	108	136	141	19	8	17	9	11	13	16					
		15.43%	16.25%	16.47%	15.02%	13.90%	13.15%	15.36%	15.60%	18.36%	13.19%	22.86%	14.17%	8.11%	16.18%	12.38%	14.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	11	4	9	5	2	7	12	8	4	3	2	2	2	1	1					
		1.16%	1.53%	0.59%	1.16%	0.67%	0.61%	0.99%	1.38%	1.04%	2.78%	8.57%	1.67%	1.80%	2.94%	0.95%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1627	171	195	196	180	89	181	233	203	40	10	25	31	17	34	22					
		25.89%	23.75%	28.93%	25.16%	24.06%	27.22%	25.75%	26.72%	26.43%	27.78%	28.57%	20.83%	27.93%	25.00%	32.38%	19.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	241	26	29	23	29	10	25	33	39	6	0	2	6	3	6	4					
		3.83%	3.61%	4.30%	2.95%	3.88%	3.06%	3.56%	3.78%	5.08%	4.17%	0.00%	1.67%	5.41%	4.41%	5.71%	3.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1986	213	196	252	234	111	218	289	242	41	11	53	32	21	27	46					
		31.60%	29.58%	29.08%	32.35%	31.28%	33.94%	31.01%	33.14%	31.51%	28.47%	31.43%	44.17%	28.83%	30.88%	25.71%	41.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	3	2	1	3	2	1	6	4	0	0	1	0	0	1	0					
		0.38%	0.42%	0.30%	0.13%	0.40%	0.61%	0.14%	0.69%	0.52%	0.00%	0.00%	0.83%	0.00%	0.00%	0.95%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
