Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Сысольская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11859	416	192	563	205	885	412	1958	927	755	340	1903	560	294	393	227	303	263	495	156	305	148	159									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10854	378	171	509	180	809	375	1823	843	679	302	1742	503	263	368	215	268	240	475	138	296	137	140									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	36	0	0	0	0	0	3	0	0	0	0	18	10	5	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5500	205	72	326	137	325	147	992	410	344	139	701	257	121	199	101	157	128	294	79	184	86	96									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	486	27	3	14	9	25	64	65	27	20	15	25	41	23	12	15	27	10	31	4	15	3	11									
6	Число погашенных избирательных бюллетеней	4832	146	96	169	34	459	161	766	406	315	148	998	195	114	157	99	84	102	150	55	97	48	33									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	522	27	3	14	9	25	67	65	27	20	15	43	51	28	12	15	27	10	31	4	15	3	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5500	205	72	326	137	325	147	992	410	344	139	701	257	121	199	101	157	128	294	79	184	86	96									
9	Число недействительных избирательных бюллетеней	163	2	2	3	16	4	3	25	18	9	4	17	6	6	12	5	8	5	6	0	2	3	7									
10	Число действительных избирательных бюллетеней	5859	230	73	337	130	346	211	1032	419	355	150	727	302	143	199	111	176	133	319	83	197	86	100									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	10	10	25	10	40	20	40	35	25	10	30	35	20	45	30	30	10	25	25	35	30	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	194	10	2	12	2	8	7	24	13	5	3	18	6	4	13	13	1	3	25	0	20	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	2	3	6	5	4	7	13	2	4	8	3	3	4	1	3	5	3	5	2	2	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	356	0	8	13	8	32	13	16	22	20	7	12	29	16	32	17	29	7	0	25	15	26	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
