Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Репьевская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319					
1	"Число избирателей, внесенных в списки"	14188	2915	1936	975	236	803	332	291	213	619	680	1265	734	899	483	174	205	490	592	346					
2	"Число бюллетеней, полученных участковыми комиссиями"	14030	2800	1900	980	240	800	330	290	210	620	680	1240	740	900	480	175	205	500	590	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7107	1504	902	428	53	347	185	147	140	350	362	607	359	557	236	88	130	266	290	156					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1413	50	93	140	120	150	74	65	37	32	15	98	54	13	106	40	33	86	122	85					
6	Число погашенных бюллетеней	5510	1246	905	412	67	303	71	78	33	238	303	535	327	330	138	47	42	148	178	109					
7	Число бюллетеней в переносных ящиках для голосования	1413	50	93	140	120	150	74	65	37	32	15	98	54	13	106	40	33	86	122	85					
8	Число бюллетеней в стационарных ящиках для голосования	7106	1504	901	428	53	347	185	147	140	350	362	607	359	557	236	88	130	266	290	156					
9	Число недействительных бюллетеней	175	14	10	2	7	1	9	6	11	5	7	25	21	5	14	0	10	12	8	8					
10	Число действительных бюллетеней	8344	1540	984	566	166	496	250	206	166	377	370	680	392	565	328	128	153	340	404	233					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	90	20	12	6	2	5	2	3	2	3	3	7	4	5	3	2	2	3	4	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	17	4	1	0	0	0	0	0	2	0	1	2	1	2	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	2	2	0	2	3	1	0	1	1	0	2	1	0	1	0	3	3	2	2					
14	Число погашенных открепительных удостоверений	58	3	8	5	2	5	2	3	2	1	3	6	2	4	1	2	2	1	4	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	129	16	10	9	4	5	4	3	11	7	13	15	1	8	6	0	0	7	5	5					
		1.51%	1.02%	1.00%	1.58%	2.31%	1.00%	1.54%	1.41%	6.21%	1.83%	3.44%	2.12%	0.24%	1.40%	1.75%	0.0%	0.0%	1.98%	1.21%	2.07%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	77	17	2	6	2	2	1	2	1	3	4	11	6	5	0	1	1	4	7	2					
		0.90%	1.09%	0.20%	1.05%	1.15%	0.40%	0.38%	0.94%	0.56%	0.78%	1.06%	1.56%	1.45%	0.87%	0.0%	0.78%	0.61%	1.13%	1.69%	0.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	206	40	20	16	3	11	8	0	3	14	8	20	8	12	2	7	5	5	12	12					
		2.41%	2.57%	2.01%	2.81%	1.73%	2.21%	3.08%	0.0%	1.69%	3.66%	2.12%	2.83%	1.93%	2.10%	0.58%	5.46%	3.06%	1.42%	2.91%	4.97%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	94	17	9	5	0	5	6	4	2	8	6	7	8	3	2	2	0	2	2	6					
		1.10%	1.09%	0.90%	0.88%	0.0%	1.00%	2.31%	1.88%	1.12%	2.09%	1.59%	0.99%	1.93%	0.52%	0.58%	1.56%	0.0%	0.56%	0.48%	2.48%					
22	"5. ""За Русь Святую"""	66	5	4	4	0	3	0	2	4	5	0	3	8	4	7	1	1	9	2	4					
		0.77%	0.32%	0.40%	0.70%	0.0%	0.60%	0.0%	0.94%	2.25%	1.30%	0.0%	0.42%	1.93%	0.70%	2.04%	0.78%	0.61%	2.55%	0.48%	1.65%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	3	1	0	0	0	1	0	1	0	0	1	0	2	1	0	1	3	0	1					
		0.17%	0.19%	0.10%	0.0%	0.0%	0.0%	0.38%	0.0%	0.56%	0.0%	0.0%	0.14%	0.0%	0.35%	0.29%	0.0%	0.61%	0.85%	0.0%	0.41%					
24	"7. ""Новый курс - Автомобильная Россия"""	42	10	8	2	0	4	3	1	0	2	0	1	2	2	0	0	2	1	1	3					
		0.49%	0.64%	0.80%	0.35%	0.0%	0.80%	1.15%	0.47%	0.0%	0.52%	0.0%	0.14%	0.48%	0.35%	0.0%	0.0%	1.22%	0.28%	0.24%	1.24%					
25	"8. ""Народно-республиканская партия России"""	31	8	1	0	1	0	0	0	1	1	3	1	2	0	2	1	2	4	2	2					
		0.36%	0.51%	0.10%	0.0%	0.57%	0.0%	0.0%	0.0%	0.56%	0.26%	0.79%	0.14%	0.48%	0.0%	0.58%	0.78%	1.22%	1.13%	0.48%	0.82%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	2	1	1	0	0	0	2	0	2	2	4	0	0	0	0	1	0	0	1					
		0.18%	0.12%	0.10%	0.17%	0.0%	0.0%	0.0%	0.94%	0.0%	0.52%	0.53%	0.56%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.41%					
27	"10. ""Аграрная партия России"""	753	123	72	43	14	48	18	17	25	48	38	91	28	34	34	3	10	28	60	19					
		8.83%	7.91%	7.24%	7.57%	8.09%	9.65%	6.94%	8.01%	14.12%	12.56%	10.07%	12.90%	6.77%	5.96%	9.94%	2.34%	6.13%	7.95%	14.56%	7.88%					
28	"11. ""Истинные патриоты России"""	8	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0					
		0.09%	0.0%	0.10%	0.0%	0.0%	0.20%	0.38%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	1.22%	0.0%	0.0%	0.0%					
