Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Нижний Тагил, Тагилстроевская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290					
1	"Число избирателей, внесенных в списки избирателей"	101692	2028	2166	1589	2136	1826	2138	2263	1735	2624	1816	2096	1462	2379	1933	1844	528	966	1722	2235	2159	754	1864	1266	1339	1442	1530	1601	1583	1758	2392	1945	2791	2654	2078	2355	2560	2333	1652	2291	2456	2777	2117	2449	2129	2393	2061	2056	2313	2288	400	2034	2386					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	97350	1950	2100	1500	1950	1700	2050	2150	1650	1950	1750	2050	1400	2150	1850	1750	450	900	1550	2100	1950	1150	1800	1150	1250	1500	1450	1550	1550	1800	2250	1900	2750	2500	2000	2250	2500	2250	1550	2200	2350	2700	2050	2400	2100	2350	2000	2000	2200	2250	400	1950	2350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	63325	1179	1222	924	1379	1131	1182	1196	1092	1155	1168	1395	1004	1448	1187	1150	197	446	754	1382	1328	518	1197	841	841	897	902	1006	1041	1124	1503	1219	1877	1588	1268	1367	1556	1566	1131	1530	1643	1762	1390	1663	1348	1527	1339	1304	1542	1590	400	1319	1607					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2545	76	33	41	55	39	17	59	14	539	27	26	29	53	43	60	158	122	146	36	16	1	71	12	20	30	21	24	30	38	59	69	13	66	22	36	29	48	26	43	38	43	6	16	29	41	19	26	27	14	0	23	16					
6	Число погашенных избирательных бюллетеней	31480	695	845	535	516	530	851	895	544	256	555	629	367	649	620	540	95	332	650	682	606	631	532	297	389	573	527	520	479	638	688	612	860	846	710	847	915	636	393	627	669	895	654	721	723	782	642	670	631	646	0	608	727					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2545	76	33	41	55	39	17	59	14	539	27	26	29	53	43	60	158	122	146	36	16	1	71	12	20	30	21	24	30	38	59	69	13	66	22	36	29	48	26	43	38	43	6	16	29	41	19	26	27	14	0	23	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	63249	1179	1222	924	1379	1131	1182	1196	1092	1155	1168	1395	1004	1448	1187	1150	197	446	754	1382	1328	518	1197	841	841	897	902	1006	1041	1124	1503	1217	1877	1522	1268	1367	1554	1566	1131	1530	1643	1762	1390	1662	1348	1527	1339	1299	1542	1590	400	1319	1607					
9	Число недействительных избирательных бюллетеней	878	24	19	8	16	15	23	17	22	16	19	29	11	14	19	14	1	8	6	31	19	8	14	19	6	8	13	11	12	5	17	16	21	28	16	20	12	18	9	23	25	33	24	27	24	13	13	14	15	22	3	24	34					
10	Число действительных избирательных бюллетеней	64916	1231	1236	957	1418	1155	1176	1238	1084	1678	1176	1392	1022	1487	1211	1196	354	560	894	1387	1325	511	1254	834	855	919	910	1019	1059	1157	1545	1270	1869	1560	1274	1383	1571	1596	1148	1550	1656	1772	1372	1651	1353	1555	1345	1311	1554	1582	397	1318	1589					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2494	40	38	40	35	35	40	35	35	40	40	40	35	40	36	40	10	35	35	40	40	564	36	35	35	40	35	35	35	40	40	40	45	45	40	40	45	40	35	40	40	45	40	45	40	45	40	40	45	40	0	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1742	29	25	21	19	19	27	19	21	29	24	24	19	25	25	22	5	16	18	31	23	553	23	17	18	21	19	20	21	28	27	25	32	29	22	23	34	22	19	26	25	32	28	29	22	32	29	21	32	26	0	25	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1017	11	13	11	97	68	11	13	11	12	10	15	15	65	31	29	4	13	9	17	18	75	23	93	11	6	8	12	10	8	15	12	12	27	23	12	22	4	8	11	16	24	4	10	11	11	5	12	8	16	1	19	15					
14	Число погашенных неиспользованных открепительных удостоверений	752	11	13	19	16	16	13	16	14	11	16	16	16	15	11	18	5	19	17	9	17	11	13	18	17	19	16	15	14	12	13	15	13	16	18	17	11	18	16	14	15	13	12	16	18	13	11	19	13	14	0	15	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	105	0	2	3	5	1	3	3	4	9	3	2	1	3	4	4	1	2	2	2	3	1	3	1	1	1	0	1	1	2	3	1	0	1	2	2	0	2	0	2	1	1	0	2	4	0	2	1	3	3	0	1	6					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	1238	25	25	17	27	19	16	16	17	32	26	35	26	20	23	20	9	11	21	35	20	11	27	20	26	26	19	22	13	15	29	23	47	35	37	22	32	39	11	26	32	23	22	30	23	41	26	21	30	24	2	14	30					
		1.88%	1.99%	1.99%	1.76%	1.88%	1.62%	1.33%	1.27%	1.54%	1.89%	2.18%	2.46%	2.52%	1.33%	1.87%	1.65%	2.54%	1.94%	2.33%	2.47%	1.49%	2.12%	2.13%	2.34%	3.02%	2.80%	2.06%	2.14%	1.21%	1.29%	1.86%	1.79%	2.49%	2.20%	2.87%	1.57%	2.02%	2.42%	0.95%	1.65%	1.90%	1.27%	1.58%	1.79%	1.67%	2.61%	1.91%	1.58%	1.91%	1.50%	0.50%	1.04%	1.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1810	24	14	6	27	25	21	16	24	17	24	37	16	27	31	26	22	10	18	38	40	34	41	32	39	22	25	43	35	42	27	21	43	35	36	51	32	48	38	69	48	46	30	61	48	70	49	46	55	51	3	72	55					
		2.75%	1.91%	1.12%	0.62%	1.88%	2.14%	1.75%	1.27%	2.17%	1.00%	2.01%	2.60%	1.55%	1.80%	2.52%	2.15%	6.20%	1.76%	2.00%	2.68%	2.98%	6.55%	3.23%	3.75%	4.53%	2.37%	2.71%	4.17%	3.27%	3.61%	1.73%	1.63%	2.28%	2.20%	2.79%	3.64%	2.02%	2.97%	3.28%	4.39%	2.86%	2.55%	2.15%	3.64%	3.49%	4.46%	3.61%	3.47%	3.51%	3.18%	0.75%	5.37%	3.39%					
20	3.Политическая партия «Демократическая партия России»	110	1	0	5	3	0	2	3	1	8	1	5	1	2	2	3	0	0	3	1	0	3	3	3	0	0	1	3	1	4	2	1	0	4	2	2	2	1	0	2	3	5	1	5	2	0	0	4	3	8	1	0	3					
		0.17%	0.08%	0.00%	0.52%	0.21%	0.00%	0.17%	0.24%	0.09%	0.47%	0.08%	0.35%	0.10%	0.13%	0.16%	0.25%	0.00%	0.00%	0.33%	0.07%	0.00%	0.58%	0.24%	0.35%	0.00%	0.00%	0.11%	0.29%	0.09%	0.34%	0.13%	0.08%	0.00%	0.25%	0.16%	0.14%	0.13%	0.06%	0.00%	0.13%	0.18%	0.28%	0.07%	0.30%	0.15%	0.00%	0.00%	0.30%	0.19%	0.50%	0.25%	0.00%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5140	72	98	86	116	64	97	94	76	101	98	98	70	105	96	98	11	43	73	167	112	21	156	98	65	86	89	104	126	104	151	122	154	133	96	96	128	123	94	121	133	150	70	117	117	101	122	86	101	86	11	89	115					
		7.81%	5.74%	7.81%	8.91%	8.09%	5.47%	8.09%	7.49%	6.87%	5.96%	8.20%	6.90%	6.78%	6.99%	7.80%	8.10%	3.10%	7.57%	8.11%	11.78%	8.33%	4.05%	12.30%	11.49%	7.55%	9.28%	9.64%	10.10%	11.76%	8.95%	9.67%	9.49%	8.15%	8.38%	7.44%	6.84%	8.09%	7.62%	8.12%	7.69%	7.91%	8.31%	5.01%	6.97%	8.50%	6.44%	8.98%	6.49%	6.44%	5.36%	2.75%	6.63%	7.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	806	4	17	6	17	12	7	11	4	16	8	15	9	15	13	15	2	2	8	14	14	3	18	17	21	10	14	24	23	17	25	34	28	21	12	11	16	25	6	20	22	17	28	23	20	13	14	31	25	22	1	19	17					
