Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Усолье-Сибирская городская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313					
1	"Число избирателей, внесенных в списки"	69621	341	2930	2803	2867	2745	1180	2114	2750	1659	2726	2720	2721	2584	1063	1682	2256	2422	98	1563	2082	2236	1393	2782	2714	1856	2596	2802	2972	2989	2983	2867	125					
2	"Число бюллетеней, полученных участковыми комиссиями"	62376	285	2605	2515	2525	2465	1020	1915	2475	1420	2455	2450	2440	2330	990	1375	2020	2165	300	1410	1855	2005	1200	2396	2420	1680	2330	2500	2645	2645	2660	2580	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31732	116	1198	1458	1141	1366	379	1002	1133	479	1267	1209	1248	1309	554	612	993	1236	43	846	1006	1018	540	1232	1274	903	1268	1281	1497	1370	1293	1358	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	777	6	38	19	32	37	20	21	31	31	49	39	19	21	13	17	19	23	29	20	30	21	24	27	19	33	21	20	23	15	24	22	14					
6	Число погашенных бюллетеней	29867	163	1369	1038	1352	1062	621	892	1311	910	1139	1202	1173	1000	423	746	1008	906	228	544	819	966	636	1137	1127	744	1041	1199	1125	1260	1343	1200	183					
7	Число бюллетеней в переносных ящиках для голосования	777	6	38	19	32	37	20	21	31	31	49	39	19	21	13	17	19	23	29	20	30	21	24	27	19	33	21	20	23	15	24	22	14					
8	Число бюллетеней в стационарных ящиках для голосования	31730	116	1198	1458	1141	1366	379	1001	1133	478	1257	1207	1248	1308	554	611	993	1236	43	845	1006	1039	540	1227	1274	903	1268	1281	1497	1370	1293	1357	103					
9	Число недействительных бюллетеней	386	2	21	14	23	8	8	12	21	10	12	13	19	28	7	7	17	9	3	12	18	14	5	12	18	14	8	14	15	5	13	3	1					
10	Число действительных бюллетеней	32121	120	1215	1463	1150	1395	391	1010	1143	499	1294	1233	1248	1301	560	621	995	1250	69	853	1018	1046	559	1242	1275	922	1281	1287	1505	1380	1304	1376	116					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	980	5	42	40	39	39	17	30	39	22	39	39	39	37	17	22	32	33	0	22	29	31	19	38	39	27	38	39	42	42	42	41	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	288	2	6	12	15	17	0	14	14	1	13	13	10	11	6	7	8	11	0	15	15	11	3	5	5	8	9	12	14	11	7	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	236	13	0	3	4	9	8	1	1	5	2	8	4	8	6	9	1	11	29	2	6	12	3	1	2	1	3	5	7	8	6	9	49					
