Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Красночетайская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040									
1	"Число избирателей, включенных в список избирателей"	11063	267	420	366	176	552	134	106	139	208	220	409	198	147	262	147	266	124	805	1196	317	594	180	168	442	134	208	421	222	297	148	185	155	272	226	159	122	95	106	356	114									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12160	270	440	380	160	620	130	110	140	250	270	440	220	180	270	140	300	130	970	1260	390	680	200	200	450	160	230	480	230	320	150	200	170	320	260	180	140	100	130	380	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8625	217	320	285	135	418	83	85	107	182	165	355	160	131	202	113	207	98	601	909	282	464	139	138	283	109	171	344	148	241	119	149	118	216	179	135	105	78	90	265	79									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1422	29	61	45	15	84	45	9	24	22	32	44	28	11	29	16	39	12	77	80	27	92	7	17	108	20	32	65	63	45	13	22	18	36	28	19	11	8	9	59	21									
6	Число погашенных избирательных бюллетеней	2113	24	59	50	10	118	2	16	9	46	73	41	32	38	39	11	54	20	292	271	81	124	54	45	59	31	27	71	19	34	18	29	34	68	53	26	24	14	31	56	10									
