Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва														
Дата голосования: 02.12.2007														
														
Наименование Избирательной комиссии:    Джейрахская														
														
Сводная таблица результатов выборов														
														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7					
1	"Число избирателей, внесенных в списки избирателей"	2161	1018	119	85	190	198	221	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	2152	1034	119	85	190	198	220	306					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2046	979	119	85	184	195	220	264					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	71	22	0	0	4	3	0	42					
6	Число погашенных избирательных бюллетеней	35	33	0	0	2	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	71	22	0	0	4	3	0	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2046	979	119	85	184	195	220	264					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	2117	1001	119	85	188	198	220	306					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	95	20	10	10	10	10	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3	2	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	8	5	0	0	0	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	92	18	9	10	10	10	10	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0					
														
18	1.Политическая партия «Аграрная партия России»	2	0	0	0	0	0	2	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2	0	0	0	0	0	0	2					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2	0	2	0	0	0	0	0					
		0.09%	0.00%	1.68%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	17	8	0	0	7	0	0	2					
		0.80%	0.80%	0.00%	0.00%	3.72%	0.00%	0.00%	0.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3	0	1	0	0	0	0	2					
		0.14%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2082	984	116	85	181	198	218	300					
		98.35%	98.30%	97.48%	10.00%	96.28%	10.00%	99.09%	98.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	9	9	0	0	0	0	0	0					
		0.43%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
