Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва													
Дата голосования: 04.12.2011													
													
Наименование Избирательной комиссии:    Джейрахская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6					
1	"Число избирателей, внесенных в список избирателей"	2571	1105	163	229	89	256	729					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	2546	1099	153	223	89	250	732					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2258	959	139	194	89	244	633					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	35	8	0	15	0	2	10					
6	Число погашенных избирательных бюллетеней	253	132	14	14	0	4	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	35	8	0	15	0	2	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2258	959	139	194	89	244	633					
9	Число недействительных избирательных бюллетеней	10	7	3	0	0	0	0					
10	Число действительных избирательных бюллетеней	2283	960	136	209	89	246	643					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	100	20	15	15	10	15	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3	0	0	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	97	20	15	15	10	15	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	82	31	6	12	4	7	22					
		3.58%	3.21%	4.32%	5.74%	4.49%	2.85%	3.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	19	4	8	5	0	0	2					
		0.83%	0.41%	5.76%	2.39%	0.00%	0.00%	0.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	6	1	0	1	2	2					
		0.52%	0.62%	0.72%	0.00%	1.12%	0.81%	0.31%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	141	57	13	14	8	11	38					
		6.15%	5.89%	9.35%	6.70%	8.99%	4.47%	5.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	6	3	0	0	3	4					
		0.70%	0.62%	2.16%	0.00%	0.00%	1.22%	0.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1938	826	105	166	75	215	551					
		84.52%	85.42%	75.54%	79.43%	84.27%	87.40%	85.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	75	30	0	12	1	8	24					
		3.27%	3.10%	0.00%	5.74%	1.12%	3.25%	3.73%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
